"tipo","numero","genero","nacionalidad","promedio","actividad"
"P",11139,"F","MEX",77.8,"Deportiva"
"P",11140,"F","MEX",85,"Deportiva"
"U",11141,"M","MEX",79.4,"Ninguna"
"P",11142,"F","MEX",78.4,"Cultura"
"P",11143,"M","MEX",90.3,"Ninguna"
"U",11144,"M","EXT",84.6,"Ninguna"
"P",11145,"F","MEX",80.9,"Ninguna"
"U",11146,"O","MEX",77.5,"Ninguna"
"P",11147,"F","EXT",90,"Cultura"
"U",11148,"M","MEX",77.3,"Cultura"
"U",11149,"M","EXT",78.4,"Cultura"
"P",11150,"M","MEX",84,"Cultura"
"P",11151,"M","MEX",80.6,"Ninguna"
"P",11152,"F","EXT",81.1,"Cultura"
"U",11153,"F","MEX",90.3,"Ninguna"
"P",11154,"M","MEX",76.1,"Ninguna"
"U",11155,"F","EXT",73.9,"Deportiva"
"P",11156,"F","MEX",79.4,"Ninguna"
"U",11157,"M","MEX",86.2,"Deportiva"
"P",11158,"M","MEX",77.1,"Deportiva"
"P",11159,"F","MEX",85,"Ninguna"
"U",11160,"O","MEX",72.4,"Ninguna"
"U",11161,"M","EXT",77.4,"Ninguna"
"U",11162,"M","EXT",91.2,"Cultura"
"U",11163,"M","MEX",70.3,"Cultura"
"U",11164,"F","MEX",77.8,"Ninguna"
"U",11165,"F","MEX",84.3,"Cultura"
"P",11166,"F","MEX",84,"Ninguna"
"U",11167,"F","EXT",77.6,"Deportiva"
"U",11168,"F","EXT",70.7,"Cultura"
"U",11169,"F","EXT",91.8,"Ninguna"
"U",11170,"M","MEX",74.6,"Ninguna"
"P",11171,"F","MEX",86.6,"Ninguna"
"P",11172,"M","EXT",84.4,"Cultura"
"U",11173,"F","MEX",81.5,"Ninguna"
"U",11174,"F","MEX",73.8,"Cultura"
"U",11175,"M","MEX",87.5,"Cultura"
"U",11176,"M","MEX",80.9,"Cultura"
"P",11177,"M","MEX",75.8,"Cultura"
"U",11178,"M","MEX",79.6,"Deportiva"
"U",11179,"M","MEX",82.9,"Deportiva"
"P",11180,"F","MEX",85.6,"Ninguna"
"P",11181,"M","MEX",70.6,"Cultura"
"U",11182,"M","MEX",77.4,"Deportiva"
"P",11183,"M","MEX",83.4,"Ninguna"
"P",11184,"F","MEX",80.9,"Cultura"
"U",11185,"F","MEX",78.4,"Cultura"
"U",11186,"M","EXT",73.7,"Ninguna"
"U",11187,"M","MEX",79.4,"Ninguna"
"U",11188,"F","MEX",90.5,"Ninguna"
"U",11189,"F","MEX",86.6,"Ninguna"
"P",11190,"F","MEX",88.1,"Ninguna"
"P",11191,"F","MEX",76.6,"Deportiva"
"P",11192,"O","MEX",77.2,"Cultura"
"P",11193,"F","MEX",80.8,"Ninguna"
"P",11194,"F","MEX",79.5,"Cultura"
"P",11195,"M","EXT",82.1,"Cultura"
"P",11196,"F","MEX",84.2,"Deportiva"
"U",11197,"M","MEX",84.7,"Ninguna"
"U",11198,"O","MEX",80,"Ninguna"
"P",11199,"M","MEX",83.3,"Deportiva"
"P",11200,"F","MEX",83.8,"Cultura"
"U",11201,"F","MEX",74.9,"Deportiva"
"U",11202,"F","MEX",82.1,"Cultura"
"U",11203,"M","EXT",75,"Ninguna"
"P",11204,"F","EXT",75.8,"Deportiva"
"U",11205,"M","MEX",86.6,"Ninguna"
"P",11206,"O","MEX",84.3,"Ninguna"
"U",11207,"F","MEX",71.9,"Cultura"
"P",11208,"F","EXT",76.2,"Ninguna"
"P",11209,"M","MEX",84.9,"Ninguna"
"P",11210,"M","EXT",77.5,"Cultura"
"P",11211,"F","MEX",78.3,"Cultura"
"U",11212,"O","MEX",78.7,"Deportiva"
"P",11213,"F","EXT",78.3,"Deportiva"
"P",11214,"M","MEX",72.9,"Deportiva"
"P",11215,"F","MEX",89.2,"Ninguna"
"U",11216,"M","MEX",70.7,"Ninguna"
"U",11217,"M","MEX",88.5,"Ninguna"
"U",11218,"F","MEX",84.7,"Ninguna"
"U",11219,"F","MEX",84.6,"Cultura"
"P",11220,"M","MEX",73.6,"Cultura"
"U",11221,"M","MEX",84.8,"Ninguna"
"U",11222,"F","MEX",82.3,"Deportiva"
"P",11223,"M","MEX",80.8,"Ninguna"
"U",11224,"M","MEX",71,"Ninguna"
"U",11225,"M","MEX",76.3,"Cultura"
"U",11226,"F","MEX",73.4,"Ninguna"
"U",11227,"F","MEX",79.1,"Cultura"
"U",11228,"F","EXT",81.8,"Ninguna"
"U",11229,"F","MEX",83.3,"Cultura"
"U",11230,"F","MEX",82.7,"Ninguna"
"P",11231,"M","MEX",83.1,"Ninguna"
"P",11232,"M","MEX",77.2,"Ninguna"
"U",11233,"F","MEX",85,"Deportiva"
"U",11234,"F","MEX",88.7,"Ninguna"
"U",11235,"F","MEX",82.1,"Deportiva"
"U",11236,"M","MEX",81.1,"Ninguna"
"P",11237,"M","EXT",75,"Deportiva"
"U",11238,"M","EXT",76.1,"Ninguna"
"U",11239,"M","EXT",71.8,"Ninguna"
"P",11240,"O","MEX",71.4,"Cultura"
"U",11241,"F","MEX",73.5,"Ninguna"
"U",11242,"F","EXT",79.6,"Cultura"
"P",11243,"F","MEX",80,"Ninguna"
"U",11244,"F","EXT",77.6,"Cultura"
"U",11245,"F","MEX",82.6,"Deportiva"
"U",11246,"F","MEX",85.2,"Cultura"
"P",11247,"M","EXT",80.5,"Deportiva"
"U",11248,"F","MEX",75.2,"Ninguna"
"U",11249,"M","MEX",69.5,"Ninguna"
"U",11250,"M","MEX",77.1,"Deportiva"
"P",11251,"F","MEX",83.9,"Deportiva"
"U",11252,"F","MEX",72.6,"Cultura"
"U",11253,"M","MEX",78.3,"Ninguna"
"P",11254,"M","MEX",83.1,"Ninguna"
"P",11255,"M","EXT",80.6,"Deportiva"
"U",11256,"F","EXT",74.3,"Cultura"
"P",11257,"F","MEX",75.3,"Deportiva"
"U",11258,"O","MEX",76.4,"Deportiva"
"P",11259,"M","EXT",82.1,"Cultura"
"U",11260,"F","MEX",77.4,"Cultura"
"P",11261,"F","EXT",76.3,"Ninguna"
"P",11262,"F","MEX",82.9,"Ninguna"
"U",11263,"F","MEX",78.2,"Ninguna"
"U",11264,"F","MEX",82.4,"Ninguna"
"P",11265,"F","MEX",75.2,"Ninguna"
"U",11266,"F","EXT",88.4,"Ninguna"
"U",11267,"M","MEX",90.4,"Ninguna"
"U",11268,"M","MEX",77.9,"Ninguna"
"P",11269,"O","MEX",80.9,"Deportiva"
"P",11270,"F","EXT",71.9,"Cultura"
"P",11271,"O","EXT",71.4,"Cultura"
"U",11272,"F","MEX",77.2,"Cultura"
"U",11273,"F","EXT",81,"Deportiva"
"U",11274,"M","MEX",86.7,"Deportiva"
"U",11275,"F","EXT",85.9,"Deportiva"
"P",11276,"O","MEX",71.7,"Ninguna"
"U",11277,"M","MEX",76,"Ninguna"
"U",11278,"F","MEX",82.7,"Ninguna"
"U",11279,"M","MEX",79.7,"Ninguna"
"P",11280,"M","MEX",86.1,"Cultura"
"P",11281,"F","EXT",79.5,"Ninguna"
"U",11282,"M","EXT",79.6,"Ninguna"
"U",11283,"M","EXT",82.8,"Deportiva"
"P",11284,"M","MEX",86.5,"Ninguna"
"U",11285,"M","MEX",83.6,"Ninguna"
"P",11286,"M","MEX",82.4,"Ninguna"
"P",11287,"M","MEX",79.2,"Deportiva"
"U",11288,"F","MEX",75.1,"Cultura"
"P",11289,"F","MEX",83.6,"Ninguna"
"U",11290,"F","MEX",73,"Ninguna"
"P",11291,"F","MEX",72.2,"Deportiva"
"P",11292,"F","MEX",86.8,"Ninguna"
"U",11293,"F","MEX",84.7,"Deportiva"
"P",11294,"F","MEX",78.1,"Ninguna"
"P",11295,"F","MEX",85.1,"Cultura"
"P",11296,"M","MEX",71.3,"Ninguna"
"U",11297,"F","MEX",76.7,"Ninguna"
"U",11298,"M","EXT",87,"Ninguna"
"U",11299,"M","EXT",74.2,"Deportiva"
"P",11300,"F","MEX",79.6,"Ninguna"
"U",11301,"M","MEX",82.4,"Deportiva"
"P",11302,"F","EXT",84.5,"Ninguna"
"U",11303,"M","EXT",75.3,"Cultura"
"U",11304,"M","MEX",83.1,"Ninguna"
"P",11305,"O","MEX",87.4,"Cultura"
"U",11306,"O","EXT",78.8,"Ninguna"
"P",11307,"M","MEX",81.5,"Ninguna"
"U",11308,"M","MEX",83,"Ninguna"
"U",11309,"F","MEX",80.2,"Deportiva"
"U",11310,"F","MEX",85.4,"Ninguna"
"U",11311,"M","EXT",79.1,"Deportiva"
"U",11312,"F","EXT",86,"Deportiva"
"U",11313,"F","MEX",77,"Ninguna"
"P",11314,"F","MEX",83.2,"Ninguna"
"U",11315,"M","MEX",82.4,"Ninguna"
"P",11316,"M","MEX",75.3,"Cultura"
"P",11317,"F","MEX",83.7,"Cultura"
"U",11318,"O","MEX",75,"Ninguna"
"U",11319,"F","MEX",84.6,"Deportiva"
"U",11320,"F","MEX",75.8,"Cultura"
"P",11321,"O","EXT",76.3,"Ninguna"
"U",11322,"M","MEX",73.1,"Ninguna"
"U",11323,"M","MEX",73.1,"Ninguna"
"U",11324,"M","MEX",78.6,"Cultura"
"U",11325,"F","MEX",80.4,"Ninguna"
"P",11326,"M","MEX",84.4,"Cultura"
"U",11327,"F","EXT",80.7,"Cultura"
"U",11328,"M","EXT",86.6,"Cultura"
"P",11329,"O","MEX",78.6,"Cultura"
"U",11330,"M","MEX",89.4,"Ninguna"
"U",11331,"M","MEX",78.2,"Ninguna"
"U",11332,"O","EXT",90.8,"Ninguna"
"U",11333,"M","MEX",74.6,"Ninguna"
"P",11334,"M","MEX",86.1,"Cultura"
"P",11335,"M","MEX",77.7,"Deportiva"
"P",11336,"O","EXT",94.6,"Deportiva"
"U",11337,"F","MEX",78.3,"Deportiva"
"U",11338,"M","MEX",83.7,"Cultura"
"P",11339,"F","EXT",84.8,"Ninguna"
"P",11340,"M","EXT",80.9,"Ninguna"
"P",11341,"M","EXT",84.4,"Ninguna"
"P",11342,"F","MEX",82.4,"Ninguna"
"P",11343,"F","MEX",77.7,"Deportiva"
"U",11344,"F","MEX",72.6,"Ninguna"
"P",11345,"O","MEX",85.9,"Cultura"
"U",11346,"M","MEX",81.9,"Deportiva"
"U",11347,"M","MEX",79.8,"Cultura"
"P",11348,"M","MEX",71.1,"Cultura"
"U",11349,"M","MEX",87.5,"Ninguna"
"U",11350,"F","EXT",75.7,"Cultura"
"P",11351,"F","EXT",80.8,"Ninguna"
"U",11352,"O","MEX",79.8,"Deportiva"
"P",11353,"F","MEX",76.3,"Cultura"
"U",11354,"F","MEX",83.3,"Ninguna"
"P",11355,"F","MEX",82.6,"Ninguna"
"P",11356,"F","EXT",79.9,"Deportiva"
"P",11357,"M","MEX",82.3,"Cultura"
"P",11358,"M","MEX",70.4,"Cultura"
"P",11359,"F","MEX",83.1,"Cultura"
"P",11360,"O","MEX",82.2,"Ninguna"
"P",11361,"M","EXT",78.6,"Ninguna"
"P",11362,"M","MEX",73.7,"Ninguna"
"U",11363,"M","MEX",85.7,"Ninguna"
"U",11364,"F","MEX",70.1,"Ninguna"
"P",11365,"M","MEX",82.3,"Ninguna"
"U",11366,"M","MEX",76.8,"Ninguna"
"U",11367,"M","MEX",85.1,"Ninguna"
"U",11368,"F","MEX",71.5,"Cultura"
"U",11369,"M","MEX",78.9,"Ninguna"
"P",11370,"M","MEX",80.6,"Deportiva"
"U",11371,"F","MEX",86.3,"Deportiva"
"U",11372,"M","EXT",88.5,"Ninguna"
"U",11373,"F","MEX",75.5,"Ninguna"
"P",11374,"M","EXT",73.8,"Cultura"
"U",11375,"M","EXT",83.5,"Ninguna"
"U",11376,"M","EXT",86.7,"Ninguna"
"U",11377,"M","EXT",85.5,"Deportiva"
"U",11378,"F","MEX",84.5,"Deportiva"
"U",11379,"O","MEX",77.1,"Cultura"
"P",11380,"M","MEX",82.4,"Ninguna"
"U",11381,"F","MEX",91,"Cultura"
"U",11382,"F","MEX",84.9,"Ninguna"
"U",11383,"F","EXT",75.5,"Cultura"
"U",11384,"F","MEX",80.8,"Deportiva"
"P",11385,"F","MEX",81.2,"Ninguna"
"U",11386,"M","MEX",72.1,"Cultura"
"P",11387,"F","MEX",82.1,"Ninguna"
"P",11388,"F","EXT",77.4,"Ninguna"
"P",11389,"F","EXT",75.8,"Cultura"
"P",11390,"F","MEX",78.2,"Ninguna"
"U",11391,"O","MEX",82.1,"Ninguna"
"U",11392,"M","EXT",84.1,"Cultura"
"U",11393,"M","MEX",72.6,"Cultura"
"U",11394,"F","EXT",74.1,"Cultura"
"P",11395,"M","MEX",83.8,"Cultura"
"P",11396,"F","MEX",91.3,"Ninguna"
"U",11397,"M","MEX",78.2,"Cultura"
"P",11398,"M","MEX",78.8,"Ninguna"
"P",11399,"F","EXT",78.8,"Cultura"
"U",11400,"O","MEX",80.7,"Ninguna"
"U",11401,"M","MEX",83.1,"Ninguna"
"U",11402,"F","EXT",77.6,"Deportiva"
"U",11403,"M","EXT",78.8,"Deportiva"
"P",11404,"M","MEX",77.7,"Ninguna"
"U",11405,"F","MEX",76.6,"Deportiva"
"U",11406,"M","MEX",80.1,"Cultura"
"P",11407,"O","MEX",80.5,"Ninguna"
"P",11408,"F","EXT",83.6,"Ninguna"
"P",11409,"F","MEX",71.6,"Ninguna"
"P",11410,"M","MEX",81.6,"Deportiva"
"P",11411,"M","MEX",76.6,"Ninguna"
"U",11412,"M","MEX",84.3,"Ninguna"
"U",11413,"M","MEX",82.7,"Deportiva"
"U",11414,"M","EXT",75.4,"Cultura"
"P",11415,"F","MEX",78.5,"Cultura"
"U",11416,"F","MEX",84.7,"Ninguna"
"U",11417,"M","MEX",85,"Ninguna"
"U",11418,"M","MEX",70.9,"Deportiva"
"U",11419,"O","MEX",76.4,"Ninguna"
"U",11420,"F","MEX",80,"Cultura"
"U",11421,"O","MEX",76.6,"Cultura"
"U",11422,"M","EXT",72,"Ninguna"
"U",11423,"F","MEX",79.6,"Ninguna"
"U",11424,"F","MEX",86.9,"Ninguna"
"U",11425,"F","EXT",78.2,"Cultura"
"U",11426,"F","MEX",85.8,"Cultura"
"P",11427,"M","EXT",86.1,"Ninguna"
"U",11428,"F","MEX",76.5,"Ninguna"
"U",11429,"M","MEX",79.7,"Deportiva"
"U",11430,"M","MEX",73.5,"Ninguna"
"U",11431,"M","MEX",76.5,"Deportiva"
"U",11432,"M","MEX",78.3,"Ninguna"
"U",11433,"F","MEX",76.1,"Cultura"
"U",11434,"M","MEX",83.1,"Deportiva"
"P",11435,"F","EXT",95.3,"Cultura"
"U",11436,"M","MEX",80.8,"Cultura"
"U",11437,"F","EXT",81.7,"Ninguna"
"P",11438,"F","EXT",77.7,"Ninguna"
"U",11439,"F","EXT",86.6,"Cultura"
"U",11440,"F","MEX",77.7,"Ninguna"
"U",11441,"M","MEX",74.4,"Ninguna"
"U",11442,"M","EXT",86.2,"Cultura"
"P",11443,"M","EXT",76.8,"Cultura"
"U",11444,"M","EXT",79.6,"Ninguna"
"U",11445,"M","MEX",66.4,"Ninguna"
"P",11446,"M","EXT",80.2,"Cultura"
"U",11447,"F","EXT",94,"Ninguna"
"U",11448,"M","MEX",85.2,"Cultura"
"P",11449,"F","MEX",80.2,"Cultura"
"U",11450,"F","MEX",83.5,"Cultura"
"U",11451,"M","MEX",83.7,"Ninguna"
"U",11452,"F","MEX",79.5,"Cultura"
"P",11453,"M","MEX",86.4,"Deportiva"
"P",11454,"F","MEX",76.7,"Cultura"
"U",11455,"M","MEX",85.1,"Ninguna"
"U",11456,"F","MEX",78.6,"Cultura"
"P",11457,"O","MEX",75,"Cultura"
"U",11458,"M","MEX",84.2,"Ninguna"
"P",11459,"F","MEX",76.5,"Ninguna"
"U",11460,"F","MEX",68.4,"Ninguna"
"P",11461,"F","EXT",82.1,"Deportiva"
"U",11462,"M","MEX",84,"Ninguna"
"U",11463,"F","MEX",87.9,"Cultura"
"U",11464,"M","MEX",80.1,"Ninguna"
"U",11465,"F","MEX",79.4,"Ninguna"
"U",11466,"M","MEX",77.6,"Ninguna"
"P",11467,"M","MEX",78.8,"Cultura"
"P",11468,"F","MEX",81,"Cultura"
"U",11469,"M","MEX",76.9,"Deportiva"
"U",11470,"F","MEX",80.7,"Cultura"
"P",11471,"F","MEX",76.2,"Ninguna"
"U",11472,"M","MEX",72.8,"Cultura"
"U",11473,"F","MEX",80,"Deportiva"
"P",11474,"F","MEX",67.6,"Deportiva"
"P",11475,"F","MEX",78.5,"Ninguna"
"P",11476,"F","EXT",72.9,"Cultura"
"U",11477,"M","MEX",88.7,"Ninguna"
"P",11478,"F","MEX",83.6,"Cultura"
"U",11479,"F","MEX",83.7,"Ninguna"
"U",11480,"M","MEX",76.5,"Ninguna"
"U",11481,"F","MEX",75.7,"Cultura"
"P",11482,"F","EXT",76.5,"Cultura"
"P",11483,"F","MEX",75.3,"Ninguna"
"P",11484,"F","MEX",74.3,"Deportiva"
"U",11485,"F","MEX",76.3,"Ninguna"
"P",11486,"M","MEX",71.3,"Ninguna"
"U",11487,"M","MEX",80.8,"Deportiva"
"U",11488,"M","MEX",78.7,"Ninguna"
"P",11489,"F","MEX",75.8,"Ninguna"
"U",11490,"F","MEX",77.3,"Cultura"
"U",11491,"F","MEX",73.5,"Deportiva"
"U",11492,"F","MEX",74.5,"Ninguna"
"U",11493,"M","MEX",83.4,"Ninguna"
"U",11494,"M","MEX",78.6,"Deportiva"
"U",11495,"F","MEX",88.2,"Ninguna"
"P",11496,"O","MEX",85,"Cultura"
"P",11497,"M","MEX",82.5,"Ninguna"
"U",11498,"M","MEX",77.8,"Deportiva"
"U",11499,"F","EXT",69.1,"Ninguna"
"U",11500,"F","MEX",85.1,"Ninguna"
