"Algo","generacion","tipo","numero","genero","nacionalidad","promedio","actividad","materias","altura","peso","IMC","costo_materia","colegiatura","status","carga_academica","beca","descuento","colegiatura_real"
"1746",2021,"U",11746,"F","MEX",87.4,"Cultura",6,164.4,75,27.75,150,900,"Regular","Carga regular","50%",0.5,450
"1747",2021,"U",11747,"M","MEX",84.8,"Cultura",6,162.2,78.2,29.72,150,900,"Regular","Carga regular","0%",1,900
"1748",2021,"P",11748,"F","EXT",78,"Deportiva",6,157,77,31.24,100,600,"Regular","Carga regular","0%",1,600
"1749",2021,"U",11749,"M","MEX",84.2,"Ninguna",5,160.5,77.5,30.09,150,750,"Regular","Menor carga","0%",1,750
"1750",2021,"P",11750,"M","EXT",83.5,"Cultura",6,163.2,75.8,28.46,100,600,"Regular","Carga regular","0%",1,600
"1751",2021,"U",11751,"O","EXT",80.5,"Cultura",6,159.6,79.5,31.21,150,900,"Regular","Carga regular","0%",1,900
"1752",2021,"P",11752,"O","EXT",80.6,"Deportiva",6,155.6,70,28.91,100,600,"Regular","Carga regular","0%",1,600
"1753",2021,"P",11753,"M","MEX",90.3,"Cultura",6,159,80.4,31.8,100,600,"Regular","Carga regular","50%",0.5,300
"1754",2021,"U",11754,"O","EXT",85.1,"Cultura",6,159.9,81.2,31.76,150,900,"Regular","Carga regular","50%",0.5,450
"1755",2021,"U",11755,"M","MEX",82.3,"Ninguna",6,159.5,87.4,34.36,150,900,"Regular","Carga regular","0%",1,900
"1756",2021,"U",11756,"F","MEX",71.2,"Deportiva",6,157.6,83.9,33.78,150,900,"Regular","Carga regular","0%",1,900
"1757",2021,"U",11757,"F","MEX",85.6,"Ninguna",6,160.9,72.6,28.04,150,900,"Regular","Carga regular","0%",1,900
"1758",2021,"U",11758,"F","MEX",82.3,"Deportiva",6,155,73.3,30.51,150,900,"Regular","Carga regular","0%",1,900
"1759",2021,"P",11759,"M","MEX",79.7,"Cultura",6,161.1,80.9,31.17,100,600,"Regular","Carga regular","0%",1,600
"1760",2021,"P",11760,"F","MEX",71.9,"Ninguna",5,159.2,72.2,28.49,100,500,"Regular","Menor carga","0%",1,500
"1761",2021,"U",11761,"F","MEX",74.2,"Ninguna",6,158.9,89.6,35.49,150,900,"Regular","Carga regular","0%",1,900
"1762",2021,"U",11762,"F","EXT",78.5,"Deportiva",6,161.6,87.7,33.58,150,900,"Regular","Carga regular","0%",1,900
"1763",2021,"P",11763,"M","MEX",75.4,"Deportiva",7,160.1,79.9,31.17,100,700,"Regular","Sobrecarga","0%",1,700
"1764",2021,"P",11764,"M","EXT",78.6,"Cultura",6,162.7,80.1,30.26,100,600,"Regular","Carga regular","0%",1,600
"1765",2021,"U",11765,"F","EXT",74.3,"Ninguna",6,156.7,77.6,31.6,150,900,"Regular","Carga regular","0%",1,900
"1766",2021,"P",11766,"M","MEX",73.1,"Deportiva",6,158.8,80.8,32.04,100,600,"Regular","Carga regular","0%",1,600
"1767",2021,"U",11767,"F","MEX",78.1,"Cultura",6,157.7,83.1,33.41,150,900,"Regular","Carga regular","0%",1,900
"1768",2021,"P",11768,"F","EXT",85.1,"Deportiva",6,158.7,84,33.35,100,600,"Regular","Carga regular","40%",0.6,360
"1769",2021,"U",11769,"O","MEX",76.1,"Ninguna",6,152.7,87.7,37.61,150,900,"Regular","Carga regular","0%",1,900
"1770",2021,"U",11770,"M","MEX",81.6,"Deportiva",5,160,77.6,30.31,150,750,"Regular","Menor carga","0%",1,750
"1771",2021,"U",11771,"F","MEX",83.6,"Deportiva",6,162.1,82.6,31.44,150,900,"Regular","Carga regular","0%",1,900
"1772",2021,"U",11772,"M","MEX",84.8,"Deportiva",6,156.1,74.8,30.7,150,900,"Regular","Carga regular","0%",1,900
"1773",2021,"P",11773,"F","MEX",81.3,"Deportiva",5,162.7,84.8,32.03,100,500,"Regular","Menor carga","0%",1,500
"1774",2021,"P",11774,"F","EXT",77.6,"Ninguna",6,162.1,98.5,37.49,100,600,"Regular","Carga regular","0%",1,600
"1775",2021,"U",11775,"O","EXT",83.5,"Cultura",7,160.3,80.3,31.25,150,1050,"Regular","Sobrecarga","0%",1,1050
"1776",2021,"U",11776,"M","MEX",81.1,"Ninguna",6,160.8,74.8,28.93,150,900,"Regular","Carga regular","0%",1,900
"1777",2021,"P",11777,"F","MEX",87.3,"Ninguna",6,160.4,76.3,29.66,100,600,"Regular","Carga regular","0%",1,600
"1778",2021,"U",11778,"M","MEX",86.6,"Ninguna",7,162.2,79,30.03,150,1050,"Regular","Sobrecarga","0%",1,1050
"1779",2021,"P",11779,"M","MEX",86.4,"Ninguna",6,157.3,79.5,32.13,100,600,"Regular","Carga regular","0%",1,600
"1780",2021,"P",11780,"M","MEX",87.9,"Deportiva",6,158.9,72.5,28.71,100,600,"Regular","Carga regular","40%",0.6,360
"1781",2021,"U",11781,"F","MEX",84.1,"Cultura",5,160,73.1,28.55,150,750,"Regular","Menor carga","0%",1,750
"1782",2021,"U",11782,"M","MEX",78,"Deportiva",6,163.2,83.2,31.24,150,900,"Regular","Carga regular","0%",1,900
"1783",2021,"U",11783,"F","EXT",77.2,"Deportiva",6,159.7,77.1,30.23,150,900,"Regular","Carga regular","0%",1,900
"1784",2021,"P",11784,"M","MEX",86.3,"Cultura",7,164.1,87.8,32.6,100,700,"Regular","Sobrecarga","50%",0.5,350
"1785",2021,"U",11785,"O","MEX",79.3,"Cultura",6,164,80.6,29.97,150,900,"Regular","Carga regular","0%",1,900
"1786",2021,"U",11786,"O","MEX",80.1,"Cultura",6,159.5,82,32.23,150,900,"Regular","Carga regular","0%",1,900
"1787",2021,"P",11787,"F","MEX",77.4,"Deportiva",6,162,88.7,33.8,100,600,"Regular","Carga regular","0%",1,600
"1788",2021,"P",11788,"F","MEX",82.2,"Ninguna",6,159.9,77.6,30.35,100,600,"Regular","Carga regular","0%",1,600
"1789",2021,"P",11789,"F","MEX",76.6,"Cultura",6,161.6,81.7,31.29,100,600,"Regular","Carga regular","0%",1,600
"1790",2021,"U",11790,"F","MEX",84.4,"Ninguna",6,163.3,79.3,29.74,150,900,"Regular","Carga regular","0%",1,900
"1791",2021,"U",11791,"M","MEX",93.2,"Ninguna",5,157.7,92.7,37.27,150,750,"Regular","Menor carga","0%",1,750
"1792",2021,"P",11792,"F","EXT",70.7,"Ninguna",6,159.4,76.1,29.95,100,600,"Regular","Carga regular","0%",1,600
"1793",2021,"P",11793,"F","MEX",84.8,"Deportiva",6,162.5,78.8,29.84,100,600,"Regular","Carga regular","0%",1,600
"1794",2021,"U",11794,"F","MEX",73.9,"Deportiva",6,162.1,78.3,29.8,150,900,"Regular","Carga regular","0%",1,900
"1795",2021,"P",11795,"F","MEX",72.5,"Ninguna",6,155.6,86.6,35.77,100,600,"Regular","Carga regular","0%",1,600
"1796",2021,"P",11796,"O","MEX",76.6,"Deportiva",6,164.9,88.7,32.62,100,600,"Regular","Carga regular","0%",1,600
"1797",2021,"U",11797,"O","MEX",74.7,"Cultura",6,160.4,74.5,28.96,150,900,"Regular","Carga regular","0%",1,900
"1798",2021,"P",11798,"F","MEX",75.6,"Ninguna",6,158.8,77.6,30.77,100,600,"Regular","Carga regular","0%",1,600
"1799",2021,"P",11799,"F","MEX",79.5,"Deportiva",6,161.5,85.4,32.74,100,600,"Regular","Carga regular","0%",1,600
"1800",2021,"P",11800,"M","EXT",76.3,"Cultura",6,159.9,80.1,31.33,100,600,"Regular","Carga regular","0%",1,600
"1801",2021,"U",11801,"O","MEX",67.8,"Ninguna",7,157.9,77.4,31.04,150,1050,"Bajo rendimiento","Sobrecarga","0%",1,1050
"1802",2021,"P",11802,"F","MEX",78.2,"Deportiva",5,161.2,84.2,32.4,100,500,"Regular","Menor carga","0%",1,500
"1803",2021,"U",11803,"M","MEX",74.4,"Ninguna",6,167.2,81.5,29.15,150,900,"Regular","Carga regular","0%",1,900
"1804",2021,"U",11804,"M","EXT",79.3,"Cultura",6,163.5,76.3,28.54,150,900,"Regular","Carga regular","0%",1,900
"1805",2021,"P",11805,"M","EXT",80.8,"Ninguna",6,162.2,77,29.27,100,600,"Regular","Carga regular","0%",1,600
"1806",2021,"P",11806,"O","MEX",79.5,"Cultura",6,160.1,77.7,30.31,100,600,"Regular","Carga regular","0%",1,600
"1807",2021,"P",11807,"F","MEX",72,"Deportiva",6,159.3,86.2,33.97,100,600,"Regular","Carga regular","0%",1,600
"1808",2021,"U",11808,"M","MEX",79.3,"Deportiva",6,160.8,79,30.55,150,900,"Regular","Carga regular","0%",1,900
"1809",2021,"P",11809,"F","MEX",76.3,"Cultura",6,159.5,90.2,35.46,100,600,"Regular","Carga regular","0%",1,600
"1810",2021,"P",11810,"M","MEX",87.1,"Cultura",6,157.3,81.5,32.94,100,600,"Regular","Carga regular","50%",0.5,300
"1811",2021,"U",11811,"F","EXT",70.1,"Deportiva",6,161,80.6,31.09,150,900,"Regular","Carga regular","0%",1,900
"1812",2021,"P",11812,"F","MEX",78.3,"Ninguna",6,161,70.6,27.24,100,600,"Regular","Carga regular","0%",1,600
"1813",2021,"U",11813,"F","MEX",73,"Deportiva",6,154.6,71.4,29.87,150,900,"Regular","Carga regular","0%",1,900
"1814",2021,"U",11814,"F","MEX",91.6,"Cultura",6,161.6,81.8,31.32,150,900,"Regular","Carga regular","50%",0.5,450
"1815",2021,"P",11815,"F","EXT",78,"Ninguna",6,157.4,81.6,32.94,100,600,"Regular","Carga regular","0%",1,600
"1816",2021,"P",11816,"M","MEX",69.7,"Deportiva",6,159.7,69.8,27.37,100,600,"Bajo rendimiento","Carga regular","0%",1,600
"1817",2021,"P",11817,"F","MEX",67.7,"Cultura",6,159.8,76.1,29.8,100,600,"Bajo rendimiento","Carga regular","0%",1,600
"1818",2021,"P",11818,"F","EXT",72.7,"Cultura",6,160.1,78.3,30.55,100,600,"Regular","Carga regular","0%",1,600
"1819",2021,"P",11819,"F","MEX",83.4,"Deportiva",5,155.6,74.5,30.77,100,500,"Regular","Menor carga","0%",1,500
"1820",2021,"U",11820,"O","EXT",80.8,"Deportiva",6,158.2,78.6,31.41,150,900,"Regular","Carga regular","0%",1,900
"1821",2021,"P",11821,"F","MEX",76.7,"Cultura",6,163.3,79.3,29.74,100,600,"Regular","Carga regular","0%",1,600
"1822",2021,"P",11822,"F","EXT",73.2,"Cultura",6,157.2,83.9,33.95,100,600,"Regular","Carga regular","0%",1,600
"1823",2021,"P",11823,"F","MEX",80.5,"Cultura",6,165.9,77.7,28.23,100,600,"Regular","Carga regular","0%",1,600
"1824",2021,"P",11824,"M","MEX",81.5,"Ninguna",6,163.7,78.4,29.26,100,600,"Regular","Carga regular","0%",1,600
"1825",2021,"P",11825,"O","EXT",81.3,"Ninguna",6,161,78,30.09,100,600,"Regular","Carga regular","0%",1,600
"1826",2021,"U",11826,"F","MEX",87.6,"Deportiva",6,156.2,78.7,32.26,150,900,"Regular","Carga regular","40%",0.6,540
"1827",2021,"U",11827,"F","MEX",84.1,"Cultura",5,161.7,83.4,31.9,150,750,"Regular","Menor carga","0%",1,750
"1828",2021,"U",11828,"O","MEX",75.6,"Ninguna",6,161.4,75.4,28.94,150,900,"Regular","Carga regular","0%",1,900
"1829",2021,"U",11829,"F","MEX",78.9,"Cultura",6,163.8,74.5,27.77,150,900,"Regular","Carga regular","0%",1,900
"1830",2021,"P",11830,"F","MEX",86.2,"Ninguna",6,160.5,79.5,30.86,100,600,"Regular","Carga regular","0%",1,600
"1831",2021,"P",11831,"F","MEX",77.3,"Ninguna",7,158.5,71.5,28.46,100,700,"Regular","Sobrecarga","0%",1,700
"1832",2021,"U",11832,"M","EXT",81.6,"Ninguna",5,155.8,85.7,35.31,150,750,"Regular","Menor carga","0%",1,750
"1833",2021,"U",11833,"F","MEX",80.1,"Ninguna",6,158.2,70.4,28.13,150,900,"Regular","Carga regular","0%",1,900
"1834",2021,"U",11834,"F","EXT",74.6,"Cultura",6,161.6,80.9,30.98,150,900,"Regular","Carga regular","0%",1,900
"1835",2021,"P",11835,"O","MEX",90,"Ninguna",6,155.7,80.3,33.12,100,600,"Regular","Carga regular","0%",1,600
"1836",2021,"P",11836,"F","MEX",80.9,"Deportiva",6,159.5,78.8,30.97,100,600,"Regular","Carga regular","0%",1,600
"1837",2021,"P",11837,"F","MEX",82.7,"Ninguna",7,156.1,77.5,31.81,100,700,"Regular","Sobrecarga","0%",1,700
"1838",2021,"U",11838,"M","MEX",78.5,"Deportiva",6,158.9,77.9,30.85,150,900,"Regular","Carga regular","0%",1,900
"1839",2021,"U",11839,"M","MEX",84.1,"Ninguna",6,159,85.6,33.86,150,900,"Regular","Carga regular","0%",1,900
"1840",2021,"P",11840,"M","MEX",90.8,"Cultura",5,157.9,83.5,33.49,100,500,"Regular","Menor carga","50%",0.5,250
"1841",2021,"U",11841,"O","MEX",79.5,"Ninguna",6,164.5,75.5,27.9,150,900,"Regular","Carga regular","0%",1,900
"1842",2021,"P",11842,"F","EXT",70,"Cultura",6,161.7,85.9,32.85,100,600,"Regular","Carga regular","0%",1,600
"1843",2021,"P",11843,"F","MEX",74.5,"Ninguna",6,160.9,74.8,28.89,100,600,"Regular","Carga regular","0%",1,600
"1844",2021,"U",11844,"F","MEX",82.6,"Ninguna",6,159.6,77.7,30.5,150,900,"Regular","Carga regular","0%",1,900
"1845",2021,"U",11845,"M","MEX",83.9,"Ninguna",6,158,86.1,34.49,150,900,"Regular","Carga regular","0%",1,900
"1846",2021,"P",11846,"F","EXT",80.2,"Cultura",6,158.3,74.8,29.85,100,600,"Regular","Carga regular","0%",1,600
"1847",2021,"U",11847,"F","EXT",75.6,"Deportiva",5,158.1,86.9,34.77,150,750,"Regular","Menor carga","0%",1,750
"1848",2021,"P",11848,"M","MEX",72.5,"Ninguna",6,157.3,80.1,32.37,100,600,"Regular","Carga regular","0%",1,600
"1849",2021,"U",11849,"F","MEX",78.7,"Cultura",6,158.2,87,34.76,150,900,"Regular","Carga regular","0%",1,900
"1850",2021,"U",11850,"F","MEX",84,"Ninguna",7,159.2,88.6,34.96,150,1050,"Regular","Sobrecarga","0%",1,1050
"1851",2021,"U",11851,"F","MEX",85,"Deportiva",6,158.3,84.7,33.8,150,900,"Regular","Carga regular","40%",0.6,540
"1852",2021,"U",11852,"F","MEX",75.4,"Deportiva",6,159.6,75,29.44,150,900,"Regular","Carga regular","0%",1,900
"1853",2021,"U",11853,"O","MEX",81,"Ninguna",6,158.8,80.2,31.8,150,900,"Regular","Carga regular","0%",1,900
"1854",2021,"U",11854,"F","EXT",74.2,"Cultura",6,159,71.5,28.28,150,900,"Regular","Carga regular","0%",1,900
"1855",2021,"U",11855,"F","MEX",74.6,"Ninguna",5,157.4,86.2,34.79,150,750,"Regular","Menor carga","0%",1,750
"1856",2021,"U",11856,"O","MEX",81.3,"Ninguna",7,162.7,85.7,32.37,150,1050,"Regular","Sobrecarga","0%",1,1050
"1857",2021,"U",11857,"O","EXT",75.1,"Ninguna",6,161.5,78.6,30.14,150,900,"Regular","Carga regular","0%",1,900
"1858",2021,"U",11858,"M","EXT",75.6,"Cultura",6,159.2,80.2,31.64,150,900,"Regular","Carga regular","0%",1,900
"1859",2021,"U",11859,"M","MEX",89.4,"Cultura",6,159,82.9,32.79,150,900,"Regular","Carga regular","50%",0.5,450
"1860",2021,"U",11860,"O","MEX",83,"Ninguna",6,157.5,79.3,31.97,150,900,"Regular","Carga regular","0%",1,900
"1861",2021,"P",11861,"O","EXT",81.3,"Ninguna",6,159.3,76,29.95,100,600,"Regular","Carga regular","0%",1,600
"1862",2021,"U",11862,"M","EXT",89.1,"Cultura",5,160,83.6,32.66,150,750,"Regular","Menor carga","50%",0.5,375
"1863",2021,"P",11863,"O","MEX",78.5,"Deportiva",6,160.3,78.8,30.67,100,600,"Regular","Carga regular","0%",1,600
"1864",2021,"P",11864,"F","MEX",81.1,"Cultura",6,161,85.4,32.95,100,600,"Regular","Carga regular","0%",1,600
"1865",2021,"P",11865,"M","MEX",74.4,"Ninguna",6,159.3,87.9,34.64,100,600,"Regular","Carga regular","0%",1,600
"1866",2021,"P",11866,"F","MEX",81.8,"Cultura",6,163.9,75.4,28.07,100,600,"Regular","Carga regular","0%",1,600
"1867",2021,"U",11867,"M","MEX",74.4,"Deportiva",7,158.9,85.9,34.02,150,1050,"Regular","Sobrecarga","0%",1,1050
"1868",2021,"P",11868,"F","MEX",76.5,"Cultura",6,154.8,78.8,32.88,100,600,"Regular","Carga regular","0%",1,600
"1869",2021,"U",11869,"M","MEX",80.1,"Cultura",6,159.9,86.7,33.91,150,900,"Regular","Carga regular","0%",1,900
"1870",2021,"U",11870,"F","MEX",85.6,"Cultura",6,160.4,82.6,32.1,150,900,"Regular","Carga regular","50%",0.5,450
"1871",2021,"P",11871,"M","MEX",82.1,"Cultura",6,164,78.1,29.04,100,600,"Regular","Carga regular","0%",1,600
"1872",2021,"U",11872,"O","MEX",90.7,"Deportiva",6,160.6,87.1,33.77,150,900,"Regular","Carga regular","40%",0.6,540
"1873",2021,"U",11873,"O","MEX",82.7,"Ninguna",6,160.3,84.2,32.77,150,900,"Regular","Carga regular","0%",1,900
"1874",2021,"U",11874,"F","EXT",79.4,"Cultura",6,159.3,79.6,31.37,150,900,"Regular","Carga regular","0%",1,900
"1875",2021,"P",11875,"O","EXT",80.5,"Cultura",7,161.9,89,33.95,100,700,"Regular","Sobrecarga","0%",1,700
"1876",2021,"U",11876,"F","MEX",71,"Ninguna",6,155.7,82.8,34.15,150,900,"Regular","Carga regular","0%",1,900
"1877",2021,"U",11877,"O","MEX",71.4,"Cultura",5,159.9,80.8,31.6,150,750,"Regular","Menor carga","0%",1,750
"1878",2021,"U",11878,"F","MEX",89.3,"Deportiva",6,162.6,83.3,31.51,150,900,"Regular","Carga regular","40%",0.6,540
"1879",2021,"U",11879,"M","MEX",82.5,"Ninguna",6,163.7,74.5,27.8,150,900,"Regular","Carga regular","0%",1,900
"1880",2021,"P",11880,"F","MEX",70.9,"Cultura",7,161,79.7,30.75,100,700,"Regular","Sobrecarga","0%",1,700
"1881",2021,"P",11881,"F","MEX",72.8,"Ninguna",6,157.2,80.3,32.49,100,600,"Regular","Carga regular","0%",1,600
"1882",2021,"P",11882,"M","EXT",78.3,"Ninguna",6,158.4,76.1,30.33,100,600,"Regular","Carga regular","0%",1,600
"1883",2021,"U",11883,"O","MEX",86.9,"Ninguna",6,161.5,76.9,29.48,150,900,"Regular","Carga regular","0%",1,900
"1884",2021,"U",11884,"M","MEX",87.4,"Deportiva",6,161.3,86.4,33.21,150,900,"Regular","Carga regular","40%",0.6,540
"1885",2021,"P",11885,"M","EXT",80.6,"Ninguna",6,163.3,80.5,30.19,100,600,"Regular","Carga regular","0%",1,600
"1886",2021,"U",11886,"M","EXT",81.9,"Ninguna",6,163.9,82.7,30.79,150,900,"Regular","Carga regular","0%",1,900
"1887",2021,"U",11887,"O","EXT",78.5,"Cultura",6,158.6,76.4,30.37,150,900,"Regular","Carga regular","0%",1,900
"1888",2021,"U",11888,"M","MEX",75,"Ninguna",6,159.2,88.1,34.76,150,900,"Regular","Carga regular","0%",1,900
"1889",2021,"U",11889,"O","MEX",70.8,"Ninguna",6,162.1,86,32.73,150,900,"Regular","Carga regular","0%",1,900
"1890",2021,"U",11890,"M","MEX",87,"Cultura",5,158.8,76.9,30.49,150,750,"Regular","Menor carga","50%",0.5,375
"1891",2021,"U",11891,"F","MEX",81.5,"Ninguna",7,159.8,89,34.85,150,1050,"Regular","Sobrecarga","0%",1,1050
"1892",2021,"P",11892,"F","MEX",84.9,"Deportiva",6,161.1,84.3,32.48,100,600,"Regular","Carga regular","0%",1,600
"1893",2021,"U",11893,"O","EXT",74.5,"Deportiva",7,161.9,74.2,28.31,150,1050,"Regular","Sobrecarga","0%",1,1050
"1894",2021,"P",11894,"F","EXT",77.8,"Cultura",6,163.7,90.4,33.73,100,600,"Regular","Carga regular","0%",1,600
"1895",2021,"U",11895,"O","MEX",81.6,"Ninguna",5,159,77.6,30.69,150,750,"Regular","Menor carga","0%",1,750
"1896",2021,"U",11896,"M","MEX",75.7,"Deportiva",7,156.7,80.1,32.62,150,1050,"Regular","Sobrecarga","0%",1,1050
"1897",2021,"U",11897,"M","EXT",83.4,"Cultura",6,157.5,77.9,31.4,150,900,"Regular","Carga regular","0%",1,900
"1898",2021,"U",11898,"O","MEX",79,"Ninguna",6,159.7,82.7,32.43,150,900,"Regular","Carga regular","0%",1,900
"1899",2021,"P",11899,"M","EXT",83.9,"Ninguna",5,159.2,86.6,34.17,100,500,"Regular","Menor carga","0%",1,500
"1900",2021,"P",11900,"F","EXT",88.7,"Cultura",6,156.1,82.8,33.98,100,600,"Regular","Carga regular","50%",0.5,300
"1901",2021,"U",11901,"M","MEX",82.5,"Cultura",6,160,84.4,32.97,150,900,"Regular","Carga regular","0%",1,900
"1902",2021,"U",11902,"F","MEX",81.7,"Ninguna",7,159.2,92.3,36.42,150,1050,"Regular","Sobrecarga","0%",1,1050
"1903",2021,"U",11903,"O","MEX",82.6,"Deportiva",6,160.7,76.6,29.66,150,900,"Regular","Carga regular","0%",1,900
"1904",2021,"U",11904,"M","MEX",80.1,"Ninguna",6,158.6,81.3,32.32,150,900,"Regular","Carga regular","0%",1,900
"1905",2021,"U",11905,"F","MEX",69.9,"Deportiva",7,163,90.7,34.14,150,1050,"Bajo rendimiento","Sobrecarga","0%",1,1050
"1906",2021,"U",11906,"M","MEX",86.4,"Cultura",6,160.3,70.8,27.55,150,900,"Regular","Carga regular","50%",0.5,450
"1907",2021,"U",11907,"M","MEX",86.7,"Deportiva",6,156.8,84.6,34.41,150,900,"Regular","Carga regular","40%",0.6,540
"1908",2021,"P",11908,"M","EXT",84.1,"Ninguna",6,156.8,84.6,34.41,100,600,"Regular","Carga regular","0%",1,600
"1909",2021,"U",11909,"O","EXT",78.8,"Cultura",5,162.2,83.1,31.59,150,750,"Regular","Menor carga","0%",1,750
"1910",2021,"U",11910,"M","EXT",87.4,"Deportiva",6,163.1,78.2,29.4,150,900,"Regular","Carga regular","40%",0.6,540
"1911",2021,"U",11911,"O","EXT",80.3,"Cultura",5,157.7,81,32.57,150,750,"Regular","Menor carga","0%",1,750
"1912",2021,"P",11912,"F","MEX",77.6,"Ninguna",6,165.3,79.8,29.2,100,600,"Regular","Carga regular","0%",1,600
"1913",2021,"P",11913,"O","MEX",82.1,"Cultura",6,159.6,89.8,35.25,100,600,"Regular","Carga regular","0%",1,600
"1914",2021,"P",11914,"O","MEX",80.1,"Ninguna",5,161.8,81.1,30.98,100,500,"Regular","Menor carga","0%",1,500
"1915",2021,"P",11915,"F","MEX",77.1,"Cultura",6,159.6,82.3,32.31,100,600,"Regular","Carga regular","0%",1,600
"1916",2021,"P",11916,"F","MEX",76.9,"Cultura",6,158,81.1,32.49,100,600,"Regular","Carga regular","0%",1,600
"1917",2021,"U",11917,"O","MEX",85,"Ninguna",6,162,73.3,27.93,150,900,"Regular","Carga regular","0%",1,900
"1918",2021,"P",11918,"F","EXT",73.9,"Cultura",6,161.9,80,30.52,100,600,"Regular","Carga regular","0%",1,600
"1919",2021,"U",11919,"F","MEX",79.3,"Ninguna",7,160.3,84.6,32.92,150,1050,"Regular","Sobrecarga","0%",1,1050
"1920",2021,"P",11920,"M","MEX",77.9,"Cultura",6,162,84.3,32.12,100,600,"Regular","Carga regular","0%",1,600
"1921",2021,"P",11921,"F","MEX",82.2,"Cultura",6,165.5,86,31.4,100,600,"Regular","Carga regular","0%",1,600
"1922",2021,"U",11922,"F","MEX",77.6,"Cultura",6,160,82.2,32.11,150,900,"Regular","Carga regular","0%",1,900
"1923",2021,"U",11923,"F","MEX",71.8,"Ninguna",6,161,70.2,27.08,150,900,"Regular","Carga regular","0%",1,900
"1924",2021,"U",11924,"M","MEX",76.9,"Ninguna",6,161.6,76.2,29.18,150,900,"Regular","Carga regular","0%",1,900
"1925",2021,"U",11925,"F","EXT",92.6,"Ninguna",6,158.7,81.6,32.4,150,900,"Regular","Carga regular","0%",1,900
"1926",2021,"P",11926,"F","MEX",82.1,"Deportiva",6,159.7,82,32.15,100,600,"Regular","Carga regular","0%",1,600
"1927",2021,"U",11927,"M","EXT",81.4,"Ninguna",6,162.4,83.5,31.66,150,900,"Regular","Carga regular","0%",1,900
"1928",2021,"P",11928,"F","EXT",80.5,"Cultura",6,162.8,79.3,29.92,100,600,"Regular","Carga regular","0%",1,600
"1929",2021,"P",11929,"F","EXT",75,"Ninguna",6,156.9,81.7,33.19,100,600,"Regular","Carga regular","0%",1,600
"1930",2021,"P",11930,"O","MEX",76.2,"Deportiva",5,159.2,80,31.56,100,500,"Regular","Menor carga","0%",1,500
"1931",2021,"U",11931,"O","MEX",87.9,"Cultura",6,158.9,87.2,34.54,150,900,"Regular","Carga regular","50%",0.5,450
"1932",2021,"U",11932,"F","EXT",82.7,"Deportiva",6,162.5,94,35.6,150,900,"Regular","Carga regular","0%",1,900
"1933",2021,"U",11933,"O","MEX",86.8,"Cultura",6,159.9,87,34.03,150,900,"Regular","Carga regular","50%",0.5,450
"1934",2021,"U",11934,"M","EXT",73.4,"Ninguna",7,161.5,84.7,32.47,150,1050,"Regular","Sobrecarga","0%",1,1050
"1935",2021,"P",11935,"F","MEX",78.6,"Ninguna",6,161.6,76.5,29.29,100,600,"Regular","Carga regular","0%",1,600
"1936",2021,"U",11936,"F","EXT",82.6,"Deportiva",6,162.7,73,27.58,150,900,"Regular","Carga regular","0%",1,900
"1937",2021,"P",11937,"O","EXT",83.5,"Ninguna",6,156.2,82.6,33.85,100,600,"Regular","Carga regular","0%",1,600
"1938",2021,"P",11938,"F","MEX",77.4,"Deportiva",6,160.2,70.5,27.47,100,600,"Regular","Carga regular","0%",1,600
"1939",2021,"U",11939,"F","MEX",75.9,"Cultura",5,164.1,76.8,28.52,150,750,"Regular","Menor carga","0%",1,750
"1940",2021,"P",11940,"M","EXT",78.2,"Ninguna",6,158.1,78.2,31.29,100,600,"Regular","Carga regular","0%",1,600
"1941",2021,"U",11941,"M","MEX",85.8,"Cultura",6,158.1,74.9,29.97,150,900,"Regular","Carga regular","50%",0.5,450
"1942",2021,"P",11942,"M","EXT",90.1,"Cultura",6,161.3,80.7,31.02,100,600,"Regular","Carga regular","50%",0.5,300
"1943",2021,"U",11943,"F","MEX",79.5,"Cultura",6,158.5,70.2,27.94,150,900,"Regular","Carga regular","0%",1,900
"1944",2021,"U",11944,"F","MEX",85,"Cultura",6,162.3,84.3,32,150,900,"Regular","Carga regular","50%",0.5,450
"1945",2021,"U",11945,"O","MEX",74,"Ninguna",6,157.2,77.7,31.44,150,900,"Regular","Carga regular","0%",1,900
"1946",2021,"P",11946,"O","EXT",80.9,"Ninguna",6,158.6,76.7,30.49,100,600,"Regular","Carga regular","0%",1,600
"1947",2021,"P",11947,"O","EXT",68.6,"Ninguna",6,158.3,72.8,29.05,100,600,"Bajo rendimiento","Carga regular","0%",1,600
"1948",2021,"P",11948,"O","MEX",75.6,"Cultura",5,162.5,75.8,28.71,100,500,"Regular","Menor carga","0%",1,500
"1949",2021,"P",11949,"M","EXT",79.3,"Cultura",6,158.5,72.6,28.9,100,600,"Regular","Carga regular","0%",1,600
"1950",2021,"U",11950,"M","MEX",87.7,"Cultura",7,158.6,86.4,34.35,150,1050,"Regular","Sobrecarga","50%",0.5,525
"1951",2021,"P",11951,"F","MEX",81.7,"Ninguna",6,161.6,79.9,30.6,100,600,"Regular","Carga regular","0%",1,600
"1952",2021,"P",11952,"O","MEX",77.3,"Cultura",6,157.5,86.1,34.71,100,600,"Regular","Carga regular","0%",1,600
"1953",2021,"P",11953,"F","MEX",76,"Deportiva",6,161.3,85.8,32.98,100,600,"Regular","Carga regular","0%",1,600
