generacion,tipo,numero,genero,nacionalidad,promedio,actividad,materias,altura,peso
2020,U,10885,M,EXT,89.8,Ninguna,7,NA,NA
2020,P,10886,M,MEX,81.3,Cultura,6,NA,NA
2020,U,10887,M,MEX,79.9,Cultura,6,NA,NA
2020,P,10888,F,MEX,79.2,Ninguna,5,NA,NA
2020,U,10889,M,MEX,82.3,Ninguna,6,NA,NA
2020,P,10890,M,MEX,79.3,Cultura,6,NA,NA
2020,P,10891,M,MEX,79.9,Ninguna,6,NA,NA
2020,U,10892,M,MEX,71.5,Ninguna,7,NA,NA
2020,P,10893,F,EXT,89.4,Cultura,6,NA,NA
2020,U,10894,O,MEX,74.4,Cultura,6,NA,NA
2020,P,10895,F,EXT,85.9,Cultura,7,NA,NA
2020,U,10896,M,MEX,81,Ninguna,5,NA,NA
2020,U,10897,M,MEX,74.2,Cultura,7,NA,NA
2020,U,10898,F,EXT,79,Cultura,5,NA,NA
2020,U,10899,F,EXT,88.7,Ninguna,7,NA,NA
2020,U,10900,O,MEX,73.5,Cultura,7,NA,NA
2020,P,10901,F,MEX,82.4,Ninguna,7,NA,NA
2020,U,10902,M,MEX,81,Ninguna,6,NA,NA
2020,P,10903,M,MEX,79.4,Deportiva,6,NA,NA
2020,U,10904,M,MEX,79.6,Cultura,6,NA,NA
2020,U,10905,F,MEX,75.4,Ninguna,7,NA,NA
2020,P,10906,F,MEX,77.6,Ninguna,6,NA,NA
2020,U,10907,F,MEX,71.1,Deportiva,6,NA,NA
2020,U,10908,M,MEX,80.3,Ninguna,6,NA,NA
2020,P,10909,M,MEX,78.1,Cultura,7,NA,NA
2020,P,10910,F,MEX,84.3,Deportiva,7,NA,NA
2020,P,10911,F,MEX,82.4,Ninguna,6,NA,NA
2020,U,10912,F,MEX,83.1,Ninguna,5,NA,NA
2020,P,10913,M,MEX,75.6,Cultura,6,NA,NA
2020,U,10914,O,MEX,73.4,Ninguna,6,NA,NA
2020,U,10915,F,MEX,75.9,Deportiva,6,NA,NA
2020,U,10916,M,MEX,83.5,Ninguna,6,NA,NA
2020,U,10917,F,MEX,77.8,Ninguna,6,NA,NA
2020,U,10918,O,MEX,75,Cultura,7,NA,NA
2020,U,10919,M,MEX,78.5,Ninguna,6,NA,NA
2020,P,10920,F,EXT,84.9,Ninguna,6,NA,NA
2020,P,10921,F,EXT,74.9,Deportiva,6,NA,NA
2020,P,10922,F,MEX,79,Ninguna,6,NA,NA
2020,U,10923,O,MEX,78.3,Ninguna,6,NA,NA
2020,U,10924,F,EXT,82,Cultura,5,NA,NA
2020,U,10925,M,MEX,78.6,Ninguna,7,NA,NA
2020,U,10926,M,MEX,81.5,Ninguna,6,NA,NA
2020,U,10927,M,MEX,85.9,Ninguna,6,NA,NA
2020,P,10928,F,MEX,73.8,Ninguna,6,NA,NA
2020,P,10929,M,EXT,80.8,Deportiva,6,NA,NA
2020,U,10930,F,MEX,79.1,Cultura,6,NA,NA
2020,U,10931,O,MEX,93.3,Cultura,7,NA,NA
2020,U,10932,F,EXT,76,Cultura,7,NA,NA
2020,U,10933,F,MEX,83.4,Deportiva,7,NA,NA
2020,P,10934,F,MEX,75.8,Ninguna,6,NA,NA
2020,P,10935,M,MEX,81.1,Cultura,5,NA,NA
2020,U,10936,F,MEX,77.5,Cultura,6,NA,NA
2020,P,10937,M,EXT,76,Cultura,5,NA,NA
2020,P,10938,O,EXT,74.1,Ninguna,6,NA,NA
2020,P,10939,O,MEX,69.9,Ninguna,6,NA,NA
2020,U,10940,O,MEX,79.7,Ninguna,7,NA,NA
2020,U,10941,F,MEX,76.5,Cultura,6,NA,NA
2020,P,10942,M,MEX,74.2,Ninguna,6,NA,NA
2020,U,10943,F,MEX,75.3,Cultura,5,NA,NA
2020,P,10944,M,MEX,79.5,Ninguna,5,NA,NA
2020,U,10945,O,MEX,83.3,Ninguna,5,NA,NA
2020,U,10946,M,MEX,77.1,Ninguna,5,NA,NA
2020,P,10947,M,MEX,83.4,Ninguna,6,NA,NA
2020,P,10948,F,EXT,78.4,Cultura,5,NA,NA
2020,U,10949,O,EXT,78.9,Ninguna,5,NA,NA
2020,U,10950,F,MEX,72.3,Cultura,7,NA,NA
2020,U,10951,F,MEX,76.7,Cultura,5,NA,NA
2020,P,10952,O,MEX,79.4,Cultura,5,NA,NA
2020,U,10953,F,MEX,77.3,Cultura,5,NA,NA
2020,U,10954,F,MEX,81.8,Ninguna,5,NA,NA
2020,P,10955,F,MEX,79.3,Deportiva,7,NA,NA
2020,U,10956,M,MEX,84.4,Deportiva,6,NA,NA
2020,P,10957,F,EXT,73.6,Ninguna,6,NA,NA
2020,U,10958,M,MEX,71.7,Ninguna,6,NA,NA
2020,U,10959,M,EXT,76.8,Deportiva,6,NA,NA
2020,U,10960,M,MEX,76,Ninguna,7,NA,NA
2020,P,10961,M,MEX,74.1,Ninguna,6,NA,NA
2020,P,10962,F,MEX,75.5,Ninguna,7,NA,NA
2020,U,10963,F,EXT,67.8,Ninguna,5,NA,NA
2020,U,10964,M,EXT,87,Ninguna,6,NA,NA
2020,U,10965,F,MEX,81.7,Ninguna,6,NA,NA
2020,P,10966,O,EXT,83.1,Ninguna,6,NA,NA
2020,P,10967,M,MEX,87.2,Deportiva,7,NA,NA
2020,P,10968,M,MEX,83.3,Deportiva,6,NA,NA
2020,U,10969,F,MEX,78.6,Deportiva,6,NA,NA
2020,U,10970,F,MEX,77.5,Ninguna,5,NA,NA
2020,U,10971,F,MEX,77.5,Ninguna,5,NA,NA
2020,P,10972,F,MEX,84.7,Ninguna,7,NA,NA
2020,P,10973,M,MEX,92.9,Cultura,7,NA,NA
2020,P,10974,F,MEX,85.6,Ninguna,5,NA,NA
2020,U,10975,F,MEX,75.4,Ninguna,7,NA,NA
2020,U,10976,O,MEX,78.4,Ninguna,7,NA,NA
2020,P,10977,M,MEX,75.4,Ninguna,5,NA,NA
2020,P,10978,M,MEX,77.5,Deportiva,5,NA,NA
2020,P,10979,M,MEX,77.4,Ninguna,6,NA,NA
2020,P,10980,M,MEX,77.1,Cultura,7,NA,NA
2020,U,10981,F,EXT,79.9,Ninguna,5,NA,NA
2020,P,10982,M,EXT,84.9,Deportiva,5,NA,NA
2020,U,10983,M,MEX,71.8,Deportiva,7,NA,NA
2020,U,10984,M,EXT,78.4,Deportiva,7,NA,NA
2020,U,10985,F,MEX,81.2,Ninguna,6,NA,NA
2020,U,10986,M,MEX,76.2,Cultura,5,NA,NA
2020,P,10987,O,MEX,75.3,Ninguna,6,NA,NA
2020,U,10988,M,MEX,78.9,Ninguna,5,NA,NA
2020,P,10989,F,MEX,83.5,Ninguna,6,NA,NA
2020,U,10990,M,MEX,73.3,Cultura,6,NA,NA
2020,U,10991,F,MEX,87.4,Cultura,6,NA,NA
2020,U,10992,M,EXT,76.2,Ninguna,6,NA,NA
2020,P,10993,F,MEX,77.1,Deportiva,7,NA,NA
2020,U,10994,F,MEX,77.9,Cultura,6,NA,NA
2020,U,10995,F,MEX,77,Deportiva,6,NA,NA
2020,U,10996,F,MEX,73.3,Ninguna,5,NA,NA
2020,P,10997,M,MEX,63.1,Ninguna,5,NA,NA
2020,U,10998,M,MEX,81.8,Ninguna,5,NA,NA
2020,U,10999,M,MEX,81.3,Ninguna,5,NA,NA
2020,U,11000,F,MEX,80.3,Deportiva,5,NA,NA
2020,P,11001,M,MEX,79.6,Cultura,5,NA,NA
2020,U,11002,M,MEX,77.7,Ninguna,6,NA,NA
2020,U,11003,M,MEX,76.8,Deportiva,6,NA,NA
2020,U,11004,M,MEX,84.5,Ninguna,7,NA,NA
2020,P,11005,F,MEX,74.2,Cultura,6,NA,NA
2020,U,11006,F,MEX,82.9,Ninguna,7,NA,NA
2020,P,11007,O,MEX,78.1,Ninguna,7,NA,NA
2020,U,11008,F,MEX,75.4,Ninguna,7,NA,NA
2020,U,11009,O,MEX,79.2,Cultura,7,NA,NA
2020,P,11010,O,EXT,77.9,Ninguna,7,NA,NA
2020,U,11011,M,MEX,82.8,Deportiva,6,NA,NA
2020,P,11012,F,EXT,88.5,Deportiva,5,NA,NA
2020,U,11013,F,MEX,80.7,Cultura,6,NA,NA
2020,P,11014,M,MEX,78.9,Ninguna,7,NA,NA
2020,U,11015,O,MEX,85.6,Cultura,7,NA,NA
2020,P,11016,F,MEX,90.8,Cultura,6,NA,NA
2020,U,11017,F,EXT,81.3,Deportiva,6,NA,NA
2020,U,11018,F,MEX,83.2,Deportiva,6,NA,NA
2020,U,11019,O,EXT,77.3,Cultura,6,NA,NA
2020,U,11020,O,MEX,77,Deportiva,6,NA,NA
2020,P,11021,M,MEX,72.6,Cultura,7,NA,NA
2020,U,11022,M,EXT,84.4,Ninguna,6,NA,NA
2020,U,11023,M,MEX,87.8,Cultura,6,NA,NA
2020,U,11024,M,EXT,82.3,Ninguna,5,NA,NA
2020,P,11025,M,EXT,72.6,Deportiva,5,NA,NA
2020,U,11026,F,EXT,79.2,Deportiva,5,NA,NA
2020,U,11027,M,MEX,76.6,Ninguna,7,NA,NA
2020,U,11028,F,EXT,78.3,Cultura,7,NA,NA
2020,U,11029,O,EXT,81.4,Cultura,5,NA,NA
2020,U,11030,F,EXT,85.6,Ninguna,6,NA,NA
2020,P,11031,F,MEX,77.7,Ninguna,5,NA,NA
2020,U,11032,M,EXT,78.8,Cultura,7,NA,NA
2020,U,11033,M,MEX,78.2,Ninguna,6,NA,NA
2020,U,11034,M,MEX,77.4,Ninguna,7,NA,NA
2020,U,11035,O,EXT,88.8,Cultura,6,NA,NA
2020,U,11036,M,MEX,78.3,Ninguna,6,NA,NA
2020,P,11037,M,MEX,75.1,Ninguna,5,NA,NA
2020,P,11038,F,MEX,80.9,Deportiva,6,NA,NA
2020,U,11039,F,MEX,78.8,Deportiva,6,NA,NA
2020,P,11040,F,MEX,79.1,Cultura,5,NA,NA
2020,U,11041,F,MEX,82.6,Ninguna,6,NA,NA
2020,P,11042,M,MEX,79.4,Ninguna,5,NA,NA
2020,U,11043,F,EXT,95.5,Ninguna,6,NA,NA
2020,U,11044,F,MEX,78.4,Ninguna,7,NA,NA
2020,U,11045,F,EXT,85.1,Ninguna,6,NA,NA
2020,U,11046,M,MEX,78.4,Ninguna,6,NA,NA
2020,P,11047,M,MEX,87.4,Deportiva,5,NA,NA
2020,U,11048,M,EXT,84.1,Cultura,5,NA,NA
2020,U,11049,M,MEX,68.9,Ninguna,6,NA,NA
2020,P,11050,F,MEX,68.2,Ninguna,5,NA,NA
2020,U,11051,F,MEX,85.1,Cultura,5,NA,NA
2020,P,11052,F,MEX,83.7,Ninguna,7,NA,NA
2020,U,11053,M,MEX,79.5,Ninguna,6,NA,NA
2020,U,11054,F,MEX,75.2,Cultura,5,NA,NA
2020,P,11055,M,EXT,72.1,Ninguna,6,NA,NA
2020,U,11056,F,MEX,76.4,Ninguna,7,NA,NA
2020,P,11057,F,EXT,85.2,Ninguna,7,NA,NA
2020,U,11058,M,MEX,74.8,Ninguna,5,NA,NA
2020,U,11059,F,MEX,82.3,Cultura,6,NA,NA
2020,U,11060,M,MEX,84,Cultura,6,NA,NA
2020,P,11061,F,MEX,77.6,Ninguna,6,NA,NA
2020,P,11062,M,MEX,78.4,Ninguna,6,NA,NA
2020,U,11063,M,MEX,78,Ninguna,7,NA,NA
2020,P,11064,F,MEX,84.7,Ninguna,5,NA,NA
2020,U,11065,M,MEX,71,Deportiva,6,NA,NA
2020,U,11066,M,EXT,79.3,Cultura,7,NA,NA
2020,P,11067,F,MEX,78.8,Ninguna,6,NA,NA
2020,U,11068,M,MEX,73,Ninguna,7,NA,NA
2020,U,11069,O,MEX,82.7,Cultura,6,NA,NA
2020,U,11070,F,MEX,82.8,Ninguna,6,NA,NA
2020,U,11071,F,EXT,71.5,Cultura,6,NA,NA
2020,U,11072,M,MEX,80.1,Deportiva,5,NA,NA
2020,U,11073,O,EXT,74.4,Ninguna,6,NA,NA
2020,U,11074,F,MEX,80.3,Deportiva,6,NA,NA
2020,U,11075,F,MEX,83.3,Cultura,7,NA,NA
2020,U,11076,F,MEX,80.5,Ninguna,7,NA,NA
2020,P,11077,F,MEX,77.5,Ninguna,5,NA,NA
2020,U,11078,M,MEX,80.5,Ninguna,6,NA,NA
2020,U,11079,M,EXT,83.9,Ninguna,6,NA,NA
2020,U,11080,F,MEX,77.3,Deportiva,5,NA,NA
2020,U,11081,M,MEX,82.5,Cultura,6,NA,NA
2020,U,11082,F,MEX,81.7,Deportiva,7,NA,NA
2020,P,11083,M,MEX,78.7,Cultura,6,NA,NA
2020,U,11084,M,EXT,87.4,Ninguna,7,NA,NA
2020,P,11085,F,EXT,79.2,Cultura,5,NA,NA
2020,U,11086,M,MEX,85,Ninguna,6,NA,NA
2020,U,11087,F,MEX,80.3,Deportiva,6,NA,NA
2020,P,11088,F,MEX,79.7,Ninguna,5,NA,NA
2020,P,11089,M,MEX,83.6,Deportiva,6,NA,NA
2020,U,11090,M,MEX,78.1,Cultura,7,NA,NA
2020,U,11091,M,MEX,76.3,Ninguna,6,NA,NA
2020,P,11092,M,EXT,73.9,Ninguna,6,NA,NA
2020,P,11093,F,MEX,85.2,Cultura,6,NA,NA
2020,U,11094,M,MEX,85.8,Cultura,7,NA,NA
2020,P,11095,M,MEX,76.8,Ninguna,5,NA,NA
2020,U,11096,M,MEX,81.7,Ninguna,6,NA,NA
2020,U,11097,F,EXT,76.2,Deportiva,5,NA,NA
2020,P,11098,O,MEX,84.3,Cultura,7,NA,NA
2020,U,11099,M,MEX,77.6,Ninguna,6,NA,NA
2020,U,11100,F,MEX,79.2,Ninguna,7,NA,NA
2020,U,11101,F,MEX,73.9,Ninguna,7,NA,NA
2020,U,11102,F,MEX,87.3,Ninguna,6,NA,NA
2020,U,11103,M,MEX,87.7,Ninguna,5,NA,NA
2020,U,11104,M,MEX,78.2,Ninguna,7,NA,NA
2020,U,11105,F,MEX,82.8,Ninguna,6,NA,NA
2020,U,11106,M,MEX,82.2,Cultura,5,NA,NA
2020,U,11107,F,MEX,84.6,Ninguna,7,NA,NA
2020,U,11108,M,MEX,81.5,Cultura,6,NA,NA
2020,P,11109,F,EXT,84.1,Ninguna,6,NA,NA
2020,U,11110,F,MEX,82.9,Ninguna,5,NA,NA
2020,U,11111,O,MEX,82.1,Ninguna,5,NA,NA
2020,P,11112,O,MEX,83.2,Cultura,6,NA,NA
2020,U,11113,O,MEX,73.8,Cultura,6,NA,NA
2020,U,11114,F,MEX,84.5,Deportiva,5,NA,NA
2020,P,11115,O,EXT,83.4,Cultura,7,NA,NA
2020,U,11116,M,MEX,81,Ninguna,6,NA,NA
2020,U,11117,F,MEX,77.4,Ninguna,6,NA,NA
2020,U,11118,O,MEX,80.4,Cultura,6,NA,NA
2020,P,11119,M,MEX,79.6,Ninguna,7,NA,NA
2020,P,11120,F,EXT,88,Cultura,6,NA,NA
2020,U,11121,F,MEX,75.7,Cultura,6,NA,NA
2020,U,11122,F,MEX,87,Cultura,7,NA,NA
2020,U,11123,M,MEX,88,Ninguna,6,NA,NA
2020,U,11124,M,MEX,85.3,Deportiva,6,NA,NA
2020,U,11125,F,MEX,83.2,Ninguna,6,NA,NA
2020,U,11126,F,MEX,71.5,Ninguna,6,NA,NA
2020,P,11127,M,MEX,85,Cultura,6,NA,NA
2020,U,11128,M,MEX,80.4,Deportiva,7,NA,NA
2020,U,11129,M,MEX,88.2,Deportiva,6,NA,NA
2020,U,11130,M,MEX,77.3,Deportiva,6,NA,NA
2020,P,11131,M,MEX,84.6,Deportiva,5,NA,NA
2020,P,11132,F,MEX,77.9,Deportiva,6,NA,NA
2020,P,11133,M,MEX,75.3,Cultura,6,NA,NA
2020,P,11134,F,MEX,82.1,Cultura,6,NA,NA
2020,P,11135,M,EXT,84.4,Ninguna,6,NA,NA
2020,U,11136,F,MEX,73.4,Ninguna,6,NA,NA
2020,P,11137,F,MEX,75.1,Ninguna,7,NA,NA
2020,P,11138,F,MEX,88.3,Ninguna,5,NA,NA
2020,P,11139,F,MEX,77.8,Deportiva,5,NA,NA
2020,P,11140,F,MEX,85,Deportiva,6,NA,NA
2020,U,11141,M,MEX,79.4,Ninguna,7,NA,NA
2020,P,11142,F,MEX,78.4,Cultura,5,NA,NA
2020,P,11143,M,MEX,90.3,Ninguna,6,NA,NA
2020,U,11144,M,EXT,84.6,Ninguna,7,NA,NA
2020,P,11145,F,MEX,80.9,Ninguna,6,NA,NA
2020,U,11146,O,MEX,77.5,Ninguna,7,NA,NA
2020,P,11147,F,EXT,90,Cultura,5,NA,NA
2020,U,11148,M,MEX,77.3,Cultura,5,NA,NA
2020,U,11149,M,EXT,78.4,Cultura,7,NA,NA
2020,P,11150,M,MEX,84,Cultura,5,NA,NA
2020,P,11151,M,MEX,80.6,Ninguna,5,NA,NA
2020,P,11152,F,EXT,81.1,Cultura,6,NA,NA
2020,U,11153,F,MEX,90.3,Ninguna,6,NA,NA
2020,P,11154,M,MEX,76.1,Ninguna,6,NA,NA
2020,U,11155,F,EXT,73.9,Deportiva,5,NA,NA
2020,P,11156,F,MEX,79.4,Ninguna,6,NA,NA
2020,U,11157,M,MEX,86.2,Deportiva,6,NA,NA
2020,P,11158,M,MEX,77.1,Deportiva,6,NA,NA
2020,P,11159,F,MEX,85,Ninguna,6,NA,NA
2020,U,11160,O,MEX,72.4,Ninguna,5,NA,NA
2020,U,11161,M,EXT,77.4,Ninguna,7,NA,NA
2020,U,11162,M,EXT,91.2,Cultura,7,NA,NA
2020,U,11163,M,MEX,70.3,Cultura,7,NA,NA
2020,U,11164,F,MEX,77.8,Ninguna,6,NA,NA
2020,U,11165,F,MEX,84.3,Cultura,5,NA,NA
2020,P,11166,F,MEX,84,Ninguna,7,NA,NA
2020,U,11167,F,EXT,77.6,Deportiva,7,NA,NA
2020,U,11168,F,EXT,70.7,Cultura,5,NA,NA
2020,U,11169,F,EXT,91.8,Ninguna,5,NA,NA
2020,U,11170,M,MEX,74.6,Ninguna,7,NA,NA
2020,P,11171,F,MEX,86.6,Ninguna,6,NA,NA
2020,P,11172,M,EXT,84.4,Cultura,7,NA,NA
2020,U,11173,F,MEX,81.5,Ninguna,7,NA,NA
2020,U,11174,F,MEX,73.8,Cultura,6,NA,NA
2020,U,11175,M,MEX,87.5,Cultura,6,NA,NA
2020,U,11176,M,MEX,80.9,Cultura,6,NA,NA
2020,P,11177,M,MEX,75.8,Cultura,6,NA,NA
2020,U,11178,M,MEX,79.6,Deportiva,5,NA,NA
2020,U,11179,M,MEX,82.9,Deportiva,5,NA,NA
2020,P,11180,F,MEX,85.6,Ninguna,6,NA,NA
2020,P,11181,M,MEX,70.6,Cultura,6,NA,NA
2020,U,11182,M,MEX,77.4,Deportiva,6,NA,NA
2020,P,11183,M,MEX,83.4,Ninguna,6,NA,NA
2020,P,11184,F,MEX,80.9,Cultura,7,NA,NA
2020,U,11185,F,MEX,78.4,Cultura,6,NA,NA
2020,U,11186,M,EXT,73.7,Ninguna,6,NA,NA
2020,U,11187,M,MEX,79.4,Ninguna,6,NA,NA
2020,U,11188,F,MEX,90.5,Ninguna,5,NA,NA
2020,U,11189,F,MEX,86.6,Ninguna,6,NA,NA
2020,P,11190,F,MEX,88.1,Ninguna,5,NA,NA
2020,P,11191,F,MEX,76.6,Deportiva,5,NA,NA
2020,P,11192,O,MEX,77.2,Cultura,6,NA,NA
2020,P,11193,F,MEX,80.8,Ninguna,6,NA,NA
2020,P,11194,F,MEX,79.5,Cultura,6,NA,NA
2020,P,11195,M,EXT,82.1,Cultura,7,NA,NA
2020,P,11196,F,MEX,84.2,Deportiva,6,NA,NA
2020,U,11197,M,MEX,84.7,Ninguna,5,NA,NA
2020,U,11198,O,MEX,80,Ninguna,5,NA,NA
2020,P,11199,M,MEX,83.3,Deportiva,5,NA,NA
2020,P,11200,F,MEX,83.8,Cultura,6,NA,NA
2020,U,11201,F,MEX,74.9,Deportiva,6,NA,NA
2020,U,11202,F,MEX,82.1,Cultura,6,NA,NA
2020,U,11203,M,EXT,75,Ninguna,5,NA,NA
2020,P,11204,F,EXT,75.8,Deportiva,5,NA,NA
2020,U,11205,M,MEX,86.6,Ninguna,6,NA,NA
2020,P,11206,O,MEX,84.3,Ninguna,5,NA,NA
2020,U,11207,F,MEX,71.9,Cultura,7,NA,NA
2020,P,11208,F,EXT,76.2,Ninguna,5,NA,NA
2020,P,11209,M,MEX,84.9,Ninguna,6,NA,NA
2020,P,11210,M,EXT,77.5,Cultura,6,NA,NA
2020,P,11211,F,MEX,78.3,Cultura,6,NA,NA
2020,U,11212,O,MEX,78.7,Deportiva,6,NA,NA
2020,P,11213,F,EXT,78.3,Deportiva,6,NA,NA
2020,P,11214,M,MEX,72.9,Deportiva,6,NA,NA
2020,P,11215,F,MEX,89.2,Ninguna,6,NA,NA
2020,U,11216,M,MEX,70.7,Ninguna,6,NA,NA
2020,U,11217,M,MEX,88.5,Ninguna,6,NA,NA
2020,U,11218,F,MEX,84.7,Ninguna,6,NA,NA
2020,U,11219,F,MEX,84.6,Cultura,7,NA,NA
2020,P,11220,M,MEX,73.6,Cultura,6,NA,NA
2020,U,11221,M,MEX,84.8,Ninguna,5,NA,NA
2020,U,11222,F,MEX,82.3,Deportiva,6,NA,NA
2020,P,11223,M,MEX,80.8,Ninguna,6,NA,NA
2020,U,11224,M,MEX,71,Ninguna,7,NA,NA
2020,U,11225,M,MEX,76.3,Cultura,6,NA,NA
2020,U,11226,F,MEX,73.4,Ninguna,6,NA,NA
2020,U,11227,F,MEX,79.1,Cultura,7,NA,NA
2020,U,11228,F,EXT,81.8,Ninguna,5,NA,NA
2020,U,11229,F,MEX,83.3,Cultura,6,NA,NA
2020,U,11230,F,MEX,82.7,Ninguna,5,NA,NA
2020,P,11231,M,MEX,83.1,Ninguna,6,NA,NA
2020,P,11232,M,MEX,77.2,Ninguna,6,NA,NA
2020,U,11233,F,MEX,85,Deportiva,6,NA,NA
2020,U,11234,F,MEX,88.7,Ninguna,7,NA,NA
2020,U,11235,F,MEX,82.1,Deportiva,7,NA,NA
2020,U,11236,M,MEX,81.1,Ninguna,7,NA,NA
2020,P,11237,M,EXT,75,Deportiva,6,NA,NA
2020,U,11238,M,EXT,76.1,Ninguna,6,NA,NA
2020,U,11239,M,EXT,71.8,Ninguna,6,NA,NA
2020,P,11240,O,MEX,71.4,Cultura,5,NA,NA
2020,U,11241,F,MEX,73.5,Ninguna,6,NA,NA
2020,U,11242,F,EXT,79.6,Cultura,6,NA,NA
2020,P,11243,F,MEX,80,Ninguna,7,NA,NA
2020,U,11244,F,EXT,77.6,Cultura,6,NA,NA
2020,U,11245,F,MEX,82.6,Deportiva,5,NA,NA
2020,U,11246,F,MEX,85.2,Cultura,6,NA,NA
2020,P,11247,M,EXT,80.5,Deportiva,7,NA,NA
2020,U,11248,F,MEX,75.2,Ninguna,7,NA,NA
2020,U,11249,M,MEX,69.5,Ninguna,7,NA,NA
2020,U,11250,M,MEX,77.1,Deportiva,6,NA,NA
2020,P,11251,F,MEX,83.9,Deportiva,6,NA,NA
2020,U,11252,F,MEX,72.6,Cultura,6,NA,NA
2020,U,11253,M,MEX,78.3,Ninguna,6,NA,NA
2020,P,11254,M,MEX,83.1,Ninguna,7,NA,NA
2020,P,11255,M,EXT,80.6,Deportiva,6,NA,NA
2020,U,11256,F,EXT,74.3,Cultura,5,NA,NA
2020,P,11257,F,MEX,75.3,Deportiva,5,NA,NA
2020,U,11258,O,MEX,76.4,Deportiva,6,NA,NA
2020,P,11259,M,EXT,82.1,Cultura,5,NA,NA
2020,U,11260,F,MEX,77.4,Cultura,5,NA,NA
2020,P,11261,F,EXT,76.3,Ninguna,7,NA,NA
2020,P,11262,F,MEX,82.9,Ninguna,6,NA,NA
2020,U,11263,F,MEX,78.2,Ninguna,6,NA,NA
2020,U,11264,F,MEX,82.4,Ninguna,7,NA,NA
2020,P,11265,F,MEX,75.2,Ninguna,6,NA,NA
2020,U,11266,F,EXT,88.4,Ninguna,7,NA,NA
2020,U,11267,M,MEX,90.4,Ninguna,6,NA,NA
2020,U,11268,M,MEX,77.9,Ninguna,6,NA,NA
2020,P,11269,O,MEX,80.9,Deportiva,6,NA,NA
2020,P,11270,F,EXT,71.9,Cultura,7,NA,NA
2020,P,11271,O,EXT,71.4,Cultura,7,NA,NA
2020,U,11272,F,MEX,77.2,Cultura,6,NA,NA
2020,U,11273,F,EXT,81,Deportiva,6,NA,NA
2020,U,11274,M,MEX,86.7,Deportiva,5,NA,NA
2020,U,11275,F,EXT,85.9,Deportiva,7,NA,NA
2020,P,11276,O,MEX,71.7,Ninguna,6,NA,NA
2020,U,11277,M,MEX,76,Ninguna,5,NA,NA
2020,U,11278,F,MEX,82.7,Ninguna,5,NA,NA
2020,U,11279,M,MEX,79.7,Ninguna,5,NA,NA
2020,P,11280,M,MEX,86.1,Cultura,6,NA,NA
2020,P,11281,F,EXT,79.5,Ninguna,6,NA,NA
2020,U,11282,M,EXT,79.6,Ninguna,7,NA,NA
2020,U,11283,M,EXT,82.8,Deportiva,6,NA,NA
2020,P,11284,M,MEX,86.5,Ninguna,7,NA,NA
2020,U,11285,M,MEX,83.6,Ninguna,7,NA,NA
2020,P,11286,M,MEX,82.4,Ninguna,6,NA,NA
2020,P,11287,M,MEX,79.2,Deportiva,5,NA,NA
2020,U,11288,F,MEX,75.1,Cultura,7,NA,NA
2020,P,11289,F,MEX,83.6,Ninguna,5,NA,NA
2020,U,11290,F,MEX,73,Ninguna,7,NA,NA
2020,P,11291,F,MEX,72.2,Deportiva,6,NA,NA
2020,P,11292,F,MEX,86.8,Ninguna,7,NA,NA
2020,U,11293,F,MEX,84.7,Deportiva,6,NA,NA
2020,P,11294,F,MEX,78.1,Ninguna,6,NA,NA
2020,P,11295,F,MEX,85.1,Cultura,6,NA,NA
2020,P,11296,M,MEX,71.3,Ninguna,5,NA,NA
2020,U,11297,F,MEX,76.7,Ninguna,6,NA,NA
2020,U,11298,M,EXT,87,Ninguna,6,NA,NA
2020,U,11299,M,EXT,74.2,Deportiva,6,NA,NA
2020,P,11300,F,MEX,79.6,Ninguna,5,NA,NA
2020,U,11301,M,MEX,82.4,Deportiva,6,NA,NA
2020,P,11302,F,EXT,84.5,Ninguna,5,NA,NA
2020,U,11303,M,EXT,75.3,Cultura,6,NA,NA
2020,U,11304,M,MEX,83.1,Ninguna,6,NA,NA
2020,P,11305,O,MEX,87.4,Cultura,5,NA,NA
2020,U,11306,O,EXT,78.8,Ninguna,5,NA,NA
2020,P,11307,M,MEX,81.5,Ninguna,6,NA,NA
2020,U,11308,M,MEX,83,Ninguna,6,NA,NA
2020,U,11309,F,MEX,80.2,Deportiva,6,NA,NA
2020,U,11310,F,MEX,85.4,Ninguna,7,NA,NA
2020,U,11311,M,EXT,79.1,Deportiva,5,NA,NA
2020,U,11312,F,EXT,86,Deportiva,6,NA,NA
2020,U,11313,F,MEX,77,Ninguna,7,NA,NA
2020,P,11314,F,MEX,83.2,Ninguna,6,NA,NA
2020,U,11315,M,MEX,82.4,Ninguna,7,NA,NA
2020,P,11316,M,MEX,75.3,Cultura,5,NA,NA
2020,P,11317,F,MEX,83.7,Cultura,6,NA,NA
2020,U,11318,O,MEX,75,Ninguna,6,NA,NA
2020,U,11319,F,MEX,84.6,Deportiva,7,NA,NA
2020,U,11320,F,MEX,75.8,Cultura,6,NA,NA
2020,P,11321,O,EXT,76.3,Ninguna,6,NA,NA
2020,U,11322,M,MEX,73.1,Ninguna,6,NA,NA
2020,U,11323,M,MEX,73.1,Ninguna,7,NA,NA
2020,U,11324,M,MEX,78.6,Cultura,5,NA,NA
2020,U,11325,F,MEX,80.4,Ninguna,5,NA,NA
2020,P,11326,M,MEX,84.4,Cultura,5,NA,NA
