"tipo","numero","genero","nacionalidad","promedio","actividad"
"P",12643,"F","EXT",80.9,"Ninguna"
"P",12644,"F","MEX",74.7,"Ninguna"
"U",12645,"M","MEX",73.8,"Deportiva"
"U",12646,"F","MEX",83,"Deportiva"
"U",12647,"M","MEX",85.8,"Cultura"
"P",12648,"O","EXT",71.3,"Ninguna"
"U",12649,"F","EXT",79.3,"Ninguna"
"P",12650,"M","MEX",80.4,"Cultura"
"U",12651,"O","MEX",75.9,"Deportiva"
"P",12652,"M","MEX",79.6,"Ninguna"
"U",12653,"F","EXT",85.9,"Ninguna"
"U",12654,"O","MEX",72,"Cultura"
"P",12655,"M","MEX",77,"Deportiva"
"U",12656,"M","MEX",76.4,"Ninguna"
"U",12657,"F","MEX",74.4,"Deportiva"
"P",12658,"M","MEX",88,"Deportiva"
"P",12659,"F","EXT",79,"Deportiva"
"U",12660,"F","MEX",76.9,"Cultura"
"P",12661,"F","MEX",71.8,"Ninguna"
"P",12662,"F","EXT",82.4,"Deportiva"
"U",12663,"M","MEX",82.1,"Ninguna"
"U",12664,"O","EXT",75.5,"Deportiva"
"U",12665,"M","MEX",81.1,"Ninguna"
"U",12666,"O","EXT",78.9,"Cultura"
"P",12667,"F","MEX",76.3,"Cultura"
"P",12668,"F","MEX",75.2,"Cultura"
"U",12669,"F","MEX",82.1,"Ninguna"
"U",12670,"M","MEX",75.8,"Ninguna"
"U",12671,"F","MEX",81.6,"Ninguna"
"U",12672,"F","MEX",85.3,"Deportiva"
"U",12673,"F","MEX",76.2,"Deportiva"
"U",12674,"O","MEX",86.5,"Cultura"
"U",12675,"F","MEX",73.9,"Ninguna"
"U",12676,"F","MEX",82.1,"Cultura"
"P",12677,"F","EXT",80.7,"Cultura"
"U",12678,"F","MEX",80.8,"Cultura"
"U",12679,"F","MEX",74.1,"Deportiva"
"U",12680,"F","MEX",79.7,"Deportiva"
"U",12681,"F","EXT",82.5,"Deportiva"
"U",12682,"O","EXT",80.1,"Deportiva"
"U",12683,"O","MEX",84.9,"Deportiva"
"U",12684,"O","MEX",84.8,"Ninguna"
"P",12685,"M","EXT",80.2,"Ninguna"
"U",12686,"F","EXT",75.2,"Cultura"
"P",12687,"M","MEX",79.8,"Deportiva"
"P",12688,"F","MEX",81.3,"Deportiva"
"P",12689,"F","EXT",79.7,"Deportiva"
"P",12690,"M","MEX",79.5,"Ninguna"
"U",12691,"F","MEX",82.8,"Cultura"
"P",12692,"F","MEX",73.2,"Cultura"
"U",12693,"F","MEX",73,"Ninguna"
"P",12694,"F","EXT",76.4,"Ninguna"
"U",12695,"F","MEX",80.7,"Deportiva"
"P",12696,"M","MEX",76.3,"Ninguna"
"U",12697,"F","MEX",83.7,"Deportiva"
"U",12698,"F","MEX",77.8,"Ninguna"
"U",12699,"F","MEX",86.2,"Deportiva"
"U",12700,"M","EXT",78,"Deportiva"
"P",12701,"O","EXT",82.5,"Ninguna"
"U",12702,"O","MEX",81.8,"Ninguna"
"U",12703,"M","MEX",80.1,"Cultura"
"P",12704,"F","MEX",78.7,"Deportiva"
"U",12705,"M","MEX",76.9,"Deportiva"
"U",12706,"M","EXT",80.5,"Ninguna"
"U",12707,"F","MEX",88.1,"Ninguna"
"U",12708,"M","MEX",77.5,"Ninguna"
"U",12709,"O","EXT",82.6,"Ninguna"
"U",12710,"F","MEX",85.7,"Deportiva"
"U",12711,"O","EXT",80.2,"Cultura"
"U",12712,"O","MEX",80.4,"Ninguna"
"U",12713,"F","MEX",80.2,"Ninguna"
"U",12714,"F","MEX",76.7,"Ninguna"
"U",12715,"F","EXT",84.8,"Ninguna"
"U",12716,"O","MEX",76.9,"Deportiva"
"U",12717,"M","MEX",74.3,"Deportiva"
"U",12718,"M","MEX",70.9,"Ninguna"
"P",12719,"M","MEX",87.7,"Ninguna"
"P",12720,"F","MEX",86.1,"Deportiva"
"U",12721,"M","MEX",78.5,"Cultura"
"U",12722,"M","MEX",87.1,"Cultura"
"U",12723,"O","MEX",80.6,"Deportiva"
"P",12724,"F","MEX",83.6,"Deportiva"
"U",12725,"O","MEX",84.8,"Cultura"
"P",12726,"F","MEX",84.1,"Ninguna"
"U",12727,"M","MEX",90.3,"Ninguna"
"U",12728,"O","MEX",80.6,"Deportiva"
"P",12729,"O","MEX",73.9,"Ninguna"
"P",12730,"M","EXT",77.9,"Ninguna"
"U",12731,"O","MEX",81.1,"Ninguna"
"U",12732,"F","MEX",71.5,"Cultura"
"U",12733,"F","EXT",79.4,"Deportiva"
"U",12734,"O","EXT",85.1,"Deportiva"
"U",12735,"F","MEX",71.7,"Ninguna"
"P",12736,"F","MEX",89.6,"Deportiva"
"U",12737,"F","MEX",76.6,"Cultura"
"P",12738,"F","MEX",85.5,"Ninguna"
"P",12739,"F","MEX",82.3,"Ninguna"
"P",12740,"F","MEX",85.1,"Cultura"
"U",12741,"M","EXT",88,"Cultura"
"P",12742,"O","MEX",82.5,"Ninguna"
"P",12743,"O","EXT",85.1,"Deportiva"
"P",12744,"F","MEX",77.8,"Cultura"
"P",12745,"M","MEX",81.3,"Cultura"
"U",12746,"F","MEX",77,"Cultura"
"P",12747,"F","EXT",83.4,"Ninguna"
"U",12748,"F","MEX",84,"Ninguna"
"P",12749,"O","MEX",78.4,"Cultura"
"U",12750,"F","MEX",81.1,"Ninguna"
"U",12751,"M","EXT",75.1,"Cultura"
"P",12752,"O","EXT",81.5,"Deportiva"
"P",12753,"O","EXT",80.4,"Deportiva"
"U",12754,"F","MEX",74,"Cultura"
"U",12755,"M","MEX",85.9,"Cultura"
"U",12756,"M","MEX",77.1,"Cultura"
"P",12757,"F","EXT",73,"Ninguna"
"U",12758,"F","MEX",69.9,"Deportiva"
"U",12759,"M","MEX",80,"Cultura"
"U",12760,"F","EXT",78.7,"Deportiva"
"U",12761,"F","EXT",87.8,"Cultura"
"U",12762,"M","MEX",88.7,"Cultura"
"U",12763,"F","MEX",80.3,"Deportiva"
"U",12764,"M","EXT",78.1,"Cultura"
"P",12765,"M","EXT",79.7,"Cultura"
"U",12766,"M","EXT",81.2,"Deportiva"
"P",12767,"F","MEX",76.2,"Cultura"
"U",12768,"F","EXT",81.3,"Ninguna"
"P",12769,"M","MEX",81.7,"Ninguna"
"U",12770,"F","MEX",80,"Cultura"
"P",12771,"M","MEX",87.3,"Ninguna"
"P",12772,"M","MEX",77.4,"Ninguna"
"U",12773,"F","EXT",82.5,"Deportiva"
"U",12774,"M","EXT",83.6,"Ninguna"
"P",12775,"F","EXT",89.8,"Deportiva"
"P",12776,"F","EXT",74.4,"Ninguna"
"P",12777,"M","MEX",87.5,"Ninguna"
"U",12778,"O","EXT",72.6,"Deportiva"
"P",12779,"F","MEX",80.8,"Ninguna"
"U",12780,"M","MEX",82.6,"Ninguna"
"P",12781,"M","EXT",75.6,"Ninguna"
"U",12782,"M","EXT",82.6,"Cultura"
"U",12783,"F","MEX",77.1,"Ninguna"
"U",12784,"M","MEX",73.4,"Ninguna"
"U",12785,"F","MEX",77.7,"Deportiva"
"U",12786,"F","MEX",80,"Deportiva"
"P",12787,"M","MEX",87.5,"Deportiva"
"P",12788,"F","MEX",78.8,"Ninguna"
"U",12789,"O","EXT",86.4,"Cultura"
"U",12790,"F","MEX",77.8,"Deportiva"
"P",12791,"M","EXT",77.2,"Ninguna"
"P",12792,"F","MEX",85.6,"Ninguna"
"P",12793,"M","EXT",77.5,"Deportiva"
"U",12794,"F","EXT",76.9,"Ninguna"
"U",12795,"M","EXT",76.4,"Ninguna"
"U",12796,"M","EXT",83.8,"Cultura"
"P",12797,"F","EXT",82.4,"Cultura"
"P",12798,"F","EXT",81.9,"Deportiva"
"U",12799,"F","EXT",87.4,"Ninguna"
"P",12800,"F","MEX",81.6,"Cultura"
"P",12801,"O","MEX",87.1,"Deportiva"
"U",12802,"M","EXT",93.2,"Cultura"
"P",12803,"M","MEX",91.3,"Cultura"
"U",12804,"F","MEX",80.2,"Deportiva"
"P",12805,"M","EXT",78.4,"Ninguna"
"P",12806,"M","MEX",82.4,"Cultura"
"U",12807,"F","MEX",75.9,"Deportiva"
"P",12808,"F","MEX",73.2,"Deportiva"
"P",12809,"F","MEX",77.7,"Cultura"
"P",12810,"M","EXT",85.2,"Ninguna"
"U",12811,"M","MEX",86,"Cultura"
"U",12812,"M","MEX",73.7,"Cultura"
"U",12813,"M","MEX",81.3,"Ninguna"
"U",12814,"F","MEX",82,"Deportiva"
"U",12815,"F","MEX",80.5,"Ninguna"
"U",12816,"M","MEX",81.7,"Deportiva"
"U",12817,"M","MEX",85.2,"Ninguna"
"P",12818,"F","MEX",79,"Cultura"
"P",12819,"O","EXT",77.9,"Cultura"
"P",12820,"F","MEX",79.7,"Ninguna"
"U",12821,"O","MEX",77.4,"Deportiva"
"U",12822,"F","MEX",85.5,"Ninguna"
"P",12823,"O","EXT",77.6,"Ninguna"
"U",12824,"M","MEX",84.1,"Ninguna"
"P",12825,"F","EXT",75.2,"Deportiva"
"U",12826,"F","MEX",70.2,"Deportiva"
"U",12827,"M","EXT",85.3,"Cultura"
"U",12828,"M","EXT",76.2,"Deportiva"
"U",12829,"O","MEX",87.2,"Deportiva"
"P",12830,"F","MEX",86.1,"Cultura"
"P",12831,"M","MEX",89.5,"Cultura"
"P",12832,"F","EXT",78.7,"Ninguna"
"U",12833,"F","MEX",81.9,"Cultura"
"P",12834,"F","MEX",75.7,"Cultura"
"P",12835,"O","MEX",74.9,"Ninguna"
"P",12836,"M","EXT",75.2,"Ninguna"
"P",12837,"M","MEX",80.8,"Cultura"
"U",12838,"M","MEX",81.3,"Cultura"
"U",12839,"M","EXT",92.8,"Ninguna"
"P",12840,"O","EXT",86.4,"Cultura"
"U",12841,"M","MEX",83.1,"Ninguna"
"U",12842,"F","EXT",85.9,"Ninguna"
"P",12843,"F","EXT",72.6,"Deportiva"
"P",12844,"M","MEX",83.6,"Ninguna"
"U",12845,"F","MEX",81,"Deportiva"
"P",12846,"M","MEX",78.1,"Deportiva"
"P",12847,"F","MEX",74,"Deportiva"
"P",12848,"F","MEX",74.3,"Ninguna"
"U",12849,"F","MEX",72.4,"Ninguna"
"U",12850,"F","MEX",80.5,"Cultura"
"P",12851,"O","MEX",81.6,"Ninguna"
"U",12852,"O","MEX",79.5,"Ninguna"
"P",12853,"O","MEX",77.2,"Cultura"
"U",12854,"M","MEX",78.4,"Cultura"
"U",12855,"O","MEX",78.9,"Ninguna"
"U",12856,"O","MEX",81.4,"Ninguna"
"U",12857,"M","EXT",83.9,"Cultura"
"U",12858,"F","MEX",73.8,"Deportiva"
"P",12859,"M","MEX",73,"Ninguna"
"P",12860,"F","MEX",74.3,"Ninguna"
"P",12861,"F","EXT",77.5,"Ninguna"
"U",12862,"F","EXT",75.3,"Ninguna"
"P",12863,"M","MEX",84.5,"Deportiva"
"P",12864,"M","MEX",78.9,"Cultura"
"P",12865,"O","MEX",77.4,"Cultura"
"U",12866,"F","MEX",75.4,"Cultura"
"P",12867,"M","MEX",79.3,"Ninguna"
"P",12868,"F","EXT",76.4,"Ninguna"
"U",12869,"M","MEX",80,"Deportiva"
"U",12870,"O","MEX",82.7,"Cultura"
"U",12871,"M","MEX",77.5,"Deportiva"
"P",12872,"O","MEX",73.6,"Deportiva"
"P",12873,"M","MEX",77.4,"Ninguna"
"U",12874,"O","EXT",81.5,"Deportiva"
"U",12875,"F","EXT",82.6,"Cultura"
"U",12876,"F","MEX",76.1,"Deportiva"
"U",12877,"M","MEX",73.7,"Cultura"
"P",12878,"M","EXT",72.2,"Cultura"
"U",12879,"M","MEX",83.5,"Cultura"
"U",12880,"O","EXT",76.3,"Cultura"
"U",12881,"O","MEX",76.6,"Ninguna"
"P",12882,"F","MEX",86,"Deportiva"
"U",12883,"O","EXT",76.4,"Cultura"
"U",12884,"F","EXT",84.1,"Cultura"
"P",12885,"O","EXT",79.4,"Ninguna"
"P",12886,"F","MEX",82.8,"Ninguna"
"P",12887,"F","MEX",80.1,"Cultura"
"P",12888,"O","MEX",76.6,"Cultura"
"P",12889,"O","MEX",78.6,"Ninguna"
"U",12890,"F","MEX",77.7,"Deportiva"
"P",12891,"M","MEX",85.1,"Deportiva"
"P",12892,"M","MEX",64.5,"Ninguna"
"U",12893,"F","MEX",74.8,"Deportiva"
"U",12894,"F","EXT",76.7,"Deportiva"
"P",12895,"F","MEX",79,"Cultura"
"U",12896,"M","MEX",82,"Cultura"
"U",12897,"M","MEX",76.9,"Ninguna"
"P",12898,"M","EXT",89.5,"Ninguna"
"U",12899,"F","MEX",76.1,"Deportiva"
"P",12900,"O","MEX",84.8,"Cultura"
"P",12901,"M","MEX",88.5,"Cultura"
"P",12902,"F","MEX",86.1,"Ninguna"
"U",12903,"O","EXT",86.9,"Ninguna"
"U",12904,"M","EXT",72.1,"Cultura"
"U",12905,"M","EXT",85,"Cultura"
"P",12906,"F","MEX",79.7,"Ninguna"
"U",12907,"F","MEX",80.6,"Ninguna"
"P",12908,"O","MEX",73.7,"Deportiva"
"P",12909,"M","MEX",79.9,"Ninguna"
"U",12910,"M","MEX",74.6,"Deportiva"
"U",12911,"F","EXT",84.2,"Cultura"
"P",12912,"F","MEX",80.6,"Ninguna"
"U",12913,"M","EXT",79.2,"Deportiva"
"U",12914,"M","EXT",68.3,"Cultura"
"P",12915,"F","MEX",84.6,"Ninguna"
"U",12916,"F","MEX",76.5,"Cultura"
"P",12917,"F","MEX",78.3,"Ninguna"
"U",12918,"F","MEX",83.7,"Cultura"
"P",12919,"F","MEX",77.9,"Cultura"
"U",12920,"F","MEX",83.2,"Cultura"
"U",12921,"F","EXT",83.3,"Deportiva"
"P",12922,"F","MEX",80.6,"Cultura"
"P",12923,"F","EXT",84.4,"Cultura"
"P",12924,"F","MEX",79.3,"Cultura"
"P",12925,"M","EXT",76.6,"Ninguna"
"P",12926,"M","MEX",77.9,"Deportiva"
"P",12927,"F","MEX",84.1,"Ninguna"
"U",12928,"O","MEX",76.8,"Deportiva"
"U",12929,"F","MEX",84.7,"Deportiva"
"P",12930,"M","EXT",81.7,"Cultura"
"U",12931,"F","MEX",79,"Deportiva"
"P",12932,"F","MEX",80.9,"Deportiva"
"U",12933,"F","MEX",84,"Deportiva"
"U",12934,"F","MEX",74.8,"Cultura"
"U",12935,"F","EXT",74.9,"Deportiva"
"P",12936,"F","EXT",78,"Cultura"
"U",12937,"O","EXT",79.7,"Cultura"
"U",12938,"O","MEX",85.9,"Ninguna"
"P",12939,"F","MEX",86.3,"Ninguna"
"P",12940,"M","MEX",77.7,"Ninguna"
"P",12941,"M","MEX",77.8,"Ninguna"
"U",12942,"F","EXT",86,"Deportiva"
"P",12943,"O","EXT",93.5,"Ninguna"
"U",12944,"M","MEX",83,"Cultura"
"P",12945,"M","EXT",79.5,"Cultura"
"U",12946,"M","MEX",78.6,"Cultura"
"U",12947,"O","MEX",80.3,"Deportiva"
"P",12948,"M","MEX",79.8,"Deportiva"
"U",12949,"F","MEX",69.3,"Deportiva"
"P",12950,"F","MEX",76.8,"Ninguna"
"U",12951,"M","MEX",86.3,"Ninguna"
"U",12952,"F","EXT",80.4,"Cultura"
"U",12953,"M","EXT",84.7,"Deportiva"
"P",12954,"M","EXT",81.9,"Ninguna"
"P",12955,"M","EXT",77.3,"Ninguna"
"P",12956,"F","MEX",78.7,"Ninguna"
"P",12957,"F","EXT",71.5,"Cultura"
"P",12958,"M","EXT",74.4,"Ninguna"
"P",12959,"M","EXT",81.5,"Deportiva"
"P",12960,"F","MEX",79.9,"Deportiva"
"U",12961,"O","MEX",87.1,"Ninguna"
"U",12962,"O","MEX",85.5,"Ninguna"
"P",12963,"O","EXT",80.2,"Cultura"
"U",12964,"M","MEX",80,"Ninguna"
"U",12965,"M","EXT",92.8,"Cultura"
"P",12966,"F","MEX",74.1,"Deportiva"
"U",12967,"O","MEX",76.8,"Ninguna"
"U",12968,"F","MEX",85.6,"Ninguna"
"P",12969,"F","EXT",89.9,"Cultura"
"P",12970,"M","MEX",83.3,"Cultura"
"U",12971,"O","MEX",78,"Cultura"
"U",12972,"O","MEX",84.2,"Deportiva"
"U",12973,"M","MEX",76.6,"Ninguna"
"U",12974,"O","EXT",78,"Ninguna"
"P",12975,"O","MEX",85.9,"Deportiva"
"U",12976,"M","MEX",82.1,"Cultura"
"P",12977,"F","EXT",74.6,"Cultura"
"P",12978,"F","MEX",86.3,"Cultura"
"P",12979,"F","EXT",82,"Ninguna"
"U",12980,"O","MEX",77.9,"Deportiva"
"U",12981,"M","EXT",77.8,"Ninguna"
"P",12982,"F","MEX",80.7,"Ninguna"
"P",12983,"M","MEX",81.9,"Deportiva"
"U",12984,"O","EXT",87.5,"Cultura"
"U",12985,"F","EXT",82.4,"Ninguna"
"U",12986,"F","MEX",76.8,"Ninguna"
"U",12987,"M","EXT",93.3,"Cultura"
"U",12988,"F","MEX",79.7,"Deportiva"
"P",12989,"M","MEX",84.3,"Cultura"
"U",12990,"O","MEX",82.9,"Cultura"
"P",12991,"F","MEX",77.9,"Ninguna"
"P",12992,"M","MEX",73.4,"Ninguna"
"U",12993,"O","EXT",76.1,"Ninguna"
"P",12994,"M","MEX",86.8,"Ninguna"
"U",12995,"F","MEX",81.1,"Ninguna"
"P",12996,"M","MEX",80.1,"Deportiva"
"P",12997,"O","EXT",74.9,"Ninguna"
"U",12998,"F","EXT",81.8,"Ninguna"
"P",12999,"M","MEX",87.8,"Ninguna"
"P",13000,"O","MEX",85.3,"Deportiva"
"P",13001,"F","EXT",75.6,"Cultura"
"P",13002,"O","EXT",84.2,"Deportiva"
"U",13003,"F","EXT",77.5,"Cultura"
"U",13004,"F","MEX",85.2,"Cultura"
"P",13005,"F","EXT",75.8,"Deportiva"
"U",13006,"M","MEX",83.4,"Ninguna"
"U",13007,"O","MEX",79,"Cultura"
"P",13008,"O","MEX",86,"Cultura"
"U",13009,"M","EXT",86.8,"Cultura"
"U",13010,"F","MEX",80.4,"Cultura"
"P",13011,"M","MEX",77.3,"Cultura"
"P",13012,"M","MEX",82,"Deportiva"
"U",13013,"F","MEX",78.6,"Ninguna"
"U",13014,"F","MEX",85,"Cultura"
"U",13015,"M","MEX",89.5,"Ninguna"
"U",13016,"F","EXT",76.6,"Ninguna"
"U",13017,"F","EXT",80.1,"Ninguna"
"U",13018,"M","EXT",83.6,"Cultura"
"U",13019,"M","EXT",80.5,"Deportiva"
"U",13020,"M","MEX",76.4,"Cultura"
"P",13021,"M","EXT",75.6,"Deportiva"
"P",13022,"F","MEX",76.8,"Ninguna"
"U",13023,"M","MEX",84.1,"Ninguna"
"P",13024,"O","MEX",80.4,"Cultura"
"P",13025,"M","MEX",84.9,"Cultura"
"P",13026,"O","MEX",79.6,"Ninguna"
"U",13027,"F","MEX",84.9,"Ninguna"
"P",13028,"O","EXT",81.8,"Ninguna"
"U",13029,"O","MEX",73.1,"Deportiva"
"U",13030,"M","MEX",78.4,"Deportiva"
"U",13031,"M","MEX",82.5,"Deportiva"
"U",13032,"F","EXT",77.5,"Cultura"
"P",13033,"M","MEX",73.4,"Deportiva"
"P",13034,"F","MEX",74,"Deportiva"
"U",13035,"F","EXT",74,"Deportiva"
"U",13036,"M","EXT",78.7,"Ninguna"
"P",13037,"F","EXT",88.5,"Cultura"
"U",13038,"M","EXT",86.2,"Cultura"
"U",13039,"F","MEX",72.9,"Deportiva"
"P",13040,"F","MEX",80.9,"Deportiva"
"U",13041,"F","MEX",79.5,"Ninguna"
"U",13042,"F","MEX",83.5,"Ninguna"
"U",13043,"F","MEX",79.3,"Cultura"
"P",13044,"F","MEX",78.8,"Ninguna"
"P",13045,"M","EXT",87.1,"Cultura"
"P",13046,"M","MEX",76.7,"Cultura"
"U",13047,"F","MEX",77.9,"Deportiva"
"U",13048,"F","MEX",87.5,"Deportiva"
"P",13049,"M","MEX",79.1,"Cultura"
"U",13050,"F","MEX",85.5,"Ninguna"
"U",13051,"F","MEX",81.1,"Ninguna"
"U",13052,"M","MEX",73.4,"Ninguna"
"P",13053,"M","EXT",85.7,"Ninguna"
"U",13054,"F","MEX",82.2,"Deportiva"
"P",13055,"F","MEX",74.7,"Cultura"
"P",13056,"F","MEX",73.4,"Ninguna"
"U",13057,"M","EXT",78.3,"Ninguna"
"U",13058,"F","EXT",77.3,"Ninguna"
"U",13059,"M","EXT",77.2,"Cultura"
"U",13060,"M","EXT",86.9,"Deportiva"
"P",13061,"M","MEX",75.4,"Cultura"
"P",13062,"M","MEX",81.9,"Cultura"
"U",13063,"M","MEX",81.5,"Ninguna"
"P",13064,"M","MEX",76.5,"Cultura"
"U",13065,"O","MEX",79.5,"Cultura"
"U",13066,"F","EXT",77.3,"Ninguna"
"U",13067,"F","MEX",89.4,"Ninguna"
"P",13068,"F","EXT",80.4,"Cultura"
"U",13069,"M","MEX",66.6,"Ninguna"
"P",13070,"M","MEX",78.5,"Deportiva"
"U",13071,"M","MEX",78.1,"Cultura"
"P",13072,"F","MEX",81.7,"Deportiva"
"U",13073,"M","MEX",81.7,"Cultura"
"U",13074,"M","EXT",79.2,"Deportiva"
"U",13075,"M","MEX",75,"Ninguna"
"P",13076,"M","EXT",79.9,"Deportiva"
"P",13077,"F","MEX",80.5,"Cultura"
"P",13078,"M","MEX",70.9,"Ninguna"
"U",13079,"M","MEX",88,"Cultura"
"P",13080,"F","MEX",81.6,"Cultura"
"U",13081,"O","EXT",87.1,"Ninguna"
"U",13082,"M","EXT",75.6,"Ninguna"
"P",13083,"M","EXT",78.4,"Deportiva"
"U",13084,"F","MEX",79.1,"Ninguna"
"P",13085,"F","MEX",87.7,"Ninguna"
"U",13086,"F","EXT",78.3,"Ninguna"
"P",13087,"M","MEX",87,"Deportiva"
"P",13088,"F","MEX",90.3,"Ninguna"
"P",13089,"F","MEX",83.2,"Cultura"
"P",13090,"M","MEX",77.6,"Deportiva"
"U",13091,"F","EXT",82.3,"Cultura"
"P",13092,"F","MEX",82,"Ninguna"
"U",13093,"F","EXT",80.9,"Deportiva"
"P",13094,"M","MEX",82.2,"Ninguna"
"P",13095,"O","MEX",84.3,"Deportiva"
"P",13096,"F","MEX",80,"Deportiva"
"U",13097,"M","MEX",78.7,"Deportiva"
"P",13098,"M","MEX",87.6,"Ninguna"
"U",13099,"M","EXT",78.1,"Cultura"
"U",13100,"M","MEX",79.7,"Cultura"
"P",13101,"M","MEX",69.6,"Ninguna"
"U",13102,"F","MEX",83,"Cultura"
"U",13103,"M","EXT",79.2,"Cultura"
"P",13104,"F","MEX",77.6,"Cultura"
"U",13105,"F","MEX",78.5,"Cultura"
"P",13106,"M","MEX",76.6,"Ninguna"
"U",13107,"F","MEX",82.2,"Cultura"
"U",13108,"F","MEX",86.6,"Cultura"
"P",13109,"M","MEX",80.9,"Cultura"
"U",13110,"O","MEX",80.8,"Deportiva"
"P",13111,"F","MEX",78.9,"Deportiva"
"P",13112,"F","EXT",81.9,"Deportiva"
"P",13113,"M","EXT",83.6,"Cultura"
"P",13114,"F","MEX",81.2,"Deportiva"
"U",13115,"M","EXT",76.8,"Cultura"
"U",13116,"M","MEX",78.5,"Cultura"
"U",13117,"O","MEX",87.9,"Deportiva"
"U",13118,"O","MEX",77.2,"Cultura"
"U",13119,"O","MEX",83,"Deportiva"
"P",13120,"F","EXT",80.4,"Deportiva"
"U",13121,"M","MEX",78,"Ninguna"
"P",13122,"F","EXT",77.6,"Cultura"
"U",13123,"O","MEX",86.6,"Deportiva"
"U",13124,"F","EXT",82,"Cultura"
"U",13125,"O","MEX",76.2,"Ninguna"
"U",13126,"F","MEX",75.8,"Ninguna"
"P",13127,"F","EXT",84.4,"Cultura"
"U",13128,"O","MEX",73.6,"Deportiva"
"P",13129,"F","MEX",81.4,"Cultura"
"U",13130,"F","EXT",88.8,"Cultura"
"P",13131,"F","MEX",80.3,"Cultura"
"U",13132,"F","MEX",79,"Ninguna"
"U",13133,"F","MEX",81.5,"Deportiva"
"P",13134,"F","EXT",75.4,"Ninguna"
"U",13135,"F","EXT",80.2,"Deportiva"
"U",13136,"M","MEX",81.5,"Deportiva"
"U",13137,"O","EXT",79,"Ninguna"
"U",13138,"O","MEX",81.4,"Cultura"
"P",13139,"M","MEX",82.3,"Cultura"
"U",13140,"O","MEX",85.4,"Cultura"
"U",13141,"O","EXT",73.7,"Ninguna"
"P",13142,"F","MEX",78,"Cultura"
"U",13143,"F","MEX",74.6,"Ninguna"
"U",13144,"F","MEX",84.5,"Cultura"
"U",13145,"M","MEX",74.6,"Cultura"
"U",13146,"M","MEX",82.4,"Cultura"
"P",13147,"O","MEX",82.2,"Cultura"
"P",13148,"M","EXT",81.3,"Deportiva"
"P",13149,"M","MEX",82.2,"Deportiva"
"U",13150,"O","MEX",82.3,"Deportiva"
