"Deporte","Disciplina","Evento","Medalla","Genero","Atleta","Ciudad","Pais","Año"
"Rowing","Rowing","Pair-Oared Shell With Coxswain (2+)","Bronze","Men","CELENT, Zlatko","Moscow","YUG",1980
"Rowing","Rowing","Pair-Oared Shell With Coxswain (2+)","Bronze","Men","MRDULJAS, Dusko","Moscow","YUG",1980
"Rowing","Rowing","Pair-Oared Shell With Coxswain (2+)","Bronze","Men","REIC, Josip","Moscow","YUG",1980
"Rowing","Rowing","Pair-Oared Shell With Coxswain (2+)","Gold","Men","JÄHRLING, Harald","Moscow","GDR",1980
"Rowing","Rowing","Pair-Oared Shell With Coxswain (2+)","Gold","Men","SPOHR, Georg","Moscow","GDR",1980
"Rowing","Rowing","Pair-Oared Shell With Coxswain (2+)","Gold","Men","ULRICH, Friedrich-Wilhelm","Moscow","GDR",1980
"Rowing","Rowing","Pair-Oared Shell With Coxswain (2+)","Silver","Men","KRIUCHKIN, Gennadi","Moscow","URS",1980
"Rowing","Rowing","Pair-Oared Shell With Coxswain (2+)","Silver","Men","LUKYANOV, Aleksandr","Moscow","URS",1980
"Rowing","Rowing","Pair-Oared Shell With Coxswain (2+)","Silver","Men","PEREVERZEV, Viktor","Moscow","URS",1980
"Rowing","Rowing","Quadruple Sculls With Coxswain (4X)","Bronze","Women","BAKOVA, Anka","Moscow","BUL",1980
"Rowing","Rowing","Quadruple Sculls With Coxswain (4X)","Bronze","Women","BONCHEVA, Rumeliana","Moscow","BUL",1980
"Rowing","Rowing","Quadruple Sculls With Coxswain (4X)","Bronze","Women","GEORGIEVA, Stanka","Moscow","BUL",1980
"Rowing","Rowing","Quadruple Sculls With Coxswain (4X)","Bronze","Women","NAKOVA, Dolores","Moscow","BUL",1980
"Rowing","Rowing","Quadruple Sculls With Coxswain (4X)","Bronze","Women","SERBEZOVA, Mariana","Moscow","BUL",1980
"Rowing","Rowing","Quadruple Sculls With Coxswain (4X)","Gold","Women","LAU, Jutta","Moscow","GDR",1980
"Rowing","Rowing","Quadruple Sculls With Coxswain (4X)","Gold","Women","PLOCH, Jutta","Moscow","GDR",1980
"Rowing","Rowing","Quadruple Sculls With Coxswain (4X)","Gold","Women","REINHARD, Sybille","Moscow","GDR",1980
"Rowing","Rowing","Quadruple Sculls With Coxswain (4X)","Gold","Women","WEIGELT-BUHR, Liane","Moscow","GDR",1980
"Rowing","Rowing","Quadruple Sculls With Coxswain (4X)","Gold","Women","ZOBELT, Roswietha","Moscow","GDR",1980
"Rowing","Rowing","Quadruple Sculls With Coxswain (4X)","Silver","Women","CHEREMISINA, Nina","Moscow","URS",1980
"Rowing","Rowing","Quadruple Sculls With Coxswain (4X)","Silver","Women","LIUBIMOVA, Nadezhda","Moscow","URS",1980
"Rowing","Rowing","Quadruple Sculls With Coxswain (4X)","Silver","Women","MATIEVSKAIA, Elena","Moscow","URS",1980
"Rowing","Rowing","Quadruple Sculls With Coxswain (4X)","Silver","Women","PUSTOVIT, Antonina","Moscow","URS",1980
"Rowing","Rowing","Quadruple Sculls With Coxswain (4X)","Silver","Women","VASILCHENKO, Olga","Moscow","URS",1980
"Rowing","Rowing","Quadruple Sculls Without Coxswain (4X)","Bronze","Men","DOBREV, Bogdan","Moscow","BUL",1980
"Rowing","Rowing","Quadruple Sculls Without Coxswain (4X)","Bronze","Men","NIKOLOV, Mintcho","Moscow","BUL",1980
"Rowing","Rowing","Quadruple Sculls Without Coxswain (4X)","Bronze","Men","PETROV, Liubomir","Moscow","BUL",1980
"Rowing","Rowing","Quadruple Sculls Without Coxswain (4X)","Bronze","Men","RUSEV, Ivo","Moscow","BUL",1980
"Rowing","Rowing","Quadruple Sculls Without Coxswain (4X)","Gold","Men","BUNK, Karsten","Moscow","GDR",1980
"Rowing","Rowing","Quadruple Sculls Without Coxswain (4X)","Gold","Men","DUNDR, Frank","Moscow","GDR",1980
"Rowing","Rowing","Quadruple Sculls Without Coxswain (4X)","Gold","Men","HEPPNER, Uwe","Moscow","GDR",1980
"Rowing","Rowing","Quadruple Sculls Without Coxswain (4X)","Gold","Men","WINTER, Martin","Moscow","GDR",1980
"Rowing","Rowing","Quadruple Sculls Without Coxswain (4X)","Silver","Men","BARBAKOV, Evgeni","Moscow","URS",1980
"Rowing","Rowing","Quadruple Sculls Without Coxswain (4X)","Silver","Men","DOVGAN, Nikolai","Moscow","URS",1980
"Rowing","Rowing","Quadruple Sculls Without Coxswain (4X)","Silver","Men","KLESHNEV, Valeri","Moscow","URS",1980
"Rowing","Rowing","Quadruple Sculls Without Coxswain (4X)","Silver","Men","SHAPOCHKA, Yuri","Moscow","URS",1980
"Rowing","Rowing","Single Sculls (1X)","Bronze","Men","KERSTEN, Peter","Moscow","GDR",1980
"Rowing","Rowing","Single Sculls (1X)","Gold","Men","KARPPINEN, Pertti","Moscow","FIN",1980
"Rowing","Rowing","Single Sculls (1X)","Silver","Men","YAKUSHA, Vasili","Moscow","URS",1980
"Rowing","Rowing","Single Sculls (1X)","Bronze","Women","SCHRÖTER, Martina","Moscow","GDR",1980
"Rowing","Rowing","Single Sculls (1X)","Gold","Women","TOMA, Sanda","Moscow","ROU",1980
"Rowing","Rowing","Single Sculls (1X)","Silver","Women","DUMCHEVA, Antonina","Moscow","URS",1980
"Sailing","Sailing","470 - Two Person Dinghy","Bronze","Men","LINDGREN, Jouko","Moscow","FIN",1980
"Sailing","Sailing","470 - Two Person Dinghy","Bronze","Men","TALLBERG, Georg","Moscow","FIN",1980
"Sailing","Sailing","470 - Two Person Dinghy","Gold","Men","PENIDO, Eduardo Henrique","Moscow","BRA",1980
"Sailing","Sailing","470 - Two Person Dinghy","Gold","Men","SOARES, Marcos Pinto Rizzo","Moscow","BRA",1980
"Sailing","Sailing","470 - Two Person Dinghy","Silver","Men","BOROWSKI, Jörn","Moscow","GDR",1980
"Sailing","Sailing","470 - Two Person Dinghy","Silver","Men","SWENSSON, Egbert","Moscow","GDR",1980
"Sailing","Sailing","Fleet/Match Race Keelboat Open (Soling)","Bronze","Men","BOUDOURIS, Anastassios","Moscow","GRE",1980
"Sailing","Sailing","Fleet/Match Race Keelboat Open (Soling)","Bronze","Men","GAVRILIS, Anastassios","Moscow","GRE",1980
"Sailing","Sailing","Fleet/Match Race Keelboat Open (Soling)","Bronze","Men","RAPANAKIS, Aristidis","Moscow","GRE",1980
"Sailing","Sailing","Fleet/Match Race Keelboat Open (Soling)","Gold","Men","BANDOLOWSKI, Valdemar","Moscow","DEN",1980
"Sailing","Sailing","Fleet/Match Race Keelboat Open (Soling)","Gold","Men","HANSEN, Erik Hermann","Moscow","DEN",1980
"Sailing","Sailing","Fleet/Match Race Keelboat Open (Soling)","Gold","Men","JENSEN, Poul Richard Hoj","Moscow","DEN",1980
"Sailing","Sailing","Fleet/Match Race Keelboat Open (Soling)","Silver","Men","BUDNIKOV, Aleksandr","Moscow","URS",1980
"Sailing","Sailing","Fleet/Match Race Keelboat Open (Soling)","Silver","Men","BUDNIKOV, Boris","Moscow","URS",1980
"Sailing","Sailing","Fleet/Match Race Keelboat Open (Soling)","Silver","Men","POLYAKOV, Nikolai","Moscow","URS",1980
"Sailing","Sailing","Flying Dutchman","Bronze","Men","DETRE, Szabolcs","Moscow","HUN",1980
"Sailing","Sailing","Flying Dutchman","Bronze","Men","DETRE, Zsolt","Moscow","HUN",1980
"Sailing","Sailing","Flying Dutchman","Gold","Men","ABASCAL GARCIA, Alejandro","Moscow","ESP",1980
"Sailing","Sailing","Flying Dutchman","Gold","Men","NOGUER CASTELLVI, Miguel","Moscow","ESP",1980
"Sailing","Sailing","Flying Dutchman","Silver","Men","WILKINS, David","Moscow","IRL",1980
"Sailing","Sailing","Flying Dutchman","Silver","Men","WILKINSON, James","Moscow","IRL",1980
"Sailing","Sailing","Single-Handed Dinghy (Finn)","Bronze","Men","BALASHOV, Andrei","Moscow","URS",1980
"Sailing","Sailing","Single-Handed Dinghy (Finn)","Gold","Men","RECHARDT, Esko","Moscow","FIN",1980
"Sailing","Sailing","Single-Handed Dinghy (Finn)","Silver","Men","MAYRHOFER, Wolfgang","Moscow","AUT",1980
"Sailing","Sailing","Tornado - Multihull","Bronze","Men","MARSTRÖM, Göran","Moscow","SWE",1980
"Sailing","Sailing","Tornado - Multihull","Bronze","Men","RAGNARSSON, Jörgen","Moscow","SWE",1980
"Sailing","Sailing","Tornado - Multihull","Gold","Men","BJORKSTROM, Lars Sigurd","Moscow","BRA",1980
"Sailing","Sailing","Tornado - Multihull","Gold","Men","WELTER, Alexandre","Moscow","BRA",1980
"Sailing","Sailing","Tornado - Multihull","Silver","Men","DUE, Peter","Moscow","DEN",1980
"Sailing","Sailing","Tornado - Multihull","Silver","Men","KJERGARD, Per","Moscow","DEN",1980
"Sailing","Sailing","Two-Person Keelboat Open (Star)","Bronze","Men","GORLA, Giorgio","Moscow","ITA",1980
"Sailing","Sailing","Two-Person Keelboat Open (Star)","Bronze","Men","PERABONI, Alfio","Moscow","ITA",1980
"Sailing","Sailing","Two-Person Keelboat Open (Star)","Gold","Men","MANKIN, Valentyn","Moscow","URS",1980
"Sailing","Sailing","Two-Person Keelboat Open (Star)","Gold","Men","MUZYCHENKO, Aleksandr","Moscow","URS",1980
"Sailing","Sailing","Two-Person Keelboat Open (Star)","Silver","Men","FERSTL, Karl","Moscow","AUT",1980
"Sailing","Sailing","Two-Person Keelboat Open (Star)","Silver","Men","RAUDASCHL, Hubert","Moscow","AUT",1980
"Shooting","Shooting","25M Rapid Fire Pistol (60 Shots)","Bronze","Men","PETRITSCH, Gerhard","Moscow","AUT",1980
"Shooting","Shooting","25M Rapid Fire Pistol (60 Shots)","Gold","Men","ION, Corneliu","Moscow","ROU",1980
"Shooting","Shooting","25M Rapid Fire Pistol (60 Shots)","Silver","Men","WIEFEL, Jürgen","Moscow","GDR",1980
"Shooting","Shooting","50M Pistol (60 Shots)","Bronze","Men","DIAKOV, Lubtcho","Moscow","BUL",1980
"Shooting","Shooting","50M Pistol (60 Shots)","Gold","Men","MELENTIEV, Aleksandr","Moscow","URS",1980
"Shooting","Shooting","50M Pistol (60 Shots)","Silver","Men","VOLLMAR, Harald","Moscow","GDR",1980
"Shooting","Shooting","50M Rifle 3 Positions (3X40 Shots)","Bronze","Men","JOHANSSON, Sven","Moscow","SWE",1980
"Shooting","Shooting","50M Rifle 3 Positions (3X40 Shots)","Gold","Men","VLASOV, Viktor","Moscow","URS",1980
"Shooting","Shooting","50M Rifle 3 Positions (3X40 Shots)","Silver","Men","HARTSTEIN, Bernd","Moscow","GDR",1980
"Shooting","Shooting","50M Rifle Prone (60 Shots)","Bronze","Men","ZAPRIANOV, Petar","Moscow","BUL",1980
"Shooting","Shooting","50M Rifle Prone (60 Shots)","Gold","Men","VARGA, Karoly","Moscow","HUN",1980
"Shooting","Shooting","50M Rifle Prone (60 Shots)","Silver","Men","HEILFORT, Hellfried","Moscow","GDR",1980
"Shooting","Shooting","50M Running Target (30+30 Shots)","Bronze","Men","GAZOV, Aleksandr","Moscow","URS",1980
"Shooting","Shooting","50M Running Target (30+30 Shots)","Gold","Men","SOKOLOV, Igor","Moscow","URS",1980
"Shooting","Shooting","50M Running Target (30+30 Shots)","Silver","Men","PFEFFER, Thomas","Moscow","GDR",1980
"Shooting","Shooting","Skeet (125 Targets)","Bronze","Men","CASTRILLO GARCIA, Roberto","Moscow","CUB",1980
"Shooting","Shooting","Skeet (125 Targets)","Gold","Men","RASMUSSEN, Hans Kjeld","Moscow","DEN",1980
"Shooting","Shooting","Skeet (125 Targets)","Silver","Men","CARLSSON, Lars-Göran","Moscow","SWE",1980
"Shooting","Shooting","Trap (125 Targets)","Bronze","Men","DAMME, Jörg","Moscow","GDR",1980
"Shooting","Shooting","Trap (125 Targets)","Gold","Men","GIOVANNETTI, Luciano","Moscow","ITA",1980
"Shooting","Shooting","Trap (125 Targets)","Silver","Men","YAMBULATOV, Rustam","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Bronze","Men","CATA-CHITIGA, Marius","Moscow","ROU",1980
"Volleyball","Volleyball","Volleyball","Bronze","Men","CHIFU, Valter Corneliu","Moscow","ROU",1980
"Volleyball","Volleyball","Volleyball","Bronze","Men","DUMANOIU, Laurentiu","Moscow","ROU",1980
"Volleyball","Volleyball","Volleyball","Bronze","Men","ENESCU, Günther","Moscow","ROU",1980
"Volleyball","Volleyball","Volleyball","Bronze","Men","GIRLEANU, Dan","Moscow","ROU",1980
"Volleyball","Volleyball","Volleyball","Bronze","Men","MACAVEI, Sorin","Moscow","ROU",1980
"Volleyball","Volleyball","Volleyball","Bronze","Men","MANOLE, Viorel","Moscow","ROU",1980
"Volleyball","Volleyball","Volleyball","Bronze","Men","MINA, Florin","Moscow","ROU",1980
"Volleyball","Volleyball","Volleyball","Bronze","Men","OROS, Corneliu","Moscow","ROU",1980
"Volleyball","Volleyball","Volleyball","Bronze","Men","POP, Neculae Vasile","Moscow","ROU",1980
"Volleyball","Volleyball","Volleyball","Bronze","Men","STEREA, Constantin","Moscow","ROU",1980
"Volleyball","Volleyball","Volleyball","Bronze","Men","STOIAN, Nicu","Moscow","ROU",1980
"Volleyball","Volleyball","Volleyball","Gold","Men","CHERNYSHEV, Vladimir","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Men","DOROKHOV, Vladimir","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Men","ERMILOV, Aleksandr","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Men","KONDRA, Vladimir","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Men","KRIVOV, Valeri","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Men","LASHCHENOV, Fiodor","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Men","LOOR, Viliar","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Men","MOLIBOGA, Oleg","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Men","PANCHENKO, Yuri","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Men","SAVIN, Aleksandr","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Men","SELIVANOV, Pavel","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Men","ZAITSEV, Viacheslav","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Silver","Men","ANGELOV, Yordan","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Silver","Men","DIMITROV, Dimitr","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Silver","Men","DIMITROV, Stefan","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Silver","Men","GUNCHEV, Stoian","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Silver","Men","ILIEV, Khristo","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Silver","Men","PETKOV, Petko","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Silver","Men","SIMEONOV, Kaspar","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Silver","Men","STOIANOV, Khristo","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Silver","Men","TODOROV, Mitko","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Silver","Men","TSANOV, Tsano","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Silver","Men","VALTCHEV, Emil","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Silver","Men","ZLATANOV, Dimitr","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Bronze","Women","BORISOVA, Verka","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Bronze","Women","BOZHURINA, Tsvetana","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Bronze","Women","DIMITROVA, Rositsa","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Bronze","Women","DIMITROVA, Tania","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Bronze","Women","GEORGIEVA, Maia","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Bronze","Women","GERASIMOVA, Margarita","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Bronze","Women","GOGOVA, Tania","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Bronze","Women","ILIEVA, Valentina","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Bronze","Women","KAICHEVA, Rumiana","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Bronze","Women","KHRISTOLOVA, Anka","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Bronze","Women","PETRUNOVA, Silva","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Bronze","Women","STANCHEVA, Galina","Moscow","BUL",1980
"Volleyball","Volleyball","Volleyball","Gold","Women","AKHAMINOVA, Elena","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Women","ANDREIUK, Elena","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Women","BADULINA, Svetlana","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Women","CHERNYSHOVA, Liudmila","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Women","KOZYREVA, Liubov","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Women","LOGINOVA, Lidia","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Women","MAKOGONOVA, Irina","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Women","NIKISHINA, Svetlana","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Women","PAVLOVA, Larisa","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Women","RADZEVICH, Nadezhda","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Women","RAZUMOVA, Natalia","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Gold","Women","SOLOVOVA, Olga","Moscow","URS",1980
"Volleyball","Volleyball","Volleyball","Silver","Women","BULLIN, Katharina","Moscow","GDR",1980
"Volleyball","Volleyball","Volleyball","Silver","Women","CZEKALLA, Barbara","Moscow","GDR",1980
"Volleyball","Volleyball","Volleyball","Silver","Women","FETZER, Brigitte","Moscow","GDR",1980
"Volleyball","Volleyball","Volleyball","Silver","Women","HEIM, Andrea","Moscow","GDR",1980
"Volleyball","Volleyball","Volleyball","Silver","Women","KOSTRZEWA, Ute","Moscow","GDR",1980
"Volleyball","Volleyball","Volleyball","Silver","Women","LEHMANN, Heike","Moscow","GDR",1980
"Volleyball","Volleyball","Volleyball","Silver","Women","MUMMHARDT, Christine","Moscow","GDR",1980
"Volleyball","Volleyball","Volleyball","Silver","Women","PUSCHEL, Karin","Moscow","GDR",1980
"Volleyball","Volleyball","Volleyball","Silver","Women","ROFFEIS, Karla","Moscow","GDR",1980
"Volleyball","Volleyball","Volleyball","Silver","Women","SCHMIDT, Martina","Moscow","GDR",1980
"Volleyball","Volleyball","Volleyball","Silver","Women","SCHULTZ, Annette","Moscow","GDR",1980
"Volleyball","Volleyball","Volleyball","Silver","Women","WESTENDORF, Anke","Moscow","GDR",1980
"Weightlifting","Weightlifting","- 52KG, Total (Flyweight)","Bronze","Men","HAN, Gyong Si","Moscow","PRK",1980
"Weightlifting","Weightlifting","- 52KG, Total (Flyweight)","Gold","Men","OSMONALIEV, Kanybek","Moscow","URS",1980
"Weightlifting","Weightlifting","- 52KG, Total (Flyweight)","Silver","Men","HO, Bong Chol","Moscow","PRK",1980
"Weightlifting","Weightlifting","- 56KG, Total (Bantamweight)","Bronze","Men","DEMBONCZYK, Tadeusz","Moscow","POL",1980
"Weightlifting","Weightlifting","- 56KG, Total (Bantamweight)","Gold","Men","NUNEZ AGUIAR, Daniel","Moscow","CUB",1980
"Weightlifting","Weightlifting","- 56KG, Total (Bantamweight)","Silver","Men","SARKISIAN, Yurik","Moscow","URS",1980
"Weightlifting","Weightlifting","+ 110KG, Total (Super Heavyweight)","Bronze","Men","RUTKOWSKI, Tadeusz","Moscow","POL",1980
"Weightlifting","Weightlifting","+ 110KG, Total (Super Heavyweight)","Gold","Men","RAKHMANOV, Sultan","Moscow","URS",1980
"Weightlifting","Weightlifting","+ 110KG, Total (Super Heavyweight)","Silver","Men","HEUSER, Jürgen","Moscow","GDR",1980
"Weightlifting","Weightlifting","100 - 110KG, Total (Heavyweight)","Bronze","Men","SZALAI, György","Moscow","HUN",1980
"Weightlifting","Weightlifting","100 - 110KG, Total (Heavyweight)","Gold","Men","TARANENKO, Leonid","Moscow","URS",1980
"Weightlifting","Weightlifting","100 - 110KG, Total (Heavyweight)","Silver","Men","CHRISTOV, Valentin","Moscow","BUL",1980
"Weightlifting","Weightlifting","56 - 60KG, Total (Featherweight)","Bronze","Men","SEWERYN, Marek","Moscow","POL",1980
"Weightlifting","Weightlifting","56 - 60KG, Total (Featherweight)","Gold","Men","MAZIN, Viktor","Moscow","URS",1980
"Weightlifting","Weightlifting","56 - 60KG, Total (Featherweight)","Silver","Men","DIMITROV, Stefan","Moscow","BUL",1980
"Weightlifting","Weightlifting","60 - 67.5KG, Total (Lightweight)","Bronze","Men","PASHEV, Mincho","Moscow","BUL",1980
"Weightlifting","Weightlifting","60 - 67.5KG, Total (Lightweight)","Gold","Men","RUSEV, Yanko","Moscow","BUL",1980
"Weightlifting","Weightlifting","60 - 67.5KG, Total (Lightweight)","Silver","Men","KUNZ, Joachim","Moscow","GDR",1980
"Weightlifting","Weightlifting","67.5 - 75KG, Total (Middleweight)","Bronze","Men","KOLEV, Nedelcho","Moscow","BUL",1980
"Weightlifting","Weightlifting","67.5 - 75KG, Total (Middleweight)","Gold","Men","ZLATEV, Asen","Moscow","BUL",1980
"Weightlifting","Weightlifting","67.5 - 75KG, Total (Middleweight)","Silver","Men","PERVI, Aleksandr","Moscow","URS",1980
"Weightlifting","Weightlifting","75 - 82.5KG, Total (Light-Heavyweight)","Bronze","Men","POLIACIK, Dusan","Moscow","TCH",1980
"Weightlifting","Weightlifting","75 - 82.5KG, Total (Light-Heavyweight)","Gold","Men","VARDANIAN, Yurik","Moscow","URS",1980
"Weightlifting","Weightlifting","75 - 82.5KG, Total (Light-Heavyweight)","Silver","Men","BLAGOEV, Blagoi","Moscow","BUL",1980
"Weightlifting","Weightlifting","82.5 - 90KG, Total (Middle-Heavyweight)","Bronze","Men","MANTEK, Frank","Moscow","GDR",1980
"Weightlifting","Weightlifting","82.5 - 90KG, Total (Middle-Heavyweight)","Gold","Men","BACZAKO, Peter","Moscow","HUN",1980
"Weightlifting","Weightlifting","82.5 - 90KG, Total (Middle-Heavyweight)","Silver","Men","ALEKSANDROV, Rumen","Moscow","BUL",1980
"Weightlifting","Weightlifting","90 - 100KG, Total (First-Heavyweight)","Bronze","Men","BLANCO FERNANDEZ, Alberto","Moscow","CUB",1980
"Weightlifting","Weightlifting","90 - 100KG, Total (First-Heavyweight)","Gold","Men","ZAREMBA, Ota","Moscow","TCH",1980
"Weightlifting","Weightlifting","90 - 100KG, Total (First-Heavyweight)","Silver","Men","NIKITIN, Igor","Moscow","URS",1980
"Wrestling","Wrestling Free.","- 48KG (Light-Flyweight)","Bronze","Men","KORNILAEV, Sergei","Moscow","URS",1980
"Wrestling","Wrestling Free.","- 48KG (Light-Flyweight)","Gold","Men","POLLIO, Claudio","Moscow","ITA",1980
"Wrestling","Wrestling Free.","- 48KG (Light-Flyweight)","Silver","Men","JANG, Se Hong","Moscow","PRK",1980
"Wrestling","Wrestling Free.","+ 100KG (Super Heavyweight)","Bronze","Men","SANDURSKI, Adam","Moscow","POL",1980
"Wrestling","Wrestling Free.","+ 100KG (Super Heavyweight)","Gold","Men","ANDIEV, Soslan","Moscow","URS",1980
"Wrestling","Wrestling Free.","+ 100KG (Super Heavyweight)","Silver","Men","BALLA, Jozsef","Moscow","HUN",1980
"Wrestling","Wrestling Free.","48 - 52KG (Flyweight)","Bronze","Men","SELIMOV, Nermedin","Moscow","BUL",1980
"Wrestling","Wrestling Free.","48 - 52KG (Flyweight)","Gold","Men","BELOGLAZOV, Anatoli","Moscow","URS",1980
"Wrestling","Wrestling Free.","48 - 52KG (Flyweight)","Silver","Men","STECYK, Wladyslaw","Moscow","POL",1980
"Wrestling","Wrestling Free.","52 - 57KG (Bantamweight)","Bronze","Men","OUINBOLD, Dugarsuren","Moscow","MGL",1980
"Wrestling","Wrestling Free.","52 - 57KG (Bantamweight)","Gold","Men","BELOGLAZOV, Sergei","Moscow","URS",1980
"Wrestling","Wrestling Free.","52 - 57KG (Bantamweight)","Silver","Men","LI, Ho Pyong","Moscow","PRK",1980
"Wrestling","Wrestling Free.","57 - 62KG (Featherweight)","Bronze","Men","HADJIIOANNIDIS, Georgios","Moscow","GRE",1980
"Wrestling","Wrestling Free.","57 - 62KG (Featherweight)","Gold","Men","ABUSHEV, Magomedgasan","Moscow","URS",1980
"Wrestling","Wrestling Free.","57 - 62KG (Featherweight)","Silver","Men","DOUKOV, Mikho","Moscow","BUL",1980
"Wrestling","Wrestling Free.","62 - 68KG (Lightweight)","Bronze","Men","SEJDI, Saban","Moscow","YUG",1980
"Wrestling","Wrestling Free.","62 - 68KG (Lightweight)","Gold","Men","ABSAIDOV, Saipulla","Moscow","URS",1980
"Wrestling","Wrestling Free.","62 - 68KG (Lightweight)","Silver","Men","YANKOV, Ivan","Moscow","BUL",1980
"Wrestling","Wrestling Free.","68 - 74KG (Welterweight)","Bronze","Men","KARABIN, Dan","Moscow","TCH",1980
"Wrestling","Wrestling Free.","68 - 74KG (Welterweight)","Gold","Men","RAICHEV, Valentin","Moscow","BUL",1980
"Wrestling","Wrestling Free.","68 - 74KG (Welterweight)","Silver","Men","DAVAAJAV, Jamtsying","Moscow","MGL",1980
"Wrestling","Wrestling Free.","74 - 82KG (Middleweight)","Bronze","Men","KOVACS, Istvan","Moscow","HUN",1980
"Wrestling","Wrestling Free.","74 - 82KG (Middleweight)","Gold","Men","ABILOV, Ismail","Moscow","BUL",1980
"Wrestling","Wrestling Free.","74 - 82KG (Middleweight)","Silver","Men","ARATSILOV, Magomedkhan","Moscow","URS",1980
"Wrestling","Wrestling Free.","82 - 90KG (Light-Heavyweight)","Bronze","Men","CICHON, Aleksander","Moscow","POL",1980
"Wrestling","Wrestling Free.","82 - 90KG (Light-Heavyweight)","Gold","Men","OGANISIAN, Sanasar","Moscow","URS",1980
"Wrestling","Wrestling Free.","82 - 90KG (Light-Heavyweight)","Silver","Men","NEUPERT, Uwe","Moscow","GDR",1980
"Wrestling","Wrestling Free.","90 - 100KG (Heavyweight)","Bronze","Men","STRNISKO, Julius","Moscow","TCH",1980
"Wrestling","Wrestling Free.","90 - 100KG (Heavyweight)","Gold","Men","MATE, Ilia","Moscow","URS",1980
"Wrestling","Wrestling Free.","90 - 100KG (Heavyweight)","Silver","Men","CHERVENKOV, Slavcho","Moscow","BUL",1980
"Wrestling","Wrestling Gre-R","- 48KG (Light-Flyweight)","Bronze","Men","SERES, Ferenc","Moscow","HUN",1980
"Wrestling","Wrestling Gre-R","- 48KG (Light-Flyweight)","Gold","Men","USHKEMPIROV, Zhaksylyk","Moscow","URS",1980
"Wrestling","Wrestling Gre-R","- 48KG (Light-Flyweight)","Silver","Men","ALEXANDRU, Constantin","Moscow","ROU",1980
"Wrestling","Wrestling Gre-R","+ 100KG (Super Heavyweight)","Bronze","Men","BCHARA, Hassan","Moscow","LIB",1980
"Wrestling","Wrestling Gre-R","+ 100KG (Super Heavyweight)","Gold","Men","KOLCHINSKY, Aleksandr","Moscow","URS",1980
"Wrestling","Wrestling Gre-R","+ 100KG (Super Heavyweight)","Silver","Men","TOMOV, Aleksandr","Moscow","BUL",1980
