nombre,artista,anio,duracion_seg,popularidad,energia,bailabilidad,positividad,acustica,instrumental,en_vivo,habla,volumen_db,tempo_bpm,tono_mayor,explicito
Dust in the Wind,Kansas,1984,205.6,59,0.251,0.498,0.419,0.212,1.59e-05,0.107,0.0299,-13.734,93.5,0,0
Paramar,Los Prisioneros,1984,225.8,57,0.648,0.555,0.466,0.149,1.32e-06,0.114,0.0908,-7.684,147.5,1,0
Florida Rain Storm,Nataural,1984,170.9,53,0.774,0.211,0.0358,0.002,0.759,0.146,0.0771,-20.97,54.4,0,0
Bang Your Head (Metal Health),Quiet Riot,1984,234.4,53,0.941,0.553,0.634,0.0241,0.000684,0.325,0.0517,-6.786,121.3,0,0
Reel Around the Fountain - 2011 Remaster,The Smiths,1984,359.2,52,0.571,0.67,0.899,0.00507,7.23e-05,0.124,0.0255,-9.976,109.9,1,0
Hand in Glove - 2011 Remaster,The Smiths,1984,202.6,52,0.89,0.445,0.915,8.97e-05,0.000176,0.284,0.0354,-7.242,141.8,0,0
Te Hacen Falta Vitaminas - Remasterizado 2007,Soda Stereo,1984,158.3,52,0.966,0.582,0.948,0.0516,0.231,0.0412,0.0675,-3.712,186.3,1,0
Ride On,Christy Moore,1984,245.2,50,0.238,0.569,0.378,0.9,0.011,0.0996,0.0301,-14.974,112.1,0,0
Albert's Shuffle,Mike Bloomfield,1984,415.0,49,0.492,0.303,0.677,0.197,0.63,0.288,0.039,-10.716,200.0,1,0
Cómo has hecho,Dúo Hnos. Gaitán Castro,1984,269.1,49,0.814,0.548,0.667,0.593,1.65e-05,0.143,0.0406,-5.624,98.5,1,0
Cómo pudiste hacerme esto a mí,Alaska Y Dinarama,1984,247.1,48,0.906,0.599,0.392,0.0455,4.91e-06,0.0375,0.0412,-3.009,140.3,1,0
Raros Peinados Nuevos,Charly García,1984,214.8,48,0.672,0.803,0.772,0.174,0.00167,0.051,0.035,-9.285,111.2,0,0
A Dangerous Meeting,Mercyful Fate,1984,312.8,47,0.929,0.258,0.494,0.00972,0.414,0.34,0.0688,-9.571,138.3,0,0
Cohesion,Minutemen,1984,116.9,46,0.196,0.387,0.372,0.931,0.874,0.11,0.0414,-22.884,95.9,1,0
Sunset Grill,Don Henley,1984,379.0,45,0.577,0.557,0.445,0.0796,2.31e-05,0.0604,0.027,-12.175,91.9,1,0
Eat It,"""Weird Al"" Yankovic",1984,201.6,41,0.768,0.751,0.881,0.16,0.0,0.0409,0.0979,-9.833,147.7,1,0
Just Got Lucky,Dokken,1984,274.8,40,0.929,0.435,0.318,0.00182,0.000382,0.303,0.0896,-7.125,138.3,0,0
Coco Loco,Diego Verdaguer,1984,182.2,39,0.626,0.605,0.885,0.581,1.64e-05,0.0894,0.052,-14.418,177.2,1,0
Simplemente Amor,Diego Verdaguer,1984,233.4,38,0.174,0.44,0.0691,0.734,0.0,0.0901,0.0322,-14.426,109.5,0,0
Thank God It's Christmas - 2011 Remaster,Queen,1984,261.6,38,0.42,0.304,0.328,0.215,0.0,0.232,0.0281,-8.882,86.3,1,0
To Germany With Love,Alphaville,1984,254.9,37,0.691,0.598,0.606,0.0228,0.00914,0.152,0.0365,-16.819,134.6,1,0
You Don't Believe,The Alan Parsons Project,1984,266.9,36,0.633,0.667,0.574,0.0683,4.12e-05,0.0725,0.0313,-10.836,122.8,0,0
You Could've Heard a Heart Break,Johnny Lee,1984,196.4,35,0.388,0.695,0.569,0.14,0.0,0.0902,0.0305,-15.232,116.1,1,0
Reaper,Bathory,1984,164.1,35,0.885,0.199,0.531,1.65e-06,0.908,0.405,0.0816,-7.509,87.9,1,0
"Let's Hear It for the Boy - From ""Footloose"" Soundtrack",Deniece Williams,1984,260.8,35,0.428,0.806,0.834,0.0637,0.00123,0.041,0.0672,-11.967,122.8,1,0
Electric Kingdom,Twilight 22,1984,286.0,35,0.624,0.819,0.706,0.00816,0.21,0.0523,0.0599,-11.727,127.2,1,0
Hello Again - 2017 Remaster,The Cars,1984,226.4,35,0.869,0.857,0.922,0.233,0.0265,0.109,0.0429,-5.548,129.4,0,0
Baby Appeal - 2002 Digital Remaster,Red Hot Chili Peppers,1984,220.8,34,0.931,0.738,0.692,0.025,0.0,0.0658,0.108,-4.675,90.6,0,1
Tú y las Nubes,José Alfredo Jimenez,1984,160.4,34,0.197,0.59,0.856,0.97,3.29e-06,0.105,0.058,-16.622,95.5,1,0
Mean Streak,Deep Purple,1984,262.1,33,0.779,0.425,0.867,0.000441,0.0197,0.474,0.0324,-6.651,142.7,1,0
Go Away,Steve Perry,1984,247.2,33,0.743,0.599,0.73,0.413,0.0,0.463,0.0345,-4.53,115.5,0,0
Mi Error,Los Bukis,1984,165.4,33,0.614,0.661,0.895,0.0442,0.0,0.568,0.0515,-9.858,110.8,1,0
Thin Line Between Love and Hate - 2007 Remaster,Pretenders,1984,220.9,33,0.533,0.688,0.65,0.334,0.000684,0.0742,0.0287,-7.664,128.3,0,0
Heart with No Companion,Leonard Cohen,1984,184.5,33,0.387,0.496,0.442,0.753,7.64e-06,0.0886,0.0257,-12.606,83.3,1,0
Las Musiqueras,Los Bukis,1984,196.6,33,0.798,0.61,0.96,0.149,0.0,0.0961,0.0358,-9.456,95.6,1,0
Grandma Got Run over by a Reindeer,Elmo & Patsy,1984,206.4,32,0.53,0.781,0.817,0.227,0.0,0.106,0.0685,-14.848,110.2,1,0
Me Muero Porque Seas Mi Novia,Los Bukis,1984,179.7,32,0.603,0.641,0.973,0.3,0.0,0.0667,0.0369,-10.693,179.6,1,0
Along Comes a Woman - 2009 Remaster,Chicago,1984,258.7,30,0.637,0.739,0.882,0.11,6.62e-06,0.0673,0.0329,-4.598,111.9,1,0
No One Together,Kansas,1984,417.4,28,0.596,0.537,0.606,0.0925,6.23e-05,0.0512,0.0422,-11.15,99.1,1,0
Close to You,Stevie Ray Vaughan,1984,189.0,28,0.75,0.513,0.727,0.03,3.83e-05,0.367,0.0561,-8.576,117.1,1,0
Cleft in the Sky,R. Carlos Nakai,1984,191.7,28,0.0256,0.363,0.333,0.996,0.813,0.0974,0.0591,-26.615,78.7,1,0
En Force - Remastered,Queensrÿche,1984,314.9,27,0.894,0.275,0.0894,0.243,5.47e-06,0.173,0.0876,-5.477,144.3,1,0
"Seek & Destroy (Live at The Hollywood Palladium, Los Angeles, CA – March 10th, 1985)",Metallica,1984,425.6,27,0.953,0.216,0.255,0.000858,0.457,0.442,0.2,-7.691,152.9,0,0
Palo Pa' Rumba,Eddie Palmieri,1984,458.7,27,0.692,0.618,0.887,0.658,0.294,0.0878,0.0435,-11.373,110.8,0,0
Turn on the News,Hüsker Dü,1984,267.8,26,0.944,0.266,0.11,0.00339,0.000134,0.86,0.0596,-12.986,154.3,1,0
Que Pensabas,Los Bukis,1984,202.6,25,0.637,0.508,0.931,0.371,0.0,0.093,0.0825,-8.94,197.1,1,0
R U Experienced,DEVO,1984,188.4,25,0.835,0.545,0.24,0.0153,0.0,0.399,0.08,-9.641,142.0,1,0
Copenhagen Junkie,Chris LeDoux,1984,185.7,24,0.477,0.736,0.72,0.546,0.0,0.0918,0.0616,-14.144,106.8,1,0
Something Isn't Right,Oingo Boingo,1984,222.6,24,0.989,0.633,0.726,0.119,0.0554,0.48,0.0704,-4.146,103.6,1,0
Thorn of Crowns,Echo & the Bunnymen,1984,292.8,23,0.666,0.477,0.203,0.557,3.76e-05,0.0665,0.144,-13.514,125.3,1,0
Undercover Lover,38 Special,1984,251.2,23,0.702,0.515,0.633,0.00782,0.00937,0.104,0.0301,-13.247,115.3,1,0
Mr. Lincoln,"Hank Williams, Jr.",1984,254.4,23,0.392,0.528,0.279,0.0961,1.42e-06,0.0774,0.0302,-13.57,142.4,1,0
Poverty,Ennio Morricone,1984,217.7,22,0.113,0.162,0.0427,0.913,0.71,0.0808,0.033,-19.023,86.0,0,0
Gusty Waves,Nataural,1984,125.2,21,0.931,0.133,0.0264,0.0946,0.832,0.968,0.121,-13.56,88.0,0,0
Bop 'Til You Drop,Rick Springfield,1984,258.7,20,0.873,0.704,0.621,0.133,8.45e-06,0.187,0.0425,-4.738,115.2,0,0
Slave To Love,Bryan Ferry,1985,266.3,66,0.818,0.661,0.79,0.182,0.000995,0.0527,0.0291,-5.9,147.5,1,0
Take Me Home - 2016 Remaster,Phil Collins,1985,353.6,57,0.807,0.62,0.579,0.471,0.108,0.0477,0.0548,-7.753,118.8,1,0
Suspicious Minds,Fine Young Cannibals,1985,239.4,55,0.927,0.396,0.648,0.0621,0.000271,0.211,0.0915,-6.673,129.3,1,0
Voices Carry,'Til Tuesday,1985,263.6,55,0.574,0.583,0.578,0.0282,2.14e-06,0.114,0.0239,-9.044,105.0,1,0
Pretty Young Girl,Bad Boys Blue,1985,213.7,48,0.478,0.747,0.818,0.0523,0.000117,0.0624,0.044,-13.073,117.9,1,0
Volcano,Jimmy Buffett,1985,218.6,48,0.442,0.752,0.934,0.244,0.0,0.0909,0.0714,-15.342,89.2,1,0
Era Mi Vida El,Isabel Pantoja,1985,232.1,46,0.337,0.407,0.285,0.771,0.0,0.196,0.0512,-14.169,105.5,1,0
Heartache Tonight - 2013 Remaster,Eagles,1985,265.7,45,0.511,0.81,0.858,0.0778,0.000226,0.0714,0.0409,-6.454,113.2,1,0
One Day More,Les Misérables-Original London Cast,1985,216.1,45,0.477,0.245,0.262,0.869,9.22e-05,0.18,0.0316,-7.461,81.3,1,0
Mothers Talk,Tears For Fears,1985,306.3,44,0.92,0.608,0.58,0.00379,0.00625,0.357,0.051,-11.807,119.1,1,0
Training Montage - Rocky IV Score Mix,Vince DiCola,1985,312.7,43,0.529,0.53,0.0519,0.0294,0.913,0.385,0.0672,-15.202,81.1,1,0
Rusholme Ruffians - 2011 Remaster,The Smiths,1985,260.1,43,0.895,0.592,0.901,0.114,8.14e-05,0.333,0.029,-7.005,116.4,1,0
With You All The Way,New Edition,1985,217.1,42,0.29,0.579,0.236,0.491,0.0,0.06,0.0304,-15.12,142.2,1,0
Something That Turns You On,Bill Withers,1985,267.4,42,0.293,0.711,0.641,0.786,0.000526,0.0715,0.0403,-16.872,78.2,1,0
Mama's Never Seen Those Eyes,The Forester Sisters,1985,170.1,41,0.469,0.592,0.88,0.0872,0.0,0.0605,0.0268,-12.276,144.2,1,0
Tango Till They're Sore,Tom Waits,1985,171.4,41,0.226,0.656,0.694,0.918,7.54e-06,0.107,0.0399,-15.17,98.3,0,0
If You're Thinking You Want A Stranger (There's One Coming Home),George Strait,1985,176.7,40,0.401,0.709,0.666,0.181,0.0,0.22,0.0351,-15.662,115.5,1,0
Feel The Fire,Peabo Bryson,1985,274.5,40,0.334,0.368,0.301,0.727,0.0,0.0666,0.036,-13.654,124.9,0,0
Ni Tu Amigo Ni Tu Amante,Los Traileros Del Norte,1985,159.1,39,0.462,0.546,0.97,0.125,0.0,0.11,0.164,-7.891,207.0,1,0
People Are People,Depeche Mode,1985,223.7,38,0.883,0.693,0.855,0.0541,0.0,0.267,0.0665,-4.591,119.9,0,0
I Don't Need Her,The Outfield,1985,231.9,38,0.703,0.443,0.595,0.0375,0.0,0.0643,0.0714,-12.839,122.9,1,0
The Shadow Of Love,The Damned,1985,230.0,36,0.6,0.483,0.655,0.159,0.299,0.521,0.0323,-11.83,109.9,1,0
I See Your Smile,Gloria Estefan,1985,274.1,36,0.457,0.403,0.231,0.237,0.0,0.185,0.0272,-8.984,79.2,1,0
Con las botas puestas,Ángeles Del Infierno,1985,221.6,36,0.767,0.257,0.165,0.0051,3.44e-05,0.238,0.105,-13.346,135.5,1,0
Ma and Pa,Fishbone,1985,199.6,35,0.935,0.716,0.961,0.0662,1.05e-06,0.0898,0.0613,-4.206,100.2,0,0
Armed And Dangerous,Anthrax,1985,343.4,34,0.923,0.132,0.199,0.00259,0.176,0.167,0.247,-13.106,205.5,0,0
Waiting,E.G. Daily,1985,278.5,34,0.448,0.69,0.785,0.175,0.000447,0.0986,0.0448,-16.716,92.9,1,0
Mañana,Los Bukis,1985,197.4,34,0.529,0.744,0.93,0.523,8.19e-05,0.153,0.0299,-12.432,132.0,1,0
Timberline,Emmylou Harris,1985,171.8,33,0.21,0.545,0.797,0.416,0.000263,0.0619,0.0294,-20.59,80.9,1,0
Waitress in the Sky,The Replacements,1985,122.9,33,0.717,0.736,0.967,0.191,1.91e-06,0.177,0.0284,-9.486,132.1,1,0
These Boots,Megadeth,1985,216.0,33,0.996,0.225,0.071,0.000101,0.00923,0.049,0.312,-3.181,158.8,0,0
Rock House,Circle Jerks,1985,150.6,33,0.874,0.56,0.456,0.0212,4.04e-05,0.279,0.0359,-9.2,115.5,1,0
Take on Me - Single Mix,a-ha,1985,226.3,33,0.728,0.677,0.738,0.0565,0.000708,0.196,0.0509,-7.743,168.0,1,0
Lovesick Blues,Hank Williams,1985,165.4,33,0.246,0.759,0.745,0.967,4.73e-06,0.155,0.0422,-11.14,126.4,1,0
Unicron Medley,Vince DiCola,1985,326.4,31,0.562,0.528,0.113,0.0433,0.82,0.156,0.0334,-10.472,90.5,0,0
El Ascensor,Los Reyes Locos,1985,176.4,31,0.755,0.693,0.953,0.33,5.95e-05,0.182,0.0376,-8.871,108.9,1,0
Say What!,Stevie Ray Vaughan,1985,323.6,31,0.654,0.321,0.841,0.00463,3e-05,0.216,0.0391,-13.343,130.4,0,0
Corazones de Piedra,Óscar Medina,1985,233.0,31,0.404,0.709,0.852,0.825,0.0,0.196,0.0288,-11.257,108.6,1,0
Hunger,King Kobra,1985,210.1,31,0.966,0.411,0.291,0.0137,0.0,0.894,0.0891,-3.984,128.6,1,0
A Rock and a Hard Place,Sisters of Mercy,1985,215.5,31,0.94,0.676,0.814,0.00785,0.228,0.122,0.0411,-14.304,133.7,1,0
Chitlins Con Carne,Stevie Ray Vaughan,1985,236.3,30,0.411,0.738,0.637,0.0486,0.141,0.199,0.0339,-12.522,111.8,0,0
Little Black Samba,"Grover Washington, Jr.",1985,341.3,29,0.622,0.75,0.964,0.0944,0.0,0.0483,0.0543,-10.5,110.9,0,0
Paintwork,The Fall,1985,398.2,29,0.678,0.621,0.906,0.618,0.07,0.151,0.0579,-12.948,123.9,1,0
Ay Mi Cuba,"Celia Cruz, Tito Puente, Héctor Lavoe, Hector Casanova, Adalberto Santiago, Pete ""El Conde"" Rodriguez, Justi Barreto",1985,296.7,28,0.689,0.834,0.898,0.778,1.59e-06,0.143,0.0345,-3.874,119.4,1,0
Look Mama,Howard Jones,1985,232.7,28,0.934,0.713,0.654,0.214,0.0433,0.271,0.0302,-4.6,117.3,1,0
The Oak Tree,Morris Day,1985,442.5,27,0.752,0.772,0.672,0.128,0.000684,0.324,0.178,-11.411,118.2,0,0
Maps And Legends,R.E.M.,1985,190.5,27,0.463,0.504,0.797,0.134,0.793,0.116,0.0306,-14.079,116.3,1,0
Apathy,Subhumans,1985,163.3,26,0.908,0.387,0.517,0.00873,0.0,0.339,0.13,-4.634,104.6,0,0
Stressed Out (Close to the Edge),Airplay,1985,258.2,26,0.7,0.697,0.859,0.139,0.00213,0.068,0.047,-13.59,118.2,0,0
Let the Wind Blow,The Imperials,1985,303.8,25,0.263,0.707,0.814,0.141,1.35e-05,0.0986,0.028,-17.513,111.8,0,0
Love Montage: I Saw Him Once / In My Life / A Heart Full of Love,"Rebecca Caine, Colm Wilkinson, Michael Ball, Frances Ruffelle",1985,318.4,25,0.267,0.228,0.11,0.97,0.0348,0.319,0.0348,-11.436,85.3,1,0
If I Know A Song Of Africa (Karen's Theme III) - Out Of Africa/Soundtrack Version,John Barry,1985,132.4,25,0.0384,0.212,0.137,0.984,0.869,0.0858,0.04,-27.419,80.6,0,0
Bodhisattva,Steely Dan,1985,319.0,25,0.768,0.524,0.804,0.118,0.0208,0.038,0.0427,-11.737,109.6,1,0
Betty's Bein' Bad,Sawyer Brown,1985,201.1,25,0.617,0.464,0.922,0.00415,0.0081,0.311,0.0345,-13.384,191.2,1,0
The Bowling Song,Raffi,1985,127.9,24,0.203,0.692,0.757,0.856,0.00207,0.101,0.0334,-14.621,136.4,1,0
I've Got the Heart for You,Keith Whitley,1985,157.9,24,0.444,0.752,0.934,0.149,0.0,0.0338,0.037,-13.257,112.2,1,0
Where or When,Wynton Marsalis,1985,169.1,23,0.0567,0.234,0.27,0.99,0.846,0.318,0.0346,-16.53,78.1,1,0
Phantom of the Opera - Live at the Hammersmith Odeon; 1998 Remaster,Iron Maiden,1985,441.6,23,0.959,0.192,0.451,0.00113,0.764,0.964,0.0868,-7.348,174.9,0,0
"If The Phone Doesn't Ring, It's Me",Jimmy Buffett,1985,208.1,22,0.293,0.538,0.405,0.299,0.0,0.0956,0.0323,-17.169,187.3,1,0
Please Come to Boston,David Allan Coe,1985,257.4,22,0.303,0.581,0.559,0.629,0.0,0.155,0.0474,-15.424,72.2,1,0
Carrie,Europe,1986,272.1,70,0.487,0.457,0.139,0.113,2.37e-06,0.358,0.0266,-7.112,136.6,1,0
Hasta Que Te Conocí,Juan Gabriel,1986,433.5,67,0.306,0.329,0.189,0.739,1.01e-06,0.0679,0.0327,-10.25,170.2,0,0
Love Walks In,Van Halen,1986,310.9,56,0.434,0.2,0.37,0.263,0.0,0.117,0.0294,-14.274,83.9,0,0
The Queen Is Dead - 2017 Master,The Smiths,1986,384.2,50,0.904,0.508,0.571,0.000421,0.0577,0.852,0.0559,-5.577,140.5,1,0
Girl Can't Help It,Journey,1986,230.6,49,0.922,0.517,0.448,0.0556,4.15e-06,0.358,0.078,-2.341,126.0,0,0
Silver Moon Over Sleeping Steeples,David Sylvian,1986,141.1,48,0.195,0.249,0.0389,0.944,0.883,0.0609,0.0372,-19.833,119.8,1,0
De Oro,La Familia André,1986,279.6,45,0.73,0.502,0.735,0.0825,2.69e-06,0.104,0.134,-6.979,87.9,1,0
Killer of Giants,Ozzy Osbourne,1986,341.8,45,0.715,0.32,0.22,0.0108,0.000538,0.284,0.0308,-7.133,152.2,0,0
Heartbeat,Don Johnson,1986,260.3,45,0.685,0.623,0.782,0.0201,6.38e-06,0.322,0.0368,-11.515,110.0,0,0
Superman,R.E.M.,1986,173.0,45,0.64,0.452,0.814,0.0577,0.0414,0.231,0.0352,-10.89,115.1,1,0
Welcome Home (Sanitarium) (Remastered),Metallica,1986,387.1,44,0.767,0.309,0.413,0.000305,0.151,0.0967,0.033,-9.676,97.9,1,0
Answers Me,Arthur Russell,1986,130.6,43,0.157,0.691,0.201,0.00726,0.666,0.17,0.157,-21.504,101.5,0,0
Don't Let's Start,They Might Be Giants,1986,156.0,43,0.638,0.63,0.897,0.0705,0.0063,0.0961,0.045,-13.219,131.5,1,0
Little Rock,Reba McEntire,1986,187.1,40,0.466,0.662,0.831,0.38,5.71e-06,0.0838,0.0365,-14.705,140.1,1,0
In the Shape of a Heart,Jackson Browne,1986,342.2,40,0.558,0.757,0.72,0.253,5.73e-06,0.0933,0.0293,-8.365,126.4,1,0
Te quiero,Hombres G,1986,225.8,40,0.711,0.736,0.719,0.0029,0.000275,0.0948,0.0352,-5.503,112.3,1,0
"Born In The U.S.A. - Live at LA Coliseum, Los Angeles, CA - September 1985",Bruce Springsteen,1986,371.5,39,0.82,0.238,0.42,0.000624,3.37e-05,0.694,0.0636,-11.509,121.5,1,0
"When the Going Gets Tough, the Tough Get Going",Billy Ocean,1986,343.8,38,0.78,0.76,0.94,0.305,0.0,0.321,0.0526,-5.724,121.9,1,0
Vivre Sur Video,Trans-X,1986,372.2,38,0.61,0.708,0.964,0.000246,0.369,0.0769,0.0332,-9.947,131.0,0,0
Stand by Me,Ben E. King,1986,174.8,38,0.271,0.668,0.694,0.5,2.53e-06,0.233,0.0379,-10.321,119.1,1,0
Land of Confusion,Genesis,1986,286.2,37,0.949,0.633,0.806,0.0214,0.000212,0.144,0.0414,-4.379,115.2,1,0
Whole Lotta Lovin',Huey Lewis & The News,1986,210.9,36,0.729,0.503,0.725,0.0888,0.0,0.286,0.0372,-12.28,79.8,1,0
Emotion In Motion,Ric Ocasek,1986,280.6,36,0.527,0.657,0.926,0.3,0.234,0.0669,0.029,-12.107,106.0,1,0
Castle in the Sky,Joe Hisaishi,1986,277.0,35,0.297,0.117,0.0486,0.817,0.947,0.0746,0.036,-13.884,82.6,0,0
Salamandra,Miguel Bosé,1986,243.7,35,0.549,0.769,0.913,0.245,0.000452,0.128,0.0273,-13.378,127.0,1,0
"Reason To Believe - Live at Meadowlands Arena, E. Rutherford, NJ - August 1984",Bruce Springsteen,1986,315.6,35,0.323,0.465,0.405,0.601,0.000147,0.964,0.0481,-17.745,130.8,1,0
"Spirit in the Night - Live at the Roxy Theatre, W. Hollywood, CA - July 1978",Bruce Springsteen,1986,382.3,35,0.736,0.328,0.5,0.347,1.07e-05,0.988,0.0736,-12.784,116.8,0,0
Aggressive Perfector,Slayer,1986,149.2,35,0.998,0.39,0.0763,7.81e-05,0.184,0.212,0.181,-3.588,109.7,1,0
I Don't Wanna Talk About It,Indigo Girls,1986,216.3,34,0.46,0.539,0.499,0.441,0.000471,0.17,0.0255,-9.034,83.9,1,0
Everything She Wants - Remix,Wham!,1986,389.5,34,0.514,0.874,0.919,0.402,0.00402,0.337,0.0313,-13.251,115.0,0,0
Radio Head - 2005 Remaster,"Talking Heads, Jerry Harrison",1986,212.0,34,0.943,0.649,0.973,0.0478,0.0,0.354,0.0418,-5.435,122.9,1,0
Here Comes the Knight,Van Morrison,1986,224.5,33,0.499,0.541,0.522,0.335,0.0387,0.0926,0.0318,-9.226,65.2,1,0
I Think I Like It,Boston,1986,246.6,33,0.515,0.333,0.243,0.29,0.00138,0.106,0.058,-14.615,125.9,0,0
Troops of Doom,Sepultura,1986,203.4,32,0.998,0.372,0.0354,0.0312,0.015,0.0927,0.302,-4.97,106.0,0,0
Opportunity,Bobby McFerrin,1986,233.3,31,0.127,0.554,0.461,0.898,0.000179,0.141,0.0967,-23.008,102.8,0,0
Eraqe Rahmane,Ramzan Xanni,1986,64.5,30,0.944,0.648,0.547,0.422,0.939,0.0991,0.0344,-8.59,130.0,0,0
Dressed in White,King Diamond,1986,188.2,30,0.944,0.358,0.197,0.000182,0.00733,0.604,0.0573,-11.764,79.4,1,0
Swallowed By The Cracks,David & David,1986,256.0,30,0.693,0.742,0.915,0.239,4.99e-06,0.0804,0.0401,-12.635,119.8,1,0
Let Me Help,Bad Brains,1986,137.6,30,0.932,0.385,0.306,0.00505,1.69e-05,0.326,0.0637,-13.271,111.2,1,0
Dos Claveles,Los Invasores De Nuevo León,1986,182.1,30,0.685,0.814,0.966,0.0744,3.63e-06,0.107,0.0356,-9.066,100.2,1,0
The River Runs Low,"Bruce Hornsby, The Range",1986,267.4,30,0.32,0.49,0.404,0.687,8.12e-05,0.303,0.0285,-12.315,130.9,1,0
The Runner,Manfred Mann's Earth Band,1986,282.1,30,0.378,0.71,0.118,0.565,0.0,0.146,0.068,-13.162,121.2,1,0
State of the Nation,New Order,1986,396.8,30,0.906,0.59,0.728,0.0324,0.0246,0.099,0.0501,-6.085,116.0,0,0
Rock Me To The Top,Tesla,1986,218.6,30,0.809,0.494,0.716,0.00267,0.0125,0.197,0.0388,-9.78,138.0,1,0
Another Wasted Night,Gang Green,1986,150.2,29,0.851,0.244,0.736,5.36e-05,0.0165,0.31,0.0545,-11.244,92.3,0,1
Thinking of You,Harlequin,1986,264.9,29,0.648,0.495,0.535,0.198,0.00809,0.219,0.0485,-12.084,157.0,1,0
Secret Lives,Electric Light Orchestra,1986,212.0,28,0.726,0.71,0.938,0.22,4.26e-05,0.0774,0.0292,-8.946,127.9,1,0
Renegades Of Funk - The Latin Rascals Remix,"Afrika Bambaataa, The Soulsonic Force",1986,406.6,27,0.703,0.847,0.756,0.00276,0.000151,0.454,0.0768,-12.695,114.5,0,0
Champagne,Kenny G,1986,285.5,26,0.742,0.659,0.753,0.047,0.917,0.0627,0.031,-11.591,105.4,0,0
All I Wanted,Kansas,1986,201.1,26,0.47,0.492,0.665,0.0156,0.0,0.659,0.0367,-14.237,113.2,1,0
Before Too Long,Paul Kelly,1986,204.0,26,0.825,0.584,0.782,0.013,0.000265,0.279,0.0282,-5.126,133.9,1,0
"Breakfast Machine - From ""Pee Wee's Big Adventure""",Danny Elfman,1986,156.5,26,0.489,0.58,0.56,0.365,0.113,0.178,0.0658,-13.989,156.7,0,0
Metal Forces,Onslaught,1986,396.8,25,0.939,0.167,0.348,2.42e-06,0.757,0.0705,0.0539,-2.513,106.4,1,0
Boy - Extended Mix Version,Book Of Love,1986,268.8,25,0.459,0.753,0.366,7.85e-05,0.411,0.0733,0.0398,-12.791,122.9,1,0
Summer of Love,The B-52's,1986,242.0,25,0.927,0.769,0.961,0.0235,0.0371,0.0307,0.0452,-7.825,130.9,0,0
Reagan - Live,Robin Williams,1986,345.3,24,0.79,0.569,0.166,0.852,0.0,0.478,0.958,-13.108,95.8,1,0
Tearing Me Apart,Agent Orange,1986,191.5,24,0.809,0.375,0.678,5.84e-05,0.0337,0.664,0.0623,-11.427,91.7,1,0
Why Lady Why,Alabama,1986,250.0,24,0.386,0.309,0.325,0.0483,0.000694,0.0897,0.0303,-11.617,137.5,1,0
One In A Million,38 Special,1986,229.5,23,0.38,0.366,0.653,0.0305,3.38e-06,0.0507,0.0323,-16.44,118.5,1,0
Slip of the Tongue,Kenny G,1986,292.3,20,0.724,0.733,0.735,0.0432,0.347,0.0936,0.0387,-7.163,111.6,1,0
Las Mil Y Una Noches,Flans,1987,280.0,65,0.646,0.897,0.454,0.434,0.291,0.0912,0.0302,-6.398,113.8,0,0
Holiday in Cambodia,Dead Kennedys,1987,224.9,61,0.927,0.133,0.5,0.00344,0.00044,0.0915,0.0741,-5.371,197.7,1,0
(I'll Never Be) Maria Magdalena - Single Verison,Sandra,1987,239.8,61,0.559,0.613,0.772,0.0992,0.0205,0.314,0.0268,-14.127,104.1,1,0
Didn't We Almost Have It All,Whitney Houston,1987,305.1,60,0.489,0.54,0.336,0.416,0.000915,0.142,0.0269,-10.151,131.0,1,0
China In Your Hand - Single Version,T'Pau,1987,249.9,58,0.718,0.355,0.253,0.235,0.0,0.0694,0.0388,-6.46,139.4,1,0
Electric Blue,ICEHOUSE,1987,263.7,58,0.909,0.688,0.641,0.0608,1.97e-06,0.1,0.0354,-4.756,109.7,1,0
Girlfriend in a Coma - 2011 Remaster,The Smiths,1987,122.8,56,0.626,0.68,0.96,0.126,1.3e-06,0.0995,0.0255,-8.519,104.3,1,0
Too Drunk to Fuck,Dead Kennedys,1987,160.7,54,0.966,0.441,0.586,0.000548,0.000829,0.415,0.0503,-4.876,103.3,0,1
Mandinka,Sinéad O'Connor,1987,227.7,51,0.771,0.618,0.866,0.0285,2.51e-06,0.0862,0.0404,-8.425,130.1,1,0
The Way You Make Me Feel - 2012 Remaster,Michael Jackson,1987,298.1,51,0.854,0.877,0.54,0.0544,5.5e-05,0.144,0.147,-4.523,114.5,1,0
Ocean Front Property,George Strait,1987,188.8,50,0.324,0.657,0.769,0.119,0.0,0.282,0.0289,-15.707,78.3,1,0
(I'll Remember) In The Still Of The Night,The Five Satins,1987,185.6,49,0.211,0.503,0.296,0.878,0.0,0.0829,0.0324,-18.197,71.3,1,0
El Genio Del Dub - Remasterizado 2008,Los Fabulosos Cadillacs,1987,321.4,49,0.848,0.712,0.366,0.00103,0.329,0.0603,0.0489,-6.583,106.7,0,0
Wait,White Lion,1987,240.8,48,0.65,0.426,0.416,0.0607,4.21e-06,0.279,0.0347,-10.139,142.0,1,0
Wild Flower,The Cult,1987,218.3,48,0.657,0.535,0.818,0.00809,0.000173,0.0955,0.0537,-10.584,135.5,1,0
Head to Toe,Lisa Lisa & Cult Jam,1987,303.3,45,0.511,0.879,0.839,0.0425,0.0074,0.176,0.124,-11.36,113.8,0,0
