hpi_flavor,frequency,place_name,index,gdp_pc,inflation_avg,unemployment_rate,current_account_bal,date,gspc_close
purchase-only,monthly,West North Central Division,214.5,54187.9,0.121,5.275,-2.244,01/01/15,1994.98999
purchase-only,monthly,West North Central Division,214.88,54187.9,0.121,5.275,-2.244,01/02/15,2104.5
purchase-only,monthly,West North Central Division,215.92,54187.9,0.121,5.275,-2.244,01/03/15,2067.889893
purchase-only,monthly,West North Central Division,217.68,54187.9,0.121,5.275,-2.244,01/04/15,2085.51001
purchase-only,monthly,West North Central Division,218.48,54187.9,0.121,5.275,-2.244,01/05/15,2107.389893
purchase-only,monthly,West North Central Division,218.66,54187.9,0.121,5.275,-2.244,01/06/15,2063.110107
purchase-only,monthly,West North Central Division,219.3,54187.9,0.121,5.275,-2.244,01/07/15,2103.840088
purchase-only,monthly,West North Central Division,220.91,54187.9,0.121,5.275,-2.244,01/08/15,1972.180054
purchase-only,monthly,West North Central Division,221.25,54187.9,0.121,5.275,-2.244,01/09/15,1920.030029
purchase-only,monthly,West North Central Division,222.17,54187.9,0.121,5.275,-2.244,01/10/15,2079.360107
purchase-only,monthly,West North Central Division,222.64,54187.9,0.121,5.275,-2.244,01/11/15,2080.409912
purchase-only,monthly,West North Central Division,225.39,54187.9,0.121,5.275,-2.244,01/12/15,2043.939941
purchase-only,monthly,West North Central Division,226.12,54700.34,1.267,4.875,-2.119,01/01/16,1940.23999
purchase-only,monthly,West North Central Division,228.15,54700.34,1.267,4.875,-2.119,01/02/16,1932.22998
purchase-only,monthly,West North Central Division,226.52,54700.34,1.267,4.875,-2.119,01/03/16,2059.73999
purchase-only,monthly,West North Central Division,228.04,54700.34,1.267,4.875,-2.119,01/04/16,2065.300049
purchase-only,monthly,West North Central Division,228.36,54700.34,1.267,4.875,-2.119,01/05/16,2096.949951
purchase-only,monthly,West North Central Division,229.28,54700.34,1.267,4.875,-2.119,01/06/16,2098.860107
purchase-only,monthly,West North Central Division,231.27,54700.34,1.267,4.875,-2.119,01/07/16,2173.600098
purchase-only,monthly,West North Central Division,231.35,54700.34,1.267,4.875,-2.119,01/08/16,2170.949951
purchase-only,monthly,West North Central Division,233.31,54700.34,1.267,4.875,-2.119,01/09/16,2168.27002
purchase-only,monthly,West North Central Division,233.73,54700.34,1.267,4.875,-2.119,01/10/16,2126.149902
purchase-only,monthly,West North Central Division,235.54,54700.34,1.267,4.875,-2.119,01/11/16,2198.810059
purchase-only,monthly,West North Central Division,235.5,54700.34,1.267,4.875,-2.119,01/12/16,2238.830078
purchase-only,monthly,West North Central Division,235.97,55572.58,2.131,4.358,-1.887,01/01/17,2278.870117
purchase-only,monthly,West North Central Division,237.23,55572.58,2.131,4.358,-1.887,01/02/17,2363.639893
purchase-only,monthly,West North Central Division,238.66,55572.58,2.131,4.358,-1.887,01/03/17,2362.719971
purchase-only,monthly,West North Central Division,239.7,55572.58,2.131,4.358,-1.887,01/04/17,2384.199951
purchase-only,monthly,West North Central Division,242.03,55572.58,2.131,4.358,-1.887,01/05/17,2411.800049
purchase-only,monthly,West North Central Division,242.08,55572.58,2.131,4.358,-1.887,01/06/17,2423.409912
purchase-only,monthly,West North Central Division,242.75,55572.58,2.131,4.358,-1.887,01/07/17,2470.300049
purchase-only,monthly,West North Central Division,244.2,55572.58,2.131,4.358,-1.887,01/08/17,2471.649902
purchase-only,monthly,West North Central Division,244.45,55572.58,2.131,4.358,-1.887,01/09/17,2519.360107
purchase-only,monthly,West North Central Division,245.45,55572.58,2.131,4.358,-1.887,01/10/17,2575.26001
purchase-only,monthly,West North Central Division,248.11,55572.58,2.131,4.358,-1.887,01/11/17,2647.580078
purchase-only,monthly,West North Central Division,247.45,55572.58,2.131,4.358,-1.887,01/12/17,2673.610107
purchase-only,monthly,West North Central Division,251.15,56904.34,2.439,3.892,-2.142,01/01/18,2823.810059
purchase-only,monthly,West North Central Division,251.04,56904.34,2.439,3.892,-2.142,01/02/18,2713.830078
purchase-only,monthly,West North Central Division,252.9,56904.34,2.439,3.892,-2.142,01/03/18,2640.870117
purchase-only,monthly,West North Central Division,252.94,56904.34,2.439,3.892,-2.142,01/04/18,2648.050049
purchase-only,monthly,West North Central Division,254.35,56904.34,2.439,3.892,-2.142,01/05/18,2705.27002
purchase-only,monthly,West North Central Division,255.57,56904.34,2.439,3.892,-2.142,01/06/18,2718.370117
purchase-only,monthly,West North Central Division,257.52,56904.34,2.439,3.892,-2.142,01/07/18,2816.290039
purchase-only,monthly,West North Central Division,257.09,56904.34,2.439,3.892,-2.142,01/08/18,2901.52002
purchase-only,monthly,West North Central Division,257.7,56904.34,2.439,3.892,-2.142,01/09/18,2913.97998
purchase-only,monthly,West North Central Division,259.27,56904.34,2.439,3.892,-2.142,01/10/18,2711.73999
purchase-only,monthly,West North Central Division,260.46,56904.34,2.439,3.892,-2.142,01/11/18,2760.169922
purchase-only,monthly,West North Central Division,261.5,56904.34,2.439,3.892,-2.142,01/12/18,2506.850098
purchase-only,monthly,West North Central Division,263.33,57940.11,1.813,3.683,-2.066,01/01/19,2704.100098
purchase-only,monthly,West North Central Division,264.11,57940.11,1.813,3.683,-2.066,01/02/19,2784.48999
purchase-only,monthly,West North Central Division,265.46,57940.11,1.813,3.683,-2.066,01/03/19,2834.399902
purchase-only,monthly,West North Central Division,265.53,57940.11,1.813,3.683,-2.066,01/04/19,2945.830078
purchase-only,monthly,West North Central Division,265.81,57940.11,1.813,3.683,-2.066,01/05/19,2752.060059
purchase-only,monthly,West North Central Division,267.25,57940.11,1.813,3.683,-2.066,01/06/19,2941.76001
purchase-only,monthly,West North Central Division,267.9,57940.11,1.813,3.683,-2.066,01/07/19,2980.379883
purchase-only,monthly,West North Central Division,269.76,57940.11,1.813,3.683,-2.066,01/08/19,2926.459961
purchase-only,monthly,West North Central Division,271.38,57940.11,1.813,3.683,-2.066,01/09/19,2976.73999
purchase-only,monthly,West North Central Division,272.25,57940.11,1.813,3.683,-2.066,01/10/19,3037.560059
purchase-only,monthly,West North Central Division,273.66,57940.11,1.813,3.683,-2.066,01/11/19,3140.97998
purchase-only,monthly,West North Central Division,276.92,57940.11,1.813,3.683,-2.066,01/12/19,3230.780029
purchase-only,monthly,West North Central Division,276.72,55875.47,1.251,8.092,-2.835,01/01/20,3225.52002
purchase-only,monthly,West North Central Division,279.53,55875.47,1.251,8.092,-2.835,01/02/20,2954.219971
purchase-only,monthly,West North Central Division,278.84,55875.47,1.251,8.092,-2.835,01/03/20,2584.590088
purchase-only,monthly,West North Central Division,280.44,55875.47,1.251,8.092,-2.835,01/04/20,2912.429932
purchase-only,monthly,West North Central Division,278.95,55875.47,1.251,8.092,-2.835,01/05/20,3044.310059
purchase-only,monthly,West North Central Division,282.33,55875.47,1.251,8.092,-2.835,01/06/20,3100.290039
purchase-only,monthly,West North Central Division,285.43,55875.47,1.251,8.092,-2.835,01/07/20,3271.120117
purchase-only,monthly,West North Central Division,291.01,55875.47,1.251,8.092,-2.835,01/08/20,3500.310059
purchase-only,monthly,West North Central Division,295.58,55875.47,1.251,8.092,-2.835,01/09/20,3363.0
purchase-only,monthly,West North Central Division,299.07,55875.47,1.251,8.092,-2.835,01/10/20,3269.959961
purchase-only,monthly,West North Central Division,301.45,55875.47,1.251,8.092,-2.835,01/11/20,3621.629883
purchase-only,monthly,West North Central Division,304.63,55875.47,1.251,8.092,-2.835,01/12/20,3756.070068
purchase-only,monthly,West North Central Division,308.32,59009.85,4.683,5.367,-3.566,01/01/21,3714.23999
purchase-only,monthly,West North Central Division,311.09,59009.85,4.683,5.367,-3.566,01/02/21,3811.149902
purchase-only,monthly,West North Central Division,313.31,59009.85,4.683,5.367,-3.566,01/03/21,3972.889893
purchase-only,monthly,West North Central Division,317.02,59009.85,4.683,5.367,-3.566,01/04/21,4181.169922
purchase-only,monthly,West North Central Division,322.59,59009.85,4.683,5.367,-3.566,01/05/21,4204.109863
purchase-only,monthly,West North Central Division,326.53,59009.85,4.683,5.367,-3.566,01/06/21,4297.5
purchase-only,monthly,West North Central Division,329.82,59009.85,4.683,5.367,-3.566,01/07/21,4395.259766
purchase-only,monthly,West North Central Division,332.96,59009.85,4.683,5.367,-3.566,01/08/21,4522.680176
purchase-only,monthly,West North Central Division,336.1,59009.85,4.683,5.367,-3.566,01/09/21,4307.540039
purchase-only,monthly,West North Central Division,339.52,59009.85,4.683,5.367,-3.566,01/10/21,4605.379883
purchase-only,monthly,West North Central Division,342.0,59009.85,4.683,5.367,-3.566,01/11/21,4567.0
purchase-only,monthly,West North Central Division,347.71,59009.85,4.683,5.367,-3.566,01/12/21,4766.180176
purchase-only,monthly,West North Central Division,350.87,60007.14,7.986,3.642,-3.816,01/01/22,4515.549805
purchase-only,monthly,West North Central Division,356.91,60007.14,7.986,3.642,-3.816,01/02/22,4373.939941
purchase-only,monthly,West North Central Division,358.22,60007.14,7.986,3.642,-3.816,01/03/22,4530.410156
purchase-only,monthly,West North Central Division,364.78,60007.14,7.986,3.642,-3.816,01/04/22,4131.930176
purchase-only,monthly,West North Central Division,367.36,60007.14,7.986,3.642,-3.816,01/05/22,4132.149902
purchase-only,monthly,West North Central Division,366.35,60007.14,7.986,3.642,-3.816,01/06/22,3785.379883
purchase-only,monthly,West North Central Division,366.85,60007.14,7.986,3.642,-3.816,01/07/22,4130.290039
purchase-only,monthly,West North Central Division,366.54,60007.14,7.986,3.642,-3.816,01/08/22,3955.0
purchase-only,monthly,West North Central Division,368.07,60007.14,7.986,3.642,-3.816,01/09/22,3585.620117
purchase-only,monthly,West North Central Division,369.01,60007.14,7.986,3.642,-3.816,01/10/22,3871.97998
purchase-only,monthly,West North Central Division,371.32,60007.14,7.986,3.642,-3.816,01/11/22,4080.110107
purchase-only,monthly,West North Central Division,369.57,60007.14,7.986,3.642,-3.816,01/12/22,3839.5
purchase-only,monthly,West North Central Division,371.59,60963.65,4.084,3.569,-2.951,01/01/23,4076.600098
purchase-only,monthly,West North Central Division,375.64,60963.65,4.084,3.569,-2.951,01/02/23,3970.149902
purchase-only,monthly,West North Central Division,377.95,60963.65,4.084,3.569,-2.951,01/03/23,4109.310059
purchase-only,monthly,West North Central Division,380.23,60963.65,4.084,3.569,-2.951,01/04/23,4169.47998
purchase-only,monthly,West North Central Division,382.89,60963.65,4.084,3.569,-2.951,01/05/23,4179.830078
purchase-only,monthly,West North Central Division,384.77,60963.65,4.084,3.569,-2.951,01/06/23,4450.379883
purchase-only,monthly,West North Central Division,387.55,60963.65,4.084,3.569,-2.951,01/07/23,4588.959961
purchase-only,monthly,West North Central Division,391.06,60963.65,4.084,3.569,-2.951,01/08/23,4507.660156
purchase-only,monthly,West North Central Division,391.62,60963.65,4.084,3.569,-2.951,01/09/23,4288.049805
purchase-only,monthly,West North Central Division,393.01,60963.65,4.084,3.569,-2.951,01/10/23,4193.799805
purchase-only,monthly,West North Central Division,394.06,60963.65,4.084,3.569,-2.951,01/11/23,4567.799805
purchase-only,monthly,West South Central Division,100.0,36944.07,4.216,6.85,0.047,01/01/91,343.9299927
purchase-only,monthly,West South Central Division,99.57,36944.07,4.216,6.85,0.047,01/02/91,367.0700073
purchase-only,monthly,West South Central Division,100.49,36944.07,4.216,6.85,0.047,01/03/91,375.2200012
purchase-only,monthly,West South Central Division,100.06,36944.07,4.216,6.85,0.047,01/04/91,375.3399963
purchase-only,monthly,West South Central Division,100.24,36944.07,4.216,6.85,0.047,01/05/91,389.8299866
purchase-only,monthly,West South Central Division,100.95,36944.07,4.216,6.85,0.047,01/06/91,371.1600037
purchase-only,monthly,West South Central Division,100.88,36944.07,4.216,6.85,0.047,01/07/91,387.8099976
purchase-only,monthly,West South Central Division,100.56,36944.07,4.216,6.85,0.047,01/08/91,395.4299927
purchase-only,monthly,West South Central Division,101.43,36944.07,4.216,6.85,0.047,01/09/91,387.8599854
purchase-only,monthly,West South Central Division,100.68,36944.07,4.216,6.85,0.047,01/10/91,392.4500122
purchase-only,monthly,West South Central Division,101.23,36944.07,4.216,6.85,0.047,01/11/91,375.2200012
purchase-only,monthly,West South Central Division,101.98,36944.07,4.216,6.85,0.047,01/12/91,417.0899963
purchase-only,monthly,West South Central Division,102.36,37741.19,3.042,7.492,-0.792,01/01/92,408.7799988
purchase-only,monthly,West South Central Division,103.23,37741.19,3.042,7.492,-0.792,01/02/92,412.7000122
purchase-only,monthly,West South Central Division,102.7,37741.19,3.042,7.492,-0.792,01/03/92,403.6900024
purchase-only,monthly,West South Central Division,102.74,37741.19,3.042,7.492,-0.792,01/04/92,414.9500122
purchase-only,monthly,West South Central Division,102.57,37741.19,3.042,7.492,-0.792,01/05/92,415.3500061
purchase-only,monthly,West South Central Division,102.99,37741.19,3.042,7.492,-0.792,01/06/92,408.1400146
purchase-only,monthly,West South Central Division,103.32,37741.19,3.042,7.492,-0.792,01/07/92,424.2099915
purchase-only,monthly,West South Central Division,103.82,37741.19,3.042,7.492,-0.792,01/08/92,414.0299988
purchase-only,monthly,West South Central Division,104.16,37741.19,3.042,7.492,-0.792,01/09/92,417.7999878
purchase-only,monthly,West South Central Division,104.87,37741.19,3.042,7.492,-0.792,01/10/92,418.6799927
purchase-only,monthly,West South Central Division,105.34,37741.19,3.042,7.492,-0.792,01/11/92,431.3500061
purchase-only,monthly,West South Central Division,105.04,37741.19,3.042,7.492,-0.792,01/12/92,435.7099915
purchase-only,monthly,West South Central Division,105.35,38277.58,2.97,6.908,-1.237,01/01/93,438.7799988
purchase-only,monthly,West South Central Division,105.4,38277.58,2.97,6.908,-1.237,01/02/93,443.3800049
purchase-only,monthly,West South Central Division,105.96,38277.58,2.97,6.908,-1.237,01/03/93,451.6700134
purchase-only,monthly,West South Central Division,106.53,38277.58,2.97,6.908,-1.237,01/04/93,440.1900024
purchase-only,monthly,West South Central Division,107.02,38277.58,2.97,6.908,-1.237,01/05/93,450.1900024
purchase-only,monthly,West South Central Division,107.59,38277.58,2.97,6.908,-1.237,01/06/93,450.5299988
purchase-only,monthly,West South Central Division,108.11,38277.58,2.97,6.908,-1.237,01/07/93,448.1300049
purchase-only,monthly,West South Central Division,108.41,38277.58,2.97,6.908,-1.237,01/08/93,463.5599976
purchase-only,monthly,West South Central Division,108.71,38277.58,2.97,6.908,-1.237,01/09/93,458.9299927
purchase-only,monthly,West South Central Division,109.39,38277.58,2.97,6.908,-1.237,01/10/93,467.8299866
purchase-only,monthly,West South Central Division,109.75,38277.58,2.97,6.908,-1.237,01/11/93,461.7900085
purchase-only,monthly,West South Central Division,110.62,38277.58,2.97,6.908,-1.237,01/12/93,466.4500122
purchase-only,monthly,West South Central Division,110.44,39339.0,2.596,6.1,-1.669,01/01/94,481.6099854
purchase-only,monthly,West South Central Division,111.09,39339.0,2.596,6.1,-1.669,01/02/94,467.1400146
purchase-only,monthly,West South Central Division,112.04,39339.0,2.596,6.1,-1.669,01/03/94,445.769989
purchase-only,monthly,West South Central Division,111.64,39339.0,2.596,6.1,-1.669,01/04/94,450.9100037
purchase-only,monthly,West South Central Division,112.62,39339.0,2.596,6.1,-1.669,01/05/94,456.5
purchase-only,monthly,West South Central Division,112.39,39339.0,2.596,6.1,-1.669,01/06/94,444.269989
purchase-only,monthly,West South Central Division,112.34,39339.0,2.596,6.1,-1.669,01/07/94,458.2600098
purchase-only,monthly,West South Central Division,112.9,39339.0,2.596,6.1,-1.669,01/08/94,475.4899902
purchase-only,monthly,West South Central Division,112.95,39339.0,2.596,6.1,-1.669,01/09/94,462.7099915
purchase-only,monthly,West South Central Division,113.29,39339.0,2.596,6.1,-1.669,01/10/94,472.3500061
purchase-only,monthly,West South Central Division,113.49,39339.0,2.596,6.1,-1.669,01/11/94,453.6900024
purchase-only,monthly,West South Central Division,113.6,39339.0,2.596,6.1,-1.669,01/12/94,459.269989
purchase-only,monthly,West South Central Division,113.87,39919.87,2.805,5.592,-1.487,01/01/95,470.4200134
purchase-only,monthly,West South Central Division,114.08,39919.87,2.805,5.592,-1.487,01/02/95,487.3900146
purchase-only,monthly,West South Central Division,113.95,39919.87,2.805,5.592,-1.487,01/03/95,500.7099915
purchase-only,monthly,West South Central Division,114.78,39919.87,2.805,5.592,-1.487,01/04/95,514.710022
purchase-only,monthly,West South Central Division,114.86,39919.87,2.805,5.592,-1.487,01/05/95,533.4000244
purchase-only,monthly,West South Central Division,114.79,39919.87,2.805,5.592,-1.487,01/06/95,544.75
purchase-only,monthly,West South Central Division,115.69,39919.87,2.805,5.592,-1.487,01/07/95,562.0599976
purchase-only,monthly,West South Central Division,115.72,39919.87,2.805,5.592,-1.487,01/08/95,561.8800049
purchase-only,monthly,West South Central Division,116.52,39919.87,2.805,5.592,-1.487,01/09/95,584.4099731
purchase-only,monthly,West South Central Division,116.09,39919.87,2.805,5.592,-1.487,01/10/95,581.5
purchase-only,monthly,West South Central Division,116.65,39919.87,2.805,5.592,-1.487,01/11/95,605.3699951
purchase-only,monthly,West South Central Division,117.54,39919.87,2.805,5.592,-1.487,01/12/95,615.9299927
purchase-only,monthly,West South Central Division,117.29,40946.0,2.937,5.408,-1.546,01/01/96,636.0200195
purchase-only,monthly,West South Central Division,117.66,40946.0,2.937,5.408,-1.546,01/02/96,640.4299927
purchase-only,monthly,West South Central Division,118.03,40946.0,2.937,5.408,-1.546,01/03/96,645.5
purchase-only,monthly,West South Central Division,118.07,40946.0,2.937,5.408,-1.546,01/04/96,654.1699829
purchase-only,monthly,West South Central Division,118.37,40946.0,2.937,5.408,-1.546,01/05/96,669.1199951
purchase-only,monthly,West South Central Division,118.86,40946.0,2.937,5.408,-1.546,01/06/96,670.6300049
purchase-only,monthly,West South Central Division,118.71,40946.0,2.937,5.408,-1.546,01/07/96,639.9500122
purchase-only,monthly,West South Central Division,118.81,40946.0,2.937,5.408,-1.546,01/08/96,651.9899902
purchase-only,monthly,West South Central Division,119.23,40946.0,2.937,5.408,-1.546,01/09/96,687.3300171
purchase-only,monthly,West South Central Division,119.12,40946.0,2.937,5.408,-1.546,01/10/96,705.2700195
purchase-only,monthly,West South Central Division,119.36,40946.0,2.937,5.408,-1.546,01/11/96,757.0200195
purchase-only,monthly,West South Central Division,119.97,40946.0,2.937,5.408,-1.546,01/12/96,740.7399902
purchase-only,monthly,West South Central Division,119.91,42258.86,2.338,4.942,-1.641,01/01/97,786.1599731
purchase-only,monthly,West South Central Division,120.46,42258.86,2.338,4.942,-1.641,01/02/97,790.8200073
purchase-only,monthly,West South Central Division,120.85,42258.86,2.338,4.942,-1.641,01/03/97,757.1199951
purchase-only,monthly,West South Central Division,120.75,42258.86,2.338,4.942,-1.641,01/04/97,801.3400269
purchase-only,monthly,West South Central Division,121.35,42258.86,2.338,4.942,-1.641,01/05/97,848.2800293
purchase-only,monthly,West South Central Division,121.39,42258.86,2.338,4.942,-1.641,01/06/97,885.1400146
purchase-only,monthly,West South Central Division,121.6,42258.86,2.338,4.942,-1.641,01/07/97,954.3099976
purchase-only,monthly,West South Central Division,121.59,42258.86,2.338,4.942,-1.641,01/08/97,899.4699707
purchase-only,monthly,West South Central Division,122.05,42258.86,2.338,4.942,-1.641,01/09/97,947.2800293
purchase-only,monthly,West South Central Division,122.7,42258.86,2.338,4.942,-1.641,01/10/97,914.6199951
purchase-only,monthly,West South Central Division,123.3,42258.86,2.338,4.942,-1.641,01/11/97,955.4000244
purchase-only,monthly,West South Central Division,123.67,42258.86,2.338,4.942,-1.641,01/12/97,970.4299927
purchase-only,monthly,West South Central Division,124.44,43640.76,1.547,4.5,-2.373,01/01/98,980.2800293
purchase-only,monthly,West South Central Division,124.89,43640.76,1.547,4.5,-2.373,01/02/98,1049.339966
purchase-only,monthly,West South Central Division,125.32,43640.76,1.547,4.5,-2.373,01/03/98,1101.75
purchase-only,monthly,West South Central Division,125.52,43640.76,1.547,4.5,-2.373,01/04/98,1111.75
purchase-only,monthly,West South Central Division,126.19,43640.76,1.547,4.5,-2.373,01/05/98,1090.819946
purchase-only,monthly,West South Central Division,126.95,43640.76,1.547,4.5,-2.373,01/06/98,1133.839966
purchase-only,monthly,West South Central Division,127.71,43640.76,1.547,4.5,-2.373,01/07/98,1120.670044
purchase-only,monthly,West South Central Division,128.13,43640.76,1.547,4.5,-2.373,01/08/98,957.2800293
purchase-only,monthly,West South Central Division,128.74,43640.76,1.547,4.5,-2.373,01/09/98,1017.01001
purchase-only,monthly,West South Central Division,129.35,43640.76,1.547,4.5,-2.373,01/10/98,1098.670044
purchase-only,monthly,West South Central Division,129.74,43640.76,1.547,4.5,-2.373,01/11/98,1163.630005
purchase-only,monthly,West South Central Division,130.96,43640.76,1.547,4.5,-2.373,01/12/98,1229.22998
purchase-only,monthly,West South Central Division,131.31,45213.48,2.193,4.217,-2.976,01/01/99,1279.640015
purchase-only,monthly,West South Central Division,131.64,45213.48,2.193,4.217,-2.976,01/02/99,1238.329956
purchase-only,monthly,West South Central Division,131.99,45213.48,2.193,4.217,-2.976,01/03/99,1286.369995
purchase-only,monthly,West South Central Division,132.93,45213.48,2.193,4.217,-2.976,01/04/99,1335.180054
purchase-only,monthly,West South Central Division,133.4,45213.48,2.193,4.217,-2.976,01/05/99,1301.839966
purchase-only,monthly,West South Central Division,133.95,45213.48,2.193,4.217,-2.976,01/06/99,1372.709961
purchase-only,monthly,West South Central Division,134.8,45213.48,2.193,4.217,-2.976,01/07/99,1328.719971
purchase-only,monthly,West South Central Division,135.44,45213.48,2.193,4.217,-2.976,01/08/99,1320.410034
purchase-only,monthly,West South Central Division,135.57,45213.48,2.193,4.217,-2.976,01/09/99,1282.709961
purchase-only,monthly,West South Central Division,136.44,45213.48,2.193,4.217,-2.976,01/10/99,1362.930054
purchase-only,monthly,West South Central Division,136.97,45213.48,2.193,4.217,-2.976,01/11/99,1388.910034
purchase-only,monthly,West South Central Division,137.58,45213.48,2.193,4.217,-2.976,01/12/99,1469.25
purchase-only,monthly,West South Central Division,138.87,46539.99,3.367,3.967,-3.921,01/01/00,1394.459961
purchase-only,monthly,West South Central Division,138.84,46539.99,3.367,3.967,-3.921,01/02/00,1366.420044
purchase-only,monthly,West South Central Division,139.91,46539.99,3.367,3.967,-3.921,01/03/00,1498.579956
purchase-only,monthly,West South Central Division,140.69,46539.99,3.367,3.967,-3.921,01/04/00,1452.430054
purchase-only,monthly,West South Central Division,141.1,46539.99,3.367,3.967,-3.921,01/05/00,1420.599976
purchase-only,monthly,West South Central Division,141.78,46539.99,3.367,3.967,-3.921,01/06/00,1454.599976
purchase-only,monthly,West South Central Division,142.35,46539.99,3.367,3.967,-3.921,01/07/00,1430.829956
purchase-only,monthly,West South Central Division,142.92,46539.99,3.367,3.967,-3.921,01/08/00,1517.680054
purchase-only,monthly,West South Central Division,143.49,46539.99,3.367,3.967,-3.921,01/09/00,1436.51001
purchase-only,monthly,West South Central Division,144.01,46539.99,3.367,3.967,-3.921,01/10/00,1429.400024
purchase-only,monthly,West South Central Division,144.99,46539.99,3.367,3.967,-3.921,01/11/00,1314.949951
purchase-only,monthly,West South Central Division,144.79,46539.99,3.367,3.967,-3.921,01/12/00,1320.280029
purchase-only,monthly,West South Central Division,145.55,46503.1,2.817,4.742,-3.724,01/01/01,1366.01001
purchase-only,monthly,West South Central Division,146.94,46503.1,2.817,4.742,-3.724,01/02/01,1239.939941
purchase-only,monthly,West South Central Division,146.8,46503.1,2.817,4.742,-3.724,01/03/01,1160.329956
purchase-only,monthly,West South Central Division,147.76,46503.1,2.817,4.742,-3.724,01/04/01,1249.459961
purchase-only,monthly,West South Central Division,147.64,46503.1,2.817,4.742,-3.724,01/05/01,1255.819946
purchase-only,monthly,West South Central Division,148.4,46503.1,2.817,4.742,-3.724,01/06/01,1224.380005
purchase-only,monthly,West South Central Division,149.07,46503.1,2.817,4.742,-3.724,01/07/01,1211.22998
purchase-only,monthly,West South Central Division,148.69,46503.1,2.817,4.742,-3.724,01/08/01,1133.579956
purchase-only,monthly,West South Central Division,149.86,46503.1,2.817,4.742,-3.724,01/09/01,1040.939941
purchase-only,monthly,West South Central Division,150.18,46503.1,2.817,4.742,-3.724,01/10/01,1059.780029
purchase-only,monthly,West South Central Division,150.24,46503.1,2.817,4.742,-3.724,01/11/01,1139.449951
purchase-only,monthly,West South Central Division,150.87,46503.1,2.817,4.742,-3.724,01/12/01,1148.079956
purchase-only,monthly,West South Central Division,150.65,46831.46,1.596,5.783,-4.173,01/01/02,1130.199951
purchase-only,monthly,West South Central Division,151.79,46831.46,1.596,5.783,-4.173,01/02/02,1106.72998
purchase-only,monthly,West South Central Division,152.52,46831.46,1.596,5.783,-4.173,01/03/02,1147.390015
purchase-only,monthly,West South Central Division,152.62,46831.46,1.596,5.783,-4.173,01/04/02,1076.920044
purchase-only,monthly,West South Central Division,153.16,46831.46,1.596,5.783,-4.173,01/05/02,1067.140015
purchase-only,monthly,West South Central Division,153.57,46831.46,1.596,5.783,-4.173,01/06/02,989.8200073
purchase-only,monthly,West South Central Division,153.76,46831.46,1.596,5.783,-4.173,01/07/02,911.6199951
purchase-only,monthly,West South Central Division,154.11,46831.46,1.596,5.783,-4.173,01/08/02,916.0700073
purchase-only,monthly,West South Central Division,154.87,46831.46,1.596,5.783,-4.173,01/09/02,815.2800293
purchase-only,monthly,West South Central Division,155.39,46831.46,1.596,5.783,-4.173,01/10/02,885.7600098
purchase-only,monthly,West South Central Division,155.77,46831.46,1.596,5.783,-4.173,01/11/02,936.3099976
purchase-only,monthly,West South Central Division,156.67,46831.46,1.596,5.783,-4.173,01/12/02,879.8200073
purchase-only,monthly,West South Central Division,157.14,47691.56,2.298,5.992,-4.559,01/01/03,855.7000122
purchase-only,monthly,West South Central Division,157.3,47691.56,2.298,5.992,-4.559,01/02/03,841.1500244
purchase-only,monthly,West South Central Division,157.33,47691.56,2.298,5.992,-4.559,01/03/03,848.1799927
purchase-only,monthly,West South Central Division,157.57,47691.56,2.298,5.992,-4.559,01/04/03,916.9199829
purchase-only,monthly,West South Central Division,158.07,47691.56,2.298,5.992,-4.559,01/05/03,963.5900269
purchase-only,monthly,West South Central Division,158.23,47691.56,2.298,5.992,-4.559,01/06/03,974.5
purchase-only,monthly,West South Central Division,158.91,47691.56,2.298,5.992,-4.559,01/07/03,990.3099976
purchase-only,monthly,West South Central Division,159.53,47691.56,2.298,5.992,-4.559,01/08/03,1008.01001
purchase-only,monthly,West South Central Division,160.35,47691.56,2.298,5.992,-4.559,01/09/03,995.9699707
purchase-only,monthly,West South Central Division,159.98,47691.56,2.298,5.992,-4.559,01/10/03,1050.709961
purchase-only,monthly,West South Central Division,160.7,47691.56,2.298,5.992,-4.559,01/11/03,1058.199951
purchase-only,monthly,West South Central Division,161.53,47691.56,2.298,5.992,-4.559,01/12/03,1111.920044
purchase-only,monthly,West South Central Division,161.48,49080.56,2.668,5.542,-5.205,01/01/04,1131.130005
purchase-only,monthly,West South Central Division,162.4,49080.56,2.668,5.542,-5.205,01/02/04,1144.939941
purchase-only,monthly,West South Central Division,163.55,49080.56,2.668,5.542,-5.205,01/03/04,1126.209961
purchase-only,monthly,West South Central Division,163.91,49080.56,2.668,5.542,-5.205,01/04/04,1107.300049
purchase-only,monthly,West South Central Division,164.26,49080.56,2.668,5.542,-5.205,01/05/04,1120.680054
purchase-only,monthly,West South Central Division,165.1,49080.56,2.668,5.542,-5.205,01/06/04,1140.839966
purchase-only,monthly,West South Central Division,165.05,49080.56,2.668,5.542,-5.205,01/07/04,1101.719971
purchase-only,monthly,West South Central Division,165.87,49080.56,2.668,5.542,-5.205,01/08/04,1104.23999
purchase-only,monthly,West South Central Division,166.68,49080.56,2.668,5.542,-5.205,01/09/04,1114.579956
purchase-only,monthly,West South Central Division,166.87,49080.56,2.668,5.542,-5.205,01/10/04,1130.199951
purchase-only,monthly,West South Central Division,168.23,49080.56,2.668,5.542,-5.205,01/11/04,1173.819946
