"type","title","rating","duration","listed_in","country","date_added","release_year"
"TV Show","Immortals","TV-MA","1 Season","International TV Shows, TV Dramas, TV Horror","Turkey","March 8, 2019",2018
"TV Show","The Confrontation","TV-PG","1 Season","International TV Shows, TV Dramas",NA,"March 8, 2019",2018
"TV Show","American Crime Story: The People v. O.J. Simpson","TV-MA","1 Season","Crime TV Shows, TV Dramas","United States","March 6, 2019",2016
"TV Show","Secret City","TV-MA","2 Seasons","International TV Shows, TV Dramas, TV Mysteries","Australia","March 6, 2019",2016
"TV Show","A Korean Odyssey","TV-MA","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","South Korea","March 5, 2019",2017
"TV Show","Cricket Fever: Mumbai Indians","TV-MA","1 Season","Docuseries, International TV Shows","India","March 1, 2019",2019
"TV Show","Larva Island","TV-Y7","2 Seasons","Kids' TV, Korean TV Shows, TV Comedies",NA,"March 1, 2019",2019
"TV Show","Losers","TV-MA","1 Season","Docuseries",NA,"March 1, 2019",2019
"TV Show","Northern Rescue","TV-14","1 Season","TV Dramas","Canada","March 1, 2019",2019
"TV Show","The Disastrous Life of Saiki K.","TV-14","3 Seasons","Anime Series, International TV Shows, Teen TV Shows","Japan","March 1, 2019",2018
"TV Show","Unsolved","TV-MA","1 Season","Crime TV Shows, TV Dramas","United States","February 27, 2019",2018
"TV Show","Chef's Table","TV-MA","6 Seasons","Docuseries, Reality TV","United States","February 22, 2019",2019
"TV Show","The Big Family Cooking Showdown","TV-PG","2 Seasons","British TV Shows, International TV Shows, Reality TV","United Kingdom","February 22, 2019",2018
"TV Show","Z4","TV-PG","2 Seasons","Kids' TV","Brazil","February 22, 2019",2018
"TV Show","Hjørdis","TV-MA","1 Season","International TV Shows, TV Comedies, TV Dramas","Denmark","February 15, 2019",2015
"TV Show","Larry Charles' Dangerous World of Comedy","TV-MA","1 Season","Docuseries, TV Comedies",NA,"February 15, 2019",2019
"TV Show","The 43","TV-MA","1 Season","Crime TV Shows, Docuseries, International TV Shows",NA,"February 15, 2019",2019
"TV Show","The Kirlian Frequency","TV-14","1 Season","International TV Shows, Spanish-Language TV Shows, TV Horror","Argentina","February 15, 2019",2017
"TV Show","Barbie Dreamhouse Adventures","TV-Y","3 Seasons","Kids' TV","United States, Canada","February 14, 2019",2018
"TV Show","Velvet Colección","TV-14","2 Seasons","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Spain","February 14, 2019",2018
"TV Show","Iron Ladies","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","Taiwan","February 9, 2019",2018
"TV Show","The Break","TV-MA","2 Seasons","Crime TV Shows, International TV Shows, TV Dramas","Belgium","February 9, 2019",2018
"TV Show","One Day at a Time","TV-PG","3 Seasons","TV Comedies","United States","February 8, 2019",2019
"TV Show","The Last of the Schmucks","TV-MA","1 Season","International TV Shows, TV Comedies","Egypt","February 7, 2019",2017
"TV Show","Hidden Worlds","TV-14","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Egypt","February 5, 2019",2018
"TV Show","Live","TV-MA","1 Season","Crime TV Shows, International TV Shows, Korean TV Shows","South Korea","February 5, 2019",2018
"TV Show","Safe","TV-MA","1 Season","British TV Shows, Crime TV Shows, International TV Shows","United Kingdom","February 5, 2019",2018
"TV Show","Tayee","TV-MA","1 Season","International TV Shows, TV Dramas","Egypt","February 5, 2019",2018
"TV Show","Violet Evergarden","TV-14","1 Season","Anime Series, International TV Shows, Romantic TV Shows","Japan","February 5, 2019",2018
"TV Show","Romance is a bonus book","TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","South Korea","February 3, 2019",2019
"TV Show","Littlest Pet Shop: A World of Our Own","TV-Y7","2 Seasons","Kids' TV","United States","February 1, 2019",2018
"TV Show","Russian Doll","TV-MA","1 Season","TV Comedies, TV Dramas","United States","February 1, 2019",2019
"TV Show","Sparta","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Russia","February 1, 2019",2018
"TV Show","Sword Art Online Alternative: Gun Gale Online","TV-MA","1 Season","Anime Series, International TV Shows","Japan","February 1, 2019",2018
"TV Show","Paprika","TV-Y","1 Season","Kids' TV",NA,"January 31, 2019",2018
"TV Show","A Taiwanese Tale of Two Cities","TV-MA","1 Season","International TV Shows, TV Dramas","Taiwan","January 27, 2019",2018
"TV Show","Z Nation","TV-MA","5 Seasons","TV Action & Adventure, TV Comedies, TV Horror","United States","January 27, 2019",2018
"TV Show","Black Earth Rising","TV-MA","1 Season","British TV Shows, International TV Shows, TV Dramas","United Kingdom","January 25, 2019",2018
"TV Show","Club of Crows","TV-MA","4 Seasons","International TV Shows, Spanish-Language TV Shows, TV Comedies","Mexico","January 25, 2019",2019
"TV Show","Examination of Conscience","TV-MA","1 Season","Crime TV Shows, Docuseries, International TV Shows","Spain","January 25, 2019",2019
"TV Show","The Perfect Match","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies",NA,"January 25, 2019",2017
"TV Show","Conversations with a Killer: The Ted Bundy Tapes","TV-MA","1 Season","Crime TV Shows, Docuseries","United States","January 24, 2019",2019
"TV Show","Innocent","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Turkey","January 23, 2019",2017
"TV Show","Marvel's The Punisher","TV-MA","2 Seasons","Crime TV Shows, TV Action & Adventure, TV Thrillers","United States","January 18, 2019",2019
"TV Show","Memory Love","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas",NA,"January 18, 2019",2017
"TV Show","The World's Most Extraordinary Homes","TV-G","3 Seasons","British TV Shows, Docuseries, International TV Shows","United Kingdom","January 18, 2019",2019
"TV Show","Trigger Warning with Killer Mike","TV-MA","1 Season","Docuseries, Stand-Up Comedy & Talk Shows",NA,"January 18, 2019",2019
"TV Show","Lavender","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","Taiwan","January 15, 2019",2002
"TV Show","La Grande Chaumière Violette","TV-14","1 Season","International TV Shows, TV Dramas","Taiwan","January 14, 2019",2016
"TV Show","Back with the Ex","TV-MA","1 Season","International TV Shows, Reality TV, Romantic TV Shows",NA,"January 11, 2019",2018
"TV Show","Friends from College","TV-MA","2 Seasons","Romantic TV Shows, TV Comedies","United States","January 11, 2019",2019
"TV Show","Hardy Bucks","TV-MA","4 Seasons","TV Comedies","Ireland","January 11, 2019",2018
"TV Show","Horrid Henry","TV-Y7","2 Seasons","British TV Shows, Kids' TV, TV Comedies","United Kingdom","January 11, 2019",2019
"TV Show","Pocoyo","TV-Y","4 Seasons","Kids' TV, Spanish-Language TV Shows","Spain, United Kingdom","January 10, 2019",2017
"TV Show","When Heroes Fly","TV-MA","1 Season","International TV Shows, TV Action & Adventure, TV Dramas","Israel","January 10, 2019",2018
"TV Show","See You in Time","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas",NA,"January 4, 2019",2017
"TV Show","Déjà Vu","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas",NA,"January 2, 2019",2013
"TV Show","A Series of Unfortunate Events","TV-PG","3 Seasons","Kids' TV, TV Action & Adventure, TV Comedies","United States","January 1, 2019",2019
"TV Show","COMEDIANS of the world","TV-MA","13 Seasons","Stand-Up Comedy & Talk Shows, TV Comedies","United States","January 1, 2019",2019
"TV Show","The Paper","TV-MA","2 Seasons","International TV Shows, TV Dramas","Croatia","January 1, 2019",2018
"TV Show","Tidying Up with Marie Kondo","TV-PG","1 Season","Reality TV","United States","January 1, 2019",2019
"TV Show","Pioneers: First Women Filmmakers*","TV-14","1 Season","TV Shows",NA,"December 30, 2018",1925
"TV Show","In Family We Trust","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Thailand","December 29, 2018",2018
"TV Show","Hashoter Hatov","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Comedies","Israel","December 28, 2018",2015
"TV Show","Murder Mountain","TV-MA","1 Season","Crime TV Shows, Docuseries","United States","December 28, 2018",2018
"TV Show","Selection Day","TV-14","1 Season","International TV Shows, TV Dramas, Teen TV Shows","India","December 28, 2018",2018
"TV Show","Stand Up and Away! with Brian Regan","TV-PG","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies","United States","December 24, 2018",2018
"TV Show","Way Back into Love","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","Taiwan","December 24, 2018",2011
"TV Show","Watership Down","TV-PG","1 Season","British TV Shows, International TV Shows, TV Action & Adventure","United Kingdom, Ireland, United States","December 23, 2018",2018
"TV Show","Demon's Path","TV-14","1 Season","Crime TV Shows, International TV Shows, TV Dramas",NA,"December 22, 2018",2018
"TV Show","People Just Do Nothing","TV-MA","5 Seasons","British TV Shows, TV Comedies","United Kingdom","December 22, 2018",2018
"TV Show","Single Ladies Senior","TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Dramas",NA,"December 22, 2018",2018
"TV Show","7 Days Out","TV-PG","1 Season","Docuseries","United States","December 21, 2018",2018
"TV Show","Jojo's World","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","Taiwan","December 21, 2018",2017
"TV Show","LAST HOPE","TV-14","2 Seasons","Anime Series, International TV Shows","Japan","December 21, 2018",2018
"TV Show","Lion Pride","TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","Taiwan","December 21, 2018",2017
"TV Show","Love @ Seventeen","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","Taiwan","December 21, 2018",2016
"TV Show","Perfume","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Germany","December 21, 2018",2018
"TV Show","Sirius the Jaeger","TV-MA","1 Season","Anime Series, International TV Shows, TV Thrillers","Japan","December 21, 2018",2018
"TV Show","Wolf","TV-MA","1 Season","International TV Shows, TV Action & Adventure, TV Dramas","Turkey","December 21, 2018",2018
"TV Show","Fate/stay night: Unlimited Blade Works","TV-14","2 Seasons","Anime Series, International TV Shows","Japan","December 20, 2018",2015
"TV Show","Ellen DeGeneres: Relatable","TV-MA","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies","United States","December 18, 2018",2018
"TV Show","Ashes of Love","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","China","December 16, 2018",2018
"TV Show","DreamWorks Holiday Classics","TV-PG","1 Season","Kids' TV, TV Comedies","United States","December 16, 2018",2011
"TV Show","Flowers","TV-MA","2 Seasons","British TV Shows, International TV Shows, TV Comedies","United Kingdom","December 15, 2018",2018
"TV Show","Hymn of Death","TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","South Korea","December 14, 2018",2018
"TV Show","Inside the Real Narcos","TV-MA","1 Season","British TV Shows, Crime TV Shows, Docuseries",NA,"December 14, 2018",2018
"TV Show","The Fix","TV-MA","1 Season","TV Comedies","United States","December 14, 2018",2018
"TV Show","The Innocent Man","TV-MA","1 Season","Crime TV Shows, Docuseries","United States","December 14, 2018",2018
"TV Show","Tidelands","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Australia","December 14, 2018",2018
"TV Show","Travelers","TV-MA","3 Seasons","Crime TV Shows, International TV Shows, TV Dramas","Canada, United States","December 14, 2018",2018
"TV Show","Voltron: Legendary Defender","TV-Y7","8 Seasons","Kids' TV","United States","December 14, 2018",2018
"TV Show","Back Street Girls -GOKUDOLS-","TV-MA","1 Season","Anime Series, International TV Shows","Japan","December 12, 2018",2018
"TV Show","Dogs of Berlin","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Germany","December 7, 2018",2018
"TV Show","Neo Yokio","TV-MA","2 Seasons","TV Comedies, TV Sci-Fi & Fantasy, Teen TV Shows","United States","December 7, 2018",2018
"TV Show","Pine Gap","TV-MA","1 Season","International TV Shows, TV Dramas","Australia","December 7, 2018",2018
"TV Show","The Sound of Your Heart: Reboot","TV-14","2 Seasons","International TV Shows, Korean TV Shows, TV Comedies","South Korea","December 3, 2018",2018
"TV Show","Memories of the Alhambra","TV-MA","1 Season","Crime TV Shows, International TV Shows, Korean TV Shows","South Korea","December 2, 2018",2018
"TV Show","Haunted House","TV-G","1 Season","Kids' TV, Korean TV Shows",NA,"December 1, 2018",2017
"TV Show","1983","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Poland, United States","November 30, 2018",2018
"TV Show","Death by Magic","TV-PG","1 Season","Reality TV","United States","November 30, 2018",2018
"TV Show","Love and Fortune","TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","Japan","November 30, 2018",2018
"TV Show","Spy Kids: Mission Critical","TV-Y7","2 Seasons","Kids' TV","United States, Canada","November 30, 2018",2018
"TV Show","Bumping Mics with Jeff Ross & Dave Attell","TV-MA","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies","United States","November 27, 2018",2018
"TV Show","Minecraft: Story Mode","TV-PG","1 Season","Kids' TV","United States, Sweden","November 27, 2018",2015
"TV Show","Frontier","TV-MA","3 Seasons","International TV Shows, TV Action & Adventure, TV Dramas","Canada","November 23, 2018",2018
"TV Show","Fugitiva","TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Spain","November 23, 2018",2018
"TV Show","Sick Note","TV-MA","2 Seasons","British TV Shows, International TV Shows, TV Comedies","United Kingdom","November 23, 2018",2018
"TV Show","Mystery Science Theater 3000: The Return","TV-14","2 Seasons","TV Comedies, TV Sci-Fi & Fantasy","United States","November 22, 2018",2018
"TV Show","Kulipari: Dream Walker","TV-Y7","1 Season","Kids' TV",NA,"November 20, 2018",2018
"TV Show","Paap-O-Meter","TV-Y7","1 Season","Kids' TV, TV Comedies",NA,"November 20, 2018",2017
"TV Show","The Final Table","TV-PG","1 Season","Reality TV","United States","November 20, 2018",2018
"TV Show","Eternal Love","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","China","November 17, 2018",2017
"TV Show","La Doña","TV-14","1 Season","Spanish-Language TV Shows, TV Dramas","United States, Mexico","November 17, 2018",2016
"TV Show","Silvana Sin Lana","TV-14","1 Season","Romantic TV Shows, Spanish-Language TV Shows, TV Comedies","United States","November 17, 2018",2016
"TV Show","Ponysitters Club","TV-G","2 Seasons","Kids' TV, TV Dramas","Canada","November 16, 2018",2018
"TV Show","Vai Anitta","TV-MA","1 Season","Docuseries, International TV Shows, Reality TV","Brazil","November 16, 2018",2018
"TV Show","Beyblade Burst Evolution","TV-Y","1 Season","Anime Series, Kids' TV",NA,"November 15, 2018",2017
"TV Show","Warrior","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Denmark","November 13, 2018",2018
"TV Show","Age of Tanks","TV-PG","1 Season","Docuseries, International TV Shows, Science & Nature TV","Germany, France, Russia","November 10, 2018",2017
"TV Show","Medal of Honor","TV-MA","1 Season","Docuseries, TV Dramas","United States","November 9, 2018",2018
"TV Show","Super Drags","TV-MA","1 Season","International TV Shows, TV Comedies","Brazil","November 9, 2018",2018
"TV Show","The Queen of Flow","TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Colombia","November 9, 2018",2018
"TV Show","Treehouse Detectives","TV-Y","2 Seasons","Kids' TV, TV Thrillers","South Korea, United States","November 9, 2018",2018
"TV Show","Westside","TV-MA","1 Season","Reality TV","United States","November 9, 2018",2018
"TV Show","Transfers","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Sci-Fi & Fantasy","France, Belgium","November 8, 2018",2017
"TV Show","Damnation","TV-MA","1 Season","Crime TV Shows, TV Dramas","United States","November 7, 2018",2017
"TV Show","Kopitiam","TV-14","7 Seasons","International TV Shows, TV Comedies","Malaysia","November 3, 2018",2003
"TV Show","Brainchild","TV-G","1 Season","Kids' TV",NA,"November 2, 2018",2018
"TV Show","Creators","TV-Y","2 Seasons","Kids' TV, Spanish-Language TV Shows","Argentina","November 1, 2018",2015
"TV Show","Follow This","TV-MA","3 Seasons","Docuseries","United States","November 1, 2018",2018
"TV Show","The Great British Baking Show: The Beginnings","TV-PG","1 Season","British TV Shows, Reality TV",NA,"November 1, 2018",2012
"TV Show","Fate/EXTRA Last Encore","TV-MA","2 Seasons","Anime Series, International TV Shows","Japan","October 30, 2018",2018
"TV Show","Terrorism Close Calls","TV-MA","1 Season","Crime TV Shows, Docuseries, International TV Shows","United States, Czech Republic","October 26, 2018",2018
"TV Show","DreamWorks Spooky Stories","TV-PG","1 Season","Kids' TV, TV Comedies","United States","October 25, 2018",2009
"TV Show","Great News","TV-14","2 Seasons","TV Comedies","United States","October 25, 2018",2017
"TV Show","Here to Heart","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","China","October 23, 2018",2018
"TV Show","The Hollywood Masters","TV-MA","3 Seasons","Stand-Up Comedy & Talk Shows","United States","October 23, 2018",2017
"TV Show","Accidentally in Love","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","China","October 19, 2018",2018
"TV Show","Ask the Doctor","TV-PG","1 Season","Docuseries, International TV Shows, Science & Nature TV","Australia","October 19, 2018",2017
"TV Show","Best.Worst.Weekend.Ever.","TV-PG","1 Season","Kids' TV, TV Comedies","United States","October 19, 2018",2018
"TV Show","Making a Murderer","TV-14","2 Seasons","Crime TV Shows, Docuseries","United States","October 19, 2018",2018
"TV Show","Marvel's Daredevil","TV-MA","3 Seasons","Crime TV Shows, TV Action & Adventure","United States","October 19, 2018",2018
"TV Show","Project S The Series","TV-MA","4 Seasons","International TV Shows, TV Dramas, Teen TV Shows","Thailand","October 19, 2018",2017
"TV Show","Wanderlust","TV-MA","1 Season","British TV Shows, International TV Shows, Romantic TV Shows","United Kingdom","October 19, 2018",2018
"TV Show","My Babysitter's a Vampire","TV-PG","2 Seasons","Kids' TV, TV Comedies","Canada","October 17, 2018",2012
"TV Show","Rake","TV-MA","5 Seasons","Crime TV Shows, International TV Shows, TV Comedies","Australia","October 16, 2018",2018
"TV Show","Stunt Science","TV-MA","1 Season","British TV Shows, International TV Shows, Reality TV","United Kingdom","October 15, 2018",2018
"TV Show","Edgar Rice Burroughs' Tarzan and Jane","TV-Y7","2 Seasons","Crime TV Shows, Kids' TV",NA,"October 12, 2018",2018
"TV Show","FIGHTWORLD","TV-MA","1 Season","Docuseries",NA,"October 12, 2018",2018
"TV Show","The Curious Creations of Christine McConnell","TV-PG","1 Season","TV Comedies, TV Mysteries","United States","October 12, 2018",2018
"TV Show","The Haunting of Hill House","TV-MA","1 Season","TV Dramas, TV Horror, TV Mysteries","United States","October 12, 2018",2018
"TV Show","Ordinary Heroes","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas",NA,"October 11, 2018",2018
"TV Show","Salt Fat Acid Heat","TV-PG","1 Season","Docuseries",NA,"October 11, 2018",2018
"TV Show","Blood Pact","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Brazil","October 10, 2018",2018
"TV Show","Sofia the First","TV-Y","4 Seasons","Kids' TV","United States","October 8, 2018",2017
"TV Show","Dancing Queen","TV-14","1 Season","Reality TV",NA,"October 5, 2018",2018
"TV Show","Empire Games","TV-14","1 Season","Docuseries","Czech Republic, United States","October 5, 2018",2018
"TV Show","LOST SONG","TV-14","1 Season","Anime Series, International TV Shows","Japan","October 5, 2018",2018
"TV Show","YG Future Strategy Office","TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Comedies","South Korea","October 5, 2018",2018
"TV Show","Violet Evergarden: Special","TV-PG","1 Season","Anime Series, International TV Shows, Romantic TV Shows",NA,"October 4, 2018",2018
"TV Show","Monty Python Best Bits (mostly)","TV-MA","1 Season","British TV Shows, Docuseries, TV Comedies","United Kingdom","October 2, 2018",2014
"TV Show","Monty Python's Almost the Truth","TV-MA","1 Season","British TV Shows, Docuseries","United Kingdom","October 2, 2018",2009
"TV Show","Monty Python's Fliegender Zirkus","TV-MA","1 Season","International TV Shows, TV Comedies","United Kingdom, West Germany","October 2, 2018",1972
"TV Show","Monty Python's Flying Circus","TV-14","4 Seasons","British TV Shows, Classic & Cult TV, International TV Shows","United Kingdom","October 2, 2018",1974
"TV Show","Monty Python's Personal Best","TV-MA","1 Season","British TV Shows, TV Comedies","United States, United Kingdom","October 2, 2018",2005
"TV Show","Hot Date","TV-MA","1 Season","Romantic TV Shows, TV Comedies","United States","October 1, 2018",2018
"TV Show","Strong","TV-14","1 Season","Reality TV","United States","October 1, 2018",2016
"TV Show","Three Wives One Husband","TV-14","1 Season","British TV Shows, International TV Shows, Reality TV","United Kingdom","October 1, 2018",2018
"TV Show","Made in Mexico","TV-MA","1 Season","International TV Shows, Reality TV, Spanish-Language TV Shows","United States","September 28, 2018",2018
"TV Show","Reboot: The Guardian Code","TV-Y7","2 Seasons","Kids' TV","Canada","September 28, 2018",2018
"TV Show","Skylanders Academy","TV-Y7","3 Seasons","Kids' TV, TV Comedies","South Korea, United States","September 28, 2018",2018
"TV Show","Battlefish","TV-MA","1 Season","Reality TV, Science & Nature TV, TV Action & Adventure",NA,"September 21, 2018",2018
"TV Show","DRAGON PILOT: Hisone & Masotan","TV-14","1 Season","Anime Series, International TV Shows","Japan","September 21, 2018",2018
"TV Show","Maniac","TV-MA","1 Season","TV Comedies, TV Dramas, TV Mysteries","United States","September 21, 2018",2018
"TV Show","The Good Cop","TV-14","1 Season","Crime TV Shows, TV Comedies, TV Dramas","United States","September 21, 2018",2018
"TV Show","Mobile Suit Gundam UC","TV-PG","1 Season","Anime Series, International TV Shows","Japan","September 20, 2018",2014
"TV Show","Transformers: Rescue Bots","TV-Y7","1 Season","Kids' TV","Canada, United States","September 19, 2018",2016
"TV Show","Al Hayba","TV-14","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Lebanon","September 15, 2018",2017
"TV Show","American Vandal","TV-MA","2 Seasons","Crime TV Shows, TV Comedies, Teen TV Shows","United States","September 14, 2018",2018
"TV Show","Boca Juniors Confidential","TV-PG","1 Season","Docuseries, International TV Shows, Spanish-Language TV Shows",NA,"September 14, 2018",2018
"TV Show","Ingobernable","TV-MA","2 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Mexico","September 14, 2018",2018
"TV Show","Norm Macdonald Has a Show","TV-MA","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies","United States","September 14, 2018",2018
"TV Show","Super Monsters Monster Party","TV-Y","1 Season","Kids' TV",NA,"September 14, 2018",2018
"TV Show","The Rise of Phoenixes","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Action & Adventure","China","September 14, 2018",2018
"TV Show","Life","TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Dramas","South Korea","September 12, 2018",2018
"TV Show","Daniel Sloss: Live Shows","TV-MA","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies","United States","September 11, 2018",2018
"TV Show","If I were an Animal","TV-G","1 Season","Docuseries, Kids' TV, Science & Nature TV",NA,"September 11, 2018",2018
"TV Show","Show Me the Money","TV-14","2 Seasons","International TV Shows, TV Comedies",NA,"September 9, 2018",2004
"TV Show","Transformers Prime","TV-Y7","1 Season","Kids' TV","United States","September 8, 2018",2013
"TV Show","Transformers: Robots in Disguise","TV-Y7","1 Season","Kids' TV","United States","September 8, 2018",2016
"TV Show","First and Last","TV-MA","1 Season","Docuseries",NA,"September 7, 2018",2018
"TV Show","Marvel's Iron Fist","TV-MA","2 Seasons","Crime TV Shows, TV Action & Adventure, TV Dramas","United States","September 7, 2018",2018
"TV Show","Stretch Armstrong & the Flex Fighters","TV-Y7","2 Seasons","Kids' TV","United States","September 7, 2018",2018
"TV Show","Monkey Twins","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Action & Adventure","Thailand","September 2, 2018",2018
"TV Show","Quantico","TV-14","3 Seasons","Crime TV Shows, TV Dramas, TV Mysteries","United States","September 2, 2018",2018
"TV Show","Age of Rebellion","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Taiwan","September 1, 2018",2018
"TV Show","Sisters","TV-MA","1 Season","International TV Shows, TV Comedies, TV Dramas","Australia","September 1, 2018",2018
"TV Show","Cathedral of the Sea","TV-MA","1 Season","International TV Shows, Spanish-Language TV Shows, TV Dramas","Spain","August 31, 2018",2017
"TV Show","Inside the Criminal Mind","TV-MA","1 Season","Crime TV Shows, Docuseries, International TV Shows","United States, Czech Republic","August 31, 2018",2018
"TV Show","The Comedy Lineup","TV-MA","2 Seasons","Stand-Up Comedy & Talk Shows, TV Comedies","United States","August 31, 2018",2018
"TV Show","Ultimate Beastmaster","TV-PG","3 Seasons","Reality TV","United States, Brazil, South Korea, Mexico, Japan, Germany","August 31, 2018",2018
"TV Show","Ultimate Beastmaster México","TV-PG","3 Seasons","Reality TV, Spanish-Language TV Shows",NA,"August 31, 2018",2018
"TV Show","Undercover Law","TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Colombia","August 31, 2018",2017
"TV Show","Chicken Soup for the Soul's Being Dad","TV-MA","1 Season","Docuseries","United States","August 27, 2018",2018
"TV Show","GHOUL","TV-MA","1 Season","International TV Shows, TV Dramas, TV Horror","India","August 24, 2018",2018
"TV Show","Take My Brother Away","TV-14","1 Season","International TV Shows, TV Comedies, TV Dramas","China","August 24, 2018",2018
"TV Show","The Innocents","TV-MA","1 Season","British TV Shows, International TV Shows, Romantic TV Shows","United Kingdom","August 24, 2018",2018
"TV Show","Stay Here","TV-PG","1 Season","Reality TV","United States","August 17, 2018",2018
"TV Show","72 Dangerous Animals: Asia","TV-14","1 Season","Docuseries, International TV Shows, Science & Nature TV","Australia","August 10, 2018",2018
"TV Show","Afflicted","TV-MA","1 Season","Docuseries, Reality TV, Science & Nature TV","United States","August 10, 2018",2018
"TV Show","All About the Washingtons","TV-PG","1 Season","TV Comedies","United States","August 10, 2018",2018
"TV Show","The Originals","TV-14","5 Seasons","TV Dramas, TV Horror, TV Mysteries","United States","August 9, 2018",2018
"TV Show","Pretty Man","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas",NA,"August 8, 2018",2018
"TV Show","On Children","TV-14","1 Season","International TV Shows, TV Dramas, TV Mysteries","Taiwan","August 5, 2018",2018
"TV Show","Cocaine Coast","TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Spain","August 3, 2018",2018
"TV Show","Dinotrux Supercharged","TV-Y7","3 Seasons","Kids' TV",NA,"August 3, 2018",2018
"TV Show","Becoming Champions","TV-G","1 Season","Docuseries, International TV Shows","Mexico","August 1, 2018",2018
"TV Show","Switched","TV-MA","1 Season","International TV Shows, TV Dramas, TV Mysteries","Japan","August 1, 2018",2018
"TV Show","The Could’ve-Gone-All-the-Way Committee","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","Japan","August 1, 2018",2018
"TV Show","A Very Secret Service","TV-MA","2 Seasons","International TV Shows, TV Comedies","France","July 30, 2018",2018
"TV Show","SWORDGAI The Animation","TV-MA","2 Seasons","Anime Series, International TV Shows","Japan","July 30, 2018",2018
"TV Show","Kath and Kim","TV-MA","6 Seasons","TV Comedies","Australia","July 28, 2018",2007
"TV Show","El Chapo","TV-MA","3 Seasons","Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure","Mexico, United States","July 27, 2018",2018
"TV Show","Smoking","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Action & Adventure","Japan","July 27, 2018",2018
"TV Show","Welcome to the Family","TV-MA","1 Season","International TV Shows, TV Comedies, TV Dramas","Spain","July 27, 2018",2018
"TV Show","Amazing Interiors","TV-PG","1 Season","British TV Shows, International TV Shows, Reality TV","United Kingdom","July 20, 2018",2018
"TV Show","Dark Tourist","TV-MA","1 Season","Docuseries, International TV Shows","New Zealand","July 20, 2018",2018
"TV Show","Home: Adventures with Tip & Oh","TV-Y7","4 Seasons","Kids' TV, TV Comedies","United States","July 20, 2018",2018
